gene/TE	/sonas-hs/mhammell/hpc/home/tam/workdir/ALS/regina_samples/BAM/ALS-48_S8.bam
"A1BG"	71
"A1BG-AS1"	258
"A1CF"	0
"A2M"	4399
"A2M-AS1"	134
"A2ML1"	134
"A2MP1"	3
"A3GALT2"	2
"A4GALT"	51
"A4GNT"	0
"AA06"	86
"AAAS"	556
"AACS"	2113
"AACSP1"	43
"AADAC"	0
"AADACL2"	0
"AADACL2-AS1"	1
"AADACL3"	0
"AADACL4"	0
"AADACP1"	0
"AADAT"	425
"AAED1"	69
"AAGAB"	1951
"AAK1"	16855
"AAMDC"	121
"AAMP"	2215
"AANAT"	6
"AAR2"	454
"AARD"	14
"AARS"	10547
"AARS2"	905
"AARSD1"	356
"AASDH"	934
"AASDHPPT"	3448
"AASS"	1527
"AATBC"	1
"AATF"	813
"AATK"	5792
"ABALON"	7
"ABAT"	11533
"ABCA1"	844
"ABCA10"	1208
"ABCA11P"	403
"ABCA12"	13
"ABCA13"	7
"ABCA17P"	135
"ABCA2"	23053
"ABCA3"	6560
"ABCA4"	28
"ABCA5"	4442
"ABCA6"	979
"ABCA7"	953
"ABCA8"	1497
"ABCA9"	884
"ABCA9-AS1"	4
"ABCB1"	773
"ABCB10"	525
"ABCB11"	9
"ABCB4"	18
"ABCB5"	1
"ABCB6"	987
"ABCB7"	773
"ABCB8"	1219
"ABCB9"	1036
"ABCC1"	925
"ABCC10"	630
"ABCC11"	26
"ABCC12"	73
"ABCC13"	2
"ABCC2"	44
"ABCC3"	58
"ABCC4"	402
"ABCC5"	5045
"ABCC5-AS1"	0
"ABCC6"	33
"ABCC6P1"	12
"ABCC6P2"	1
"ABCC8"	2165
"ABCC9"	1741
"ABCD1"	108
"ABCD2"	1005
"ABCD3"	1383
"ABCD4"	974
"ABCE1"	1622
"ABCF1"	1219
"ABCF2"	1822
"ABCF3"	1637
"ABCG1"	1162
"ABCG2"	920
"ABCG4"	709
"ABCG5"	10
"ABCG8"	84
"ABHD1"	16
"ABHD10"	1376
"ABHD11"	172
"ABHD11-AS1"	1
"ABHD12"	2338
"ABHD12B"	147
"ABHD13"	1146
"ABHD14A"	546
"ABHD14A-ACY1"	215
"ABHD14B"	230
"ABHD15"	146
"ABHD16A"	1053
"ABHD16B"	1
"ABHD17A"	1697
"ABHD17B"	1305
"ABHD17C"	411
"ABHD18"	630
"ABHD2"	8518
"ABHD3"	227
"ABHD4"	429
"ABHD5"	640
"ABHD6"	1382
"ABHD8"	1763
"ABI1"	2501
"ABI2"	10429
"ABI3"	90
"ABI3BP"	169
"ABL1"	1682
"ABL2"	4314
"ABLIM1"	9378
"ABLIM2"	2599
"ABLIM3"	1365
"ABO"	16
"ABR"	14565
"ABRA"	8
"ABRACL"	158
"ABRAXAS1"	71
"ABRAXAS2"	765
"ABT1"	290
"ABTB1"	1065
"ABTB2"	164
"ACAA1"	1146
"ACAA2"	701
"ACACA"	8734
"ACACB"	2130
"ACAD10"	604
"ACAD11"	1120
"ACAD8"	859
"ACAD9"	1083
"ACADL"	81
"ACADM"	1243
"ACADS"	284
"ACADSB"	1879
"ACADVL"	3640
"ACAN"	379
"ACAP1"	24
"ACAP2"	2391
"ACAP3"	2788
"ACAT1"	1020
"ACAT2"	982
"ACBD3"	1029
"ACBD3-AS1"	0
"ACBD4"	496
"ACBD5"	2500
"ACBD6"	693
"ACBD7"	1691
"ACBD7-DCLRE1CP1"	53
"ACCS"	173
"ACCSL"	4
"ACD"	386
"ACE"	271
"ACE2"	18
"ACER1"	0
"ACER2"	289
"ACER3"	1806
"ACHE"	516
"ACIN1"	2854
"ACKR1"	277
"ACKR2"	32
"ACKR3"	129
"ACKR4"	8
"ACLY"	3841
"ACMSD"	0
"ACO1"	1194
"ACO2"	8412
"ACOD1"	0
"ACOT1"	123
"ACOT11"	543
"ACOT12"	14
"ACOT13"	593
"ACOT2"	236
"ACOT4"	68
"ACOT6"	4
"ACOT7"	2691
"ACOT8"	508
"ACOT9"	848
"ACOX1"	3496
"ACOX2"	81
"ACOX3"	895
"ACOXL"	0
"ACOXL-AS1"	24
"ACP1"	1433
"ACP2"	767
"ACP4"	0
"ACP5"	6
"ACP6"	400
"ACP7"	44
"ACPP"	23
"ACR"	8
"ACRBP"	14
"ACRV1"	34
"ACSBG1"	1439
"ACSBG2"	3
"ACSF2"	195
"ACSF3"	550
"ACSL1"	1897
"ACSL3"	6214
"ACSL4"	3018
"ACSL5"	458
"ACSL6"	6677
"ACSM1"	6
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	0
"ACSM4"	0
"ACSM5"	121
"ACSM6"	0
"ACSS1"	1405
"ACSS2"	1280
"ACSS3"	971
"ACTA1"	23
"ACTA2"	684
"ACTA2-AS1"	288
"ACTB"	48954
"ACTBL2"	0
"ACTC1"	47
"ACTG1"	22684
"ACTG1P17"	12
"ACTG1P20"	97
"ACTG1P4"	381
"ACTG2"	91
"ACTL10"	7
"ACTL6A"	147
"ACTL6B"	1012
"ACTL7A"	0
"ACTL7B"	5
"ACTL8"	2
"ACTL9"	0
"ACTN1"	4220
"ACTN1-AS1"	4
"ACTN2"	2095
"ACTN3"	2
"ACTN4"	5248
"ACTR10"	1810
"ACTR1A"	5672
"ACTR1B"	3436
"ACTR2"	7759
"ACTR3"	2698
"ACTR3B"	858
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	304
"ACTR5"	365
"ACTR6"	906
"ACTR8"	1036
"ACTRT1"	7
"ACTRT2"	0
"ACTRT3"	36
"ACVR1"	406
"ACVR1B"	2960
"ACVR1C"	826
"ACVR2A"	1212
"ACVR2B"	1796
"ACVR2B-AS1"	42
"ACVRL1"	355
"ACY1"	91
"ACY3"	7
"ACYP1"	280
"ACYP2"	741
"ADA"	82
"ADA2"	287
"ADAD1"	0
"ADAD2"	13
"ADAL"	497
"ADAM10"	2912
"ADAM11"	3091
"ADAM12"	116
"ADAM15"	1375
"ADAM17"	1158
"ADAM18"	0
"ADAM19"	559
"ADAM1A"	259
"ADAM2"	0
"ADAM20"	426
"ADAM20P1"	325
"ADAM21"	15
"ADAM21P1"	2
"ADAM22"	10702
"ADAM23"	6616
"ADAM28"	390
"ADAM29"	2
"ADAM30"	0
"ADAM32"	343
"ADAM33"	124
"ADAM3A"	0
"ADAM3B"	9
"ADAM5"	8
"ADAM6"	0
"ADAM7"	1
"ADAM8"	84
"ADAM9"	2092
"ADAMDEC1"	0
"ADAMTS1"	1488
"ADAMTS10"	1021
"ADAMTS12"	11
"ADAMTS13"	472
"ADAMTS14"	163
"ADAMTS15"	38
"ADAMTS16"	137
"ADAMTS17"	367
"ADAMTS18"	127
"ADAMTS19"	482
"ADAMTS19-AS1"	16
"ADAMTS2"	371
"ADAMTS20"	21
"ADAMTS3"	187
"ADAMTS4"	1130
"ADAMTS5"	52
"ADAMTS6"	98
"ADAMTS7"	22
"ADAMTS7P1"	115
"ADAMTS8"	308
"ADAMTS9"	1872
"ADAMTS9-AS1"	9
"ADAMTS9-AS2"	179
"ADAMTSL1"	223
"ADAMTSL2"	661
"ADAMTSL3"	464
"ADAMTSL4"	78
"ADAMTSL4-AS1"	38
"ADAMTSL5"	15
"ADAP1"	2205
"ADAP2"	118
"ADAR"	12991
"ADARB1"	2440
"ADARB2"	1914
"ADARB2-AS1"	37
"ADAT1"	948
"ADAT2"	258
"ADAT3"	31
"ADCK1"	314
"ADCK2"	956
"ADCK5"	179
"ADCY1"	24708
"ADCY10"	125
"ADCY10P1"	426
"ADCY2"	6718
"ADCY3"	2996
"ADCY4"	86
"ADCY5"	3296
"ADCY6"	1914
"ADCY7"	590
"ADCY8"	922
"ADCY9"	2383
"ADCYAP1"	253
"ADCYAP1R1"	5889
"ADD1"	12125
"ADD2"	8303
