gene/TE	/sonas-hs/mhammell/hpc/home/tam/workdir/ALS/regina_samples/BAM/Co-22_S7.bam
"ACADL"	55
"ACADM"	1253
"ACADS"	225
"ACADSB"	1716
"ACADVL"	3783
"ACAN"	90
"ACAP1"	17
"ACAP2"	2877
"ACAP3"	2653
"ACAT1"	1229
"ACAT2"	870
"ACBD3"	1519
"ACBD3-AS1"	1
"ACBD4"	312
"ACBD5"	2201
"ACBD6"	749
"ACBD7"	2135
"ACBD7-DCLRE1CP1"	65
"ACCS"	129
"ACCSL"	1
"ACD"	305
"ACE"	168
"ACE2"	3
"ACER1"	1
"ACER2"	203
"ACER3"	1622
"ACHE"	454
"ACIN1"	2803
"ACKR1"	161
"ACKR2"	40
"ACKR3"	125
"ACKR4"	2
"ACLY"	3827
"ACMSD"	0
"ACO1"	950
"ACO2"	9774
"ACOD1"	0
"ACOT1"	112
"ACOT11"	585
"ACOT12"	2
"ACOT13"	774
"ACOT2"	250
"ACOT4"	72
"ACOT6"	1
"ACOT7"	2704
"ACOT8"	536
"ACOT9"	634
"ACOX1"	3008
"ACOX2"	71
"ACOX3"	445
"ACOXL"	0
"ACOXL-AS1"	7
"ACP1"	1443
"ACP2"	729
"ACP4"	0
"ACP5"	14
"ACP6"	282
"ACP7"	49
"ACPP"	19
"ACR"	2
"ACRBP"	15
"ACRV1"	12
"ACSBG1"	1466
"ACSBG2"	3
"ACSF2"	177
"ACSF3"	339
"ACSL1"	1541
"ACSL3"	8978
"ACSL4"	3397
"ACSL5"	506
"ACSL6"	6490
"ACSM1"	3
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	1
"ACSM4"	0
"ACSM5"	77
"ACSM6"	0
"ACSS1"	1577
"ACSS2"	907
"ACSS3"	689
"ACTA1"	20
"ACTA2"	329
"ACTA2-AS1"	164
"ACTB"	35980
"ACTBL2"	0
"ACTC1"	33
"ACTG1"	16959
"ACTG1P17"	12
"ACTG1P20"	46
"ACTG1P4"	179
"ACTG2"	5
"ACTL10"	1
"ACTL6A"	102
"ACTL6B"	1022
"ACTL7A"	0
"ACTL7B"	1
"ACTL8"	1
"ACTL9"	0
"ACTN1"	3175
"ACTN1-AS1"	3
"ACTN2"	1938
"ACTN3"	2
"ACTN4"	4976
"ACTR10"	1219
"ACTR1A"	4959
"ACTR1B"	2127
"ACTR2"	6275
"ACTR3"	2593
"ACTR3B"	839
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	432
"ACTR5"	169
"ACTR6"	680
"ACTR8"	859
"ACTRT1"	6
"ACTRT2"	0
"ACTRT3"	34
"ACVR1"	425
"ACVR1B"	1746
"ACVR1C"	920
"ACVR2A"	1104
"ACVR2B"	1365
"ACVR2B-AS1"	20
"ACVRL1"	381
"ACY1"	66
"ACY3"	87
"ACYP1"	237
"ACYP2"	552
"ADA"	94
"ADA2"	216
"ADAD1"	0
"ADAD2"	57
"ADAL"	430
"ADAM10"	2646
"ADAM11"	2741
"ADAM12"	132
"ADAM15"	913
"ADAM17"	937
"ADAM18"	3
"ADAM19"	515
"ADAM1A"	205
"ADAM2"	0
"ADAM20"	242
"ADAM20P1"	296
"ADAM21"	26
"ADAM21P1"	3
"ADAM22"	8869
"ADAM23"	5671
"ADAM28"	453
"ADAM29"	8
"ADAM30"	0
"ADAM32"	214
"ADAM33"	133
"ADAM3A"	0
"ADAM3B"	5
"ADAM5"	2
"ADAM6"	0
"ADAM7"	1
"ADAM8"	43
"ADAM9"	2193
"ADAMDEC1"	0
"ADAMTS1"	898
"ADAMTS10"	605
"ADAMTS12"	17
"ADAMTS13"	236
"ADAMTS14"	175
"ADAMTS15"	28
"ADAMTS16"	176
"ADAMTS17"	259
"ADAMTS18"	6
"ADAMTS19"	266
"ADAMTS19-AS1"	14
"ADAMTS2"	106
"ADAMTS20"	21
"ADAMTS3"	382
"ADAMTS4"	847
"ADAMTS5"	87
"ADAMTS6"	125
"ADAMTS7"	41
"ADAMTS7P1"	33
"ADAMTS8"	464
"ADAMTS9"	454
"ADAMTS9-AS1"	35
"ADAMTS9-AS2"	194
"ADAMTSL1"	135
"ADAMTSL2"	536
"ADAMTSL3"	284
"ADAMTSL4"	19
"ADAMTSL4-AS1"	13
"ADAMTSL5"	37
"ADAP1"	2507
"ADAP2"	205
"ADAR"	10340
"ADARB1"	1794
"ADARB2"	2200
"ADARB2-AS1"	3
"ADAT1"	966
"ADAT2"	206
"ADAT3"	37
"ADCK1"	229
"ADCK2"	765
"ADCK5"	151
"ADCY1"	17202
"ADCY10"	39
"ADCY10P1"	216
"ADCY2"	5831
"ADCY3"	1746
"ADCY4"	121
"ADCY5"	2347
"ADCY6"	1136
"ADCY7"	472
"ADCY8"	784
"ADCY9"	1444
"ADCYAP1"	590
"ADCYAP1R1"	5203
"ADD1"	9730
"ADD2"	7540
"ADD3"	6909
"ADD3-AS1"	36
"ADGB"	1
"ADGRA1"	1051
"ADGRA1-AS1"	18
"ADGRA2"	379
"ADGRA3"	1723
"ADGRB1"	1960
"ADGRB2"	5070
"ADGRB3"	8378
"ADGRD1"	66
"ADGRD1-AS1"	0
"ADGRE1"	3
"ADGRE2"	82
"ADGRE3"	0
"ADGRE4P"	73
"ADGRE5"	173
"ADGRF1"	0
"ADGRF2"	5
"ADGRF3"	40
"ADGRF4"	3
"ADGRF5"	1571
"ADGRG1"	2714
"ADGRG2"	4
"ADGRG3"	4
"ADGRG4"	2
"ADGRG5"	12
"ADGRG6"	155
"ADGRG7"	0
"ADGRL1"	7583
"ADGRL2"	4553
"ADGRL3"	8217
"ADGRL3-AS1"	0
"ADGRL4"	196
"ADGRV1"	10574
"ADH1A"	0
"ADH1B"	3
"ADH1C"	0
"ADH4"	0
"ADH5"	1397
"ADH6"	0
"ADH7"	0
"ADHFE1"	426
"ADI1"	818
"ADIG"	1
"ADIPOQ"	2
"ADIPOQ-AS1"	0
"ADIPOR1"	1924
"ADIPOR2"	2133
"ADIRF"	251
"ADK"	550
"ADM"	71
"ADM2"	0
"ADM5"	21
"ADNP"	2850
"ADNP-AS1"	21
"ADNP2"	1004
"ADO"	1429
"ADORA1"	1633
"ADORA2A"	38
"ADORA2A-AS1"	0
"ADORA2B"	104
"ADORA3"	110
"ADPGK"	549
"ADPGK-AS1"	13
"ADPRH"	73
"ADPRHL1"	168
"ADPRHL2"	353
"ADPRM"	141
"ADRA1A"	1170
"ADRA1B"	305
"ADRA1D"	130
"ADRA2A"	115
"ADRA2B"	17
"ADRA2C"	125
"ADRB1"	355
"ADRB2"	127
"ADRB3"	7
"ADRM1"	1222
"ADSL"	361
"ADSS"	1402
"ADSSL1"	100
"ADTRP"	145
"AEBP1"	1113
"AEBP2"	1611
"AEN"	153
"AES"	7678
"AFAP1"	1352
"AFAP1-AS1"	33
"AFAP1L1"	96
"AFAP1L2"	716
"AFDN"	4743
"AFDN-DT"	18
"AFF1"	2142
"AFF1-AS1"	67
"AFF2"	1502
"AFF3"	2652
"AFF4"	6792
"AFG1L"	388
"AFG3L1P"	251
"AFG3L2"	2050
"AFM"	0
"AFMID"	622
"AFP"	0
"AFTPH"	2340
"AGA"	219
"AGAP1"	7200
"AGAP1-IT1"	38
"AGAP11"	66
"AGAP12P"	109
"AGAP2"	7638
"AGAP2-AS1"	22
"AGAP3"	3708
"AGAP4"	203
"AGAP5"	104
"AGAP6"	289
"AGAP7P"	4
"AGAP9"	125
"AGBL1"	31
"AGBL1-AS1"	1
"AGBL2"	11
"AGBL3"	100
"AGBL4"	823
"AGBL4-IT1"	65
"AGBL5"	402
"AGBL5-AS1"	2
"AGER"	38
"AGFG1"	3442
"AGFG2"	782
"AGGF1"	2121
"AGK"	1397
"AGL"	1769
"AGMAT"	107
"AGMO"	15
"AGO1"	2408
"AGO2"	3083
"AGO3"	1053
"AGO4"	1269
"AGPAT1"	1893
"AGPAT2"	145
"AGPAT3"	3824
"AGPAT4"	2911
"AGPAT4-IT1"	167
"AGPAT5"	1133
"AGPS"	1622
"AGR2"	0
"AGR3"	0
"AGRN"	1549
"AGRP"	0
"AGT"	3788
"AGTPBP1"	4576
"AGTR1"	3
"AGTR2"	0
"AGTRAP"	124
"AGXT"	0
"AGXT2"	0
"AHCTF1"	2727
"AHCTF1P1"	16
"AHCY"	1313
"AHCYL1"	8862
"AHCYL2"	2939
"AHDC1"	1191
"AHI1"	3219
"AHNAK"	14175
"AHNAK2"	5608
"AHR"	1079
"AHRR"	138
"AHSA1"	3219
"AHSA2P"	1403
"AHSG"	5
"AHSP"	0
"AICDA"	0
"AIDA"	1729
"AIF1"	157
"AIF1L"	2358
"AIFM1"	599
"AIFM2"	242
"AIFM3"	1171
"AIG1"	1217
"AIM2"	10
"AIMP1"	501
"AIMP2"	201
"AIP"	797
"AIPL1"	3
"AIRE"	36
"AIRN"	0
"AJAP1"	1390
"AJM1"	364
"AJUBA"	32
"AK1"	1163
"AK2"	1373
"AK3"	1656
"AK4"	2488
"AK5"	12731
"AK6"	327
"AK7"	110
"AK8"	49
"AK9"	704
"AKAIN1"	42
"AKAP1"	1866
"AKAP10"	1515
"AKAP11"	14251
"AKAP12"	12021
"AKAP13"	3161
"AKAP14"	6
"AKAP17A"	390
"AKAP2"	1564
"AKAP3"	74
"AKAP4"	0
"AKAP5"	2624
"AKAP6"	13531
"AKAP7"	693
"AKAP8"	602
"AKAP8L"	1652
"AKAP9"	7902
"AKIP1"	258
"AKIRIN1"	1793
"AKIRIN2"	636
"AKNA"	702
"AKNAD1"	12
"AKR1A1"	541
"AKR1B1"	922
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	126
"AKR1C2"	84
"AKR1C3"	68
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	1
"AKR1D1"	0
"AKR1E2"	246
"AKR7A2"	819
"AKR7A2P1"	5
"AKR7A3"	68
"AKR7L"	27
"AKT1"	2002
"AKT1S1"	518
"AKT2"	1424
"AKT3"	15677
"AKTIP"	1495
"ALAD"	2207
"ALAS1"	1444
"ALAS2"	8
"ALB"	10
"ALCAM"	4006
"ALDH16A1"	147
"ALDH18A1"	844
"ALDH1A1"	728
"ALDH1A2"	80
"ALDH1A3"	262
"ALDH1B1"	380
"ALDH1L1"	1534
"ALDH1L1-AS1"	0
"ALDH1L1-AS2"	50
"ALDH1L2"	541
"ALDH2"	3766
"ALDH3A1"	4
"ALDH3A2"	1697
"ALDH3B1"	104
"ALDH3B2"	0
"ALDH4A1"	784
"ALDH5A1"	3181
"ALDH6A1"	4643
"ALDH7A1"	1856
"ALDH8A1"	109
"ALDH9A1"	1143
"ALDOA"	24683
"ALDOB"	6
"ALDOC"	15669
"ALG1"	322
"ALG10"	154
"ALG10B"	569
"ALG11"	330
"ALG12"	262
"ALG13"	1112
"ALG14"	106
"ALG1L"	8
"ALG1L2"	25
"ALG1L9P"	152
"ALG2"	401
"ALG3"	183
"ALG5"	209
"ALG6"	193
"ALG8"	267
"ALG9"	955
"ALK"	362
"ALKAL1"	7
"ALKAL2"	26
"ALKBH1"	189
"ALKBH2"	204
"ALKBH3"	318
"ALKBH3-AS1"	0
"ALKBH4"	331
"ALKBH5"	3397
"ALKBH6"	275
"ALKBH7"	284
"ALKBH8"	425
"ALLC"	30
"ALMS1"	4307
"ALMS1-IT1"	30
"ALMS1P1"	90
"ALOX12"	2
"ALOX12-AS1"	26
"ALOX12B"	30
"ALOX12P2"	96
"ALOX15"	7
"ALOX15B"	12
"ALOX15P1"	23
"ALOX5"	160
"ALOX5AP"	104
"ALOXE3"	23
"ALPI"	0
"ALPK1"	169
"ALPK2"	7
"ALPK3"	170
"ALPL"	433
"ALPP"	1
"ALPPL2"	0
"ALS2"	3073
"ALS2CL"	368
"ALS2CR12"	191
"ALX1"	0
"ALX3"	4
"ALX4"	5
"ALYREF"	382
"AMACR"	398
"AMBN"	0
"AMBP"	1
"AMBRA1"	1616
"AMD1"	3974
"AMDHD1"	10
"AMDHD2"	318
"AMELX"	0
"AMELY"	0
"AMER1"	505
"AMER2"	9833
"AMER3"	1576
"AMFR"	3755
"AMH"	26
"AMHR2"	0
"AMIGO1"	2541
"AMIGO2"	240
"AMIGO3"	45
"AMMECR1"	263
"AMMECR1L"	470
"AMN"	0
"AMN1"	1087
"AMOT"	3323
"AMOTL1"	2088
"AMOTL2"	2003
"AMPD1"	0
"AMPD2"	2789
"AMPD3"	1043
"AMPH"	4774
"AMT"	217
"AMTN"	0
"AMY1A"	0
"AMY1B"	0
"AMY1C"	0
"AMY2A"	10
"AMY2B"	825
"AMZ1"	348
"AMZ2"	1923
"AMZ2P1"	444
"ANAPC1"	2089
"ANAPC10"	235
"ANAPC11"	322
"ANAPC13"	717
"ANAPC15"	428
"ANAPC16"	635
"ANAPC1P1"	2
"ANAPC2"	573
"ANAPC4"	681
"ANAPC5"	2609
"ANAPC7"	1246
"ANG"	14
"ANGEL1"	1089
"ANGEL2"	1112
"ANGPT1"	160
"ANGPT2"	158
"ANGPT4"	7
"ANGPTL1"	45
"ANGPTL2"	310
"ANGPTL3"	0
"ANGPTL4"	464
"ANGPTL5"	6
"ANGPTL6"	29
"ANGPTL7"	4
"ANGPTL8"	5
"ANHX"	0
"ANK1"	1405
"ANK2"	60973
"ANK3"	24759
"ANKAR"	370
"ANKDD1A"	480
"ANKDD1B"	19
"ANKEF1"	86
"ANKFN1"	95
"ANKFY1"	2967
"ANKH"	4323
"ANKHD1"	1961
"ANKHD1-EIF4EBP3"	1906
"ANKIB1"	3949
"ANKK1"	22
"ANKLE1"	21
"ANKLE2"	1186
"ANKMY1"	338
"ANKMY2"	1424
"ANKRA2"	302
"ANKRD1"	2
"ANKRD10"	1365
"ANKRD11"	4380
"ANKRD12"	9055
"ANKRD13A"	855
"ANKRD13B"	679
"ANKRD13C"	1919
"ANKRD13D"	862
"ANKRD16"	315
"ANKRD17"	10387
"ANKRD18A"	502
"ANKRD18B"	313
"ANKRD18CP"	456
"ANKRD18DP"	109
"ANKRD19P"	368
"ANKRD2"	17
"ANKRD20A1"	43
"ANKRD20A11P"	7
"ANKRD20A12P"	45
"ANKRD20A19P"	28
"ANKRD20A2"	20
"ANKRD20A3"	111
"ANKRD20A4"	123
"ANKRD20A4-ANKRD20A20P"	1112
"ANKRD20A5P"	125
"ANKRD20A8P"	126
"ANKRD20A9P"	15
"ANKRD22"	7
"ANKRD23"	215
"ANKRD24"	1303
"ANKRD26"	2087
"ANKRD26P1"	1
"ANKRD26P3"	232
"ANKRD27"	1065
"ANKRD28"	2483
"ANKRD29"	492
"ANKRD30A"	10
"ANKRD30B"	299
"ANKRD30BL"	2240
"ANKRD30BP2"	7
"ANKRD30BP3"	5
"ANKRD31"	82
"ANKRD33"	0
"ANKRD33B"	2318
"ANKRD34A"	550
"ANKRD34B"	21
"ANKRD34C"	332
"ANKRD34C-AS1"	54
"ANKRD35"	215
"ANKRD36"	5200
"ANKRD36B"	1368
"ANKRD36BP1"	1
"ANKRD36BP2"	1014
"ANKRD36C"	3850
"ANKRD37"	116
"ANKRD39"	168
"ANKRD40"	4231
"ANKRD42"	1375
"ANKRD44"	1093
"ANKRD44-IT1"	65
"ANKRD45"	98
"ANKRD46"	1990
"ANKRD49"	274
"ANKRD50"	1940
"ANKRD52"	2291
"ANKRD53"	7
"ANKRD54"	479
"ANKRD55"	100
"ANKRD6"	1085
"ANKRD60"	0
"ANKRD61"	5
"ANKRD62"	100
"ANKRD62P1-PARP4P3"	9
"ANKRD63"	54
"ANKRD65"	282
"ANKRD66"	3
"ANKRD7"	43
"ANKRD9"	1085
"ANKS1A"	1295
"ANKS1B"	7692
"ANKS3"	388
"ANKS4B"	9
"ANKS6"	697
"ANKUB1"	3
"ANKZF1"	933
"ANLN"	3876
"ANO1"	77
"ANO1-AS2"	0
"ANO10"	657
"ANO2"	162
"ANO3"	2133
"ANO4"	1146
"ANO5"	2572
"ANO6"	826
"ANO7"	62
"ANO8"	720
"ANO9"	0
"ANOS1"	1097
"ANP32A"	2125
"ANP32A-IT1"	141
"ANP32AP1"	1
"ANP32B"	428
"ANP32C"	33
"ANP32D"	6
"ANP32E"	1367
"ANPEP"	28
"ANTXR1"	1341
"ANTXR2"	196
"ANTXRL"	2
"ANTXRLP1"	0
"ANXA1"	172
"ANXA10"	1
"ANXA11"	2193
"ANXA13"	5
"ANXA2"	329
"ANXA2P1"	0
"ANXA2P2"	0
"ANXA2P3"	17
"ANXA2R"	19
"ANXA3"	205
"ANXA4"	421
"ANXA5"	1565
"ANXA6"	10675
"ANXA7"	2135
"ANXA8"	0
"ANXA8L1"	0
"ANXA9"	3
"AOAH"	220
"AOAH-IT1"	10
"AOC1"	0
"AOC2"	88
"AOC3"	30
"AOC4P"	0
"AOX1"	33
"AOX3P-AOX2P"	1
"AP1AR"	715
"AP1B1"	4028
"AP1B1P1"	0
"AP1G1"	3601
"AP1G2"	752
"AP1M1"	1160
"AP1M2"	5
"AP1S1"	1784
"AP1S2"	1263
"AP1S3"	112
"AP2A1"	3632
"AP2A2"	4018
"AP2B1"	11101
"AP2M1"	10386
"AP2S1"	818
"AP3B1"	1383
"AP3B2"	3572
"AP3D1"	4419
"AP3M1"	1235
"AP3M2"	3095
"AP3S1"	1597
"AP3S2"	1027
"AP4B1"	560
"AP4B1-AS1"	5
"AP4E1"	533
"AP4M1"	208
"AP4S1"	836
"AP5B1"	926
"AP5M1"	1542
"AP5S1"	249
"AP5Z1"	436
"APAF1"	481
"APBA1"	4940
"APBA2"	8086
"APBA3"	189
"APBB1"	8140
"APBB1IP"	238
"APBB2"	3643
"APBB3"	751
"APC"	21238
"APC2"	3536
"APCDD1"	1046
"APCDD1L"	0
"APCDD1L-AS1"	8
"APCS"	0
"APEH"	1557
"APELA"	0
"APEX1"	1095
"APEX2"	204
"APH1A"	694
"APH1B"	777
"API5"	2994
"APIP"	375
"APLF"	539
"APLN"	641
"APLNR"	1219
"APLP1"	12370
"APLP2"	14803
"APMAP"	2708
"APOA1"	3
"APOA1-AS"	2
"APOA2"	0
"APOA4"	0
"APOA5"	0
"APOB"	25
"APOBEC1"	0
"APOBEC2"	1
"APOBEC3A"	0
"APOBEC3A_B"	1
"APOBEC3B"	0
"APOBEC3B-AS1"	0
"APOBEC3C"	19
"APOBEC3D"	20
"APOBEC3F"	29
"APOBEC3G"	57
"APOBEC3H"	0
"APOBEC4"	0
"APOBR"	18
"APOC1"	72
"APOC1P1"	1
"APOC2"	61
"APOC3"	0
"APOC4"	0
"APOC4-APOC2"	61
"APOD"	2471
"APOE"	7842
"APOF"	0
"APOH"	0
"APOL1"	175
"APOL2"	1884
"APOL3"	143
"APOL4"	32
"APOL5"	2
"APOL6"	591
"APOLD1"	1624
"APOM"	10
"APOO"	603
"APOOL"	986
"APOOP5"	0
"APOPT1"	432
"APP"	37505
"APPBP2"	2866
"APPL1"	3422
"APPL2"	953
"APRT"	298
"APTR"	121
"APTX"	573
"AQP1"	1426
"AQP10"	0
"AQP11"	144
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	39
"AQP4"	23156
"AQP4-AS1"	143
"AQP5"	4
"AQP6"	37
"AQP7"	24
"AQP7P1"	36
"AQP7P3"	3
"AQP8"	2
"AQP9"	97
"AQR"	1843
"AR"	188
"ARAF"	379
"ARAP1"	1338
"ARAP1-AS2"	0
"ARAP2"	6461
"ARAP3"	228
"ARC"	198
"ARCN1"	2972
"AREG"	0
"AREL1"	1682
"ARF1"	4929
"ARF3"	10655
"ARF4"	1210
"ARF4-AS1"	17
"ARF5"	2478
"ARF6"	1080
"ARFGAP1"	1513
"ARFGAP2"	2294
"ARFGAP3"	732
"ARFGEF1"	3408
"ARFGEF2"	5022
"ARFGEF3"	11114
"ARFIP1"	511
"ARFIP2"	1158
"ARFRP1"	595
"ARG1"	5
"ARG2"	362
"ARGFX"	0
"ARGFXP2"	0
"ARGLU1"	3023
"ARHGAP1"	1294
"ARHGAP10"	427
"ARHGAP11A"	61
"ARHGAP11B"	17
"ARHGAP12"	2619
"ARHGAP15"	56
"ARHGAP17"	470
"ARHGAP18"	215
"ARHGAP19"	315
"ARHGAP19-SLIT1"	218
"ARHGAP20"	1815
"ARHGAP21"	18237
"ARHGAP22"	627
"ARHGAP22-IT1"	16
"ARHGAP23"	3242
"ARHGAP24"	385
"ARHGAP25"	282
"ARHGAP26"	8202
"ARHGAP26-AS1"	0
"ARHGAP26-IT1"	69
"ARHGAP27"	341
"ARHGAP27P1"	197
"ARHGAP27P1-BPTFP1-KPNA2P3"	505
"ARHGAP27P2"	10
"ARHGAP28"	74
"ARHGAP29"	1090
"ARHGAP30"	108
"ARHGAP31"	1368
"ARHGAP31-AS1"	1
"ARHGAP32"	12794
"ARHGAP33"	646
"ARHGAP35"	9981
"ARHGAP36"	77
"ARHGAP39"	756
"ARHGAP4"	261
"ARHGAP40"	1
"ARHGAP42"	534
"ARHGAP44"	2190
"ARHGAP45"	177
"ARHGAP5"	12835
"ARHGAP5-AS1"	91
"ARHGAP6"	157
"ARHGAP8"	18
"ARHGAP9"	140
"ARHGDIA"	2149
"ARHGDIB"	385
"ARHGDIG"	1812
"ARHGEF1"	452
"ARHGEF10"	1196
"ARHGEF10L"	905
"ARHGEF11"	4781
"ARHGEF12"	14527
"ARHGEF15"	61
"ARHGEF16"	26
"ARHGEF17"	3182
"ARHGEF18"	1193
"ARHGEF19"	16
"ARHGEF2"	4398
"ARHGEF25"	2661
"ARHGEF26"	938
"ARHGEF26-AS1"	208
"ARHGEF28"	1030
"ARHGEF3"	2462
"ARHGEF3-AS1"	0
"ARHGEF33"	203
"ARHGEF34P"	0
"ARHGEF35"	5
"ARHGEF37"	931
"ARHGEF38"	0
"ARHGEF38-IT1"	0
"ARHGEF39"	4
"ARHGEF4"	5390
"ARHGEF40"	1049
"ARHGEF5"	26
"ARHGEF6"	1555
"ARHGEF7"	6184
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	29
"ARHGEF9"	9078
"ARHGEF9-IT1"	16
"ARID1A"	3140
"ARID1B"	2965
"ARID2"	1732
"ARID3A"	95
"ARID3B"	182
"ARID3C"	19
"ARID4A"	2610
"ARID4B"	2725
"ARID5A"	222
"ARID5B"	3623
"ARIH1"	3111
"ARIH2"	2316
"ARIH2OS"	38
"ARL1"	2319
"ARL10"	480
"ARL11"	16
"ARL13A"	0
"ARL13B"	412
"ARL14"	0
"ARL14EP"	795
"ARL14EPL"	0
"ARL15"	538
"ARL16"	342
"ARL17A"	510
"ARL17B"	522
"ARL2"	1179
"ARL2-SNX15"	688
"ARL2BP"	1149
"ARL3"	1629
"ARL4A"	950
"ARL4C"	1949
"ARL4D"	167
"ARL5A"	1417
"ARL5B"	1227
"ARL5C"	1
"ARL6"	1080
"ARL6IP1"	8276
"ARL6IP4"	1883
"ARL6IP5"	3927
"ARL6IP6"	221
"ARL8A"	2107
"ARL8B"	5376
"ARL9"	10
"ARMC1"	1367
"ARMC10"	742
"ARMC12"	17
"ARMC2"	577
"ARMC2-AS1"	0
"ARMC3"	47
"ARMC4"	32
"ARMC4P1"	27
"ARMC5"	494
"ARMC6"	492
"ARMC7"	162
"ARMC8"	1734
"ARMC9"	952
"ARMCX1"	757
"ARMCX2"	1744
"ARMCX3"	3495
"ARMCX4"	1912
"ARMCX5"	485
"ARMCX5-GPRASP2"	3900
"ARMCX6"	350
"ARMS2"	0
"ARMT1"	419
"ARNT"	1414
"ARNT2"	13955
"ARNTL"	1289
"ARNTL2"	1040
"ARNTL2-AS1"	0
"ARPC1A"	1778
"ARPC1B"	248
"ARPC2"	3008
"ARPC3"	1583
"ARPC4"	1161
"ARPC4-TTLL3"	519
"ARPC5"	1425
"ARPC5L"	1075
"ARPIN"	906
"ARPP19"	11600
"ARPP21"	4820
"ARR3"	0
"ARRB1"	7058
"ARRB2"	1153
"ARRDC1"	240
"ARRDC1-AS1"	202
"ARRDC2"	790
"ARRDC3"	1743
"ARRDC3-AS1"	14
"ARRDC4"	920
"ARRDC5"	9
"ARSA"	613
"ARSB"	541
"ARSD"	343
"ARSD-AS1"	6
"ARSE"	40
"ARSF"	57
"ARSG"	400
"ARSH"	0
"ARSI"	47
"ARSJ"	135
"ARSK"	214
"ART1"	12
"ART3"	238
"ART4"	5
"ART5"	7
"ARTN"	11
"ARV1"	473
"ARVCF"	514
"ARX"	293
"AS-PTPRE"	0
"AS3MT"	134
"ASAH1"	2505
"ASAH2"	29
"ASAH2B"	185
"ASAP1"	3411
"ASAP1-IT1"	68
"ASAP1-IT2"	44
"ASAP2"	1785
"ASAP3"	666
"ASB1"	1974
"ASB10"	0
"ASB11"	0
"ASB12"	3
"ASB13"	583
"ASB14"	1
"ASB15"	0
"ASB16"	1
"ASB16-AS1"	61
"ASB17"	0
"ASB18"	12
"ASB2"	231
