gene/TE	/sonas-hs/mhammell/hpc/home/tam/workdir/ALS/regina_samples/BAM/Co-8_S2.bam
"ADAM17"	1031
"ADAM18"	4
"ADAM19"	626
"ADAM1A"	152
"ADAM2"	0
"ADAM20"	233
"ADAM20P1"	211
"ADAM21"	17
"ADAM21P1"	2
"ADAM22"	5373
"ADAM23"	2809
"ADAM28"	300
"ADAM29"	9
"ADAM30"	1
"ADAM32"	234
"ADAM33"	87
"ADAM3A"	0
"ADAM3B"	4
"ADAM5"	13
"ADAM6"	0
"ADAM7"	0
"ADAM8"	53
"ADAM9"	1888
"ADAMDEC1"	0
"ADAMTS1"	2184
"ADAMTS10"	424
"ADAMTS12"	30
"ADAMTS13"	135
"ADAMTS14"	202
"ADAMTS15"	122
"ADAMTS16"	181
"ADAMTS17"	174
"ADAMTS18"	534
"ADAMTS19"	267
"ADAMTS19-AS1"	14
"ADAMTS2"	88
"ADAMTS20"	23
"ADAMTS3"	321
"ADAMTS4"	709
"ADAMTS5"	64
"ADAMTS6"	73
"ADAMTS7"	56
"ADAMTS7P1"	48
"ADAMTS8"	475
"ADAMTS9"	1364
"ADAMTS9-AS1"	26
"ADAMTS9-AS2"	106
"ADAMTSL1"	151
"ADAMTSL2"	426
"ADAMTSL3"	209
"ADAMTSL4"	45
"ADAMTSL4-AS1"	41
"ADAMTSL5"	16
"ADAP1"	1698
"ADAP2"	170
"ADAR"	8409
"ADARB1"	1427
"ADARB2"	825
"ADARB2-AS1"	1
"ADAT1"	713
"ADAT2"	129
"ADAT3"	28
"ADCK1"	188
"ADCK2"	465
"ADCK5"	114
"ADCY1"	10195
"ADCY10"	58
"ADCY10P1"	168
"ADCY2"	3709
"ADCY3"	1494
"ADCY4"	58
"ADCY5"	1914
"ADCY6"	811
"ADCY7"	545
"ADCY8"	533
"ADCY9"	1242
"ADCYAP1"	429
"ADCYAP1R1"	2929
"ADD1"	7789
"ADD2"	5851
"ADD3"	4870
"ADD3-AS1"	24
"ADGB"	2
"ADGRA1"	880
"ADGRA1-AS1"	14
"ADGRA2"	252
"ADGRA3"	797
"ADGRB1"	1656
"ADGRB2"	4021
"ADGRB3"	5342
"ADGRD1"	115
"ADGRD1-AS1"	1
"ADGRE1"	6
"ADGRE2"	270
"ADGRE3"	2
"ADGRE4P"	3
"ADGRE5"	152
"ADGRF1"	1
"ADGRF2"	24
"ADGRF3"	54
"ADGRF4"	9
"ADGRF5"	891
"ADGRG1"	2566
"ADGRG2"	7
"ADGRG3"	15
"ADGRG4"	4
"ADGRG5"	16
"ADGRG6"	53
"ADGRG7"	2
"ADGRL1"	5074
"ADGRL2"	3025
"ADGRL3"	6236
"ADGRL3-AS1"	0
"ADGRL4"	174
"ADGRV1"	6427
"ADH1A"	1
"ADH1B"	160
"ADH1C"	1
"ADH4"	5
"ADH5"	994
"ADH6"	0
"ADH7"	0
"ADHFE1"	254
"ADI1"	508
"ADIG"	5
"ADIPOQ"	10
"ADIPOQ-AS1"	0
"ADIPOR1"	1438
"ADIPOR2"	1677
"ADIRF"	426
"ADK"	442
"ADM"	323
"ADM2"	9
"ADM5"	26
"ADNP"	2746
"ADNP-AS1"	11
"ADNP2"	1254
"ADO"	1037
"ADORA1"	962
"ADORA2A"	44
"ADORA2A-AS1"	2
"ADORA2B"	97
"ADORA3"	103
"ADPGK"	415
"ADPGK-AS1"	15
"ADPRH"	80
"ADPRHL1"	172
"ADPRHL2"	255
"ADPRM"	80
"ADRA1A"	622
"ADRA1B"	285
"ADRA1D"	38
"ADRA2A"	248
"ADRA2B"	445
"ADRA2C"	69
"ADRB1"	370
"ADRB2"	61
"ADRB3"	6
"ADRM1"	839
"ADSL"	289
"ADSS"	1081
"ADSSL1"	88
"ADTRP"	93
"AEBP1"	968
"AEBP2"	1622
"AEN"	329
"AES"	4943
"AFAP1"	1264
"AFAP1-AS1"	31
"AFAP1L1"	82
"AFAP1L2"	500
"AFDN"	3421
"AFDN-DT"	16
"AFF1"	1962
"AFF1-AS1"	65
"AFF2"	1318
"AFF3"	2021
"AFF4"	6692
"AFG1L"	253
"AFG3L1P"	220
"AFG3L2"	1211
"AFM"	1
"AFMID"	387
"AFP"	2
"AFTPH"	1677
"AGA"	134
"AGAP1"	6143
"AGAP1-IT1"	36
"AGAP11"	106
"AGAP12P"	61
"AGAP2"	6379
"AGAP2-AS1"	13
"AGAP3"	2667
"AGAP4"	185
"AGAP5"	71
"AGAP6"	258
"AGAP7P"	10
"AGAP9"	57
"AGBL1"	39
"AGBL1-AS1"	5
"AGBL2"	13
"AGBL3"	83
"AGBL4"	530
"AGBL4-IT1"	37
"AGBL5"	280
"AGBL5-AS1"	2
"AGER"	33
"AGFG1"	3276
"AGFG2"	616
"AGGF1"	1305
"AGK"	911
"AGL"	1177
"AGMAT"	83
"AGMO"	8
"AGO1"	1951
"AGO2"	2817
"AGO3"	846
"AGO4"	926
"AGPAT1"	1250
"AGPAT2"	124
"AGPAT3"	2621
"AGPAT4"	2088
"AGPAT4-IT1"	116
"AGPAT5"	779
"AGPS"	1182
"AGR2"	0
"AGR3"	4
"AGRN"	1355
"AGRP"	1
"AGT"	2640
"AGTPBP1"	3586
"AGTR1"	7
"AGTR2"	2
"AGTRAP"	85
"AGXT"	0
"AGXT2"	1
"AHCTF1"	2247
"AHCTF1P1"	4
"AHCY"	805
"AHCYL1"	7011
"AHCYL2"	1531
"AHDC1"	1105
"AHI1"	2932
"AHNAK"	11593
"AHNAK2"	2990
"AHR"	1293
"AHRR"	131
"AHSA1"	2241
"AHSA2P"	907
"AHSG"	2
"AHSP"	1
"AICDA"	0
"AIDA"	1186
"AIF1"	188
"AIF1L"	1507
"AIFM1"	283
"AIFM2"	142
"AIFM3"	684
"AIG1"	774
"AIM2"	8
"AIMP1"	366
"AIMP2"	154
"AIP"	451
"AIPL1"	3
"AIRE"	39
"AIRN"	12
"AJAP1"	1270
"AJM1"	328
"AJUBA"	28
"AK1"	623
"AK2"	1329
"AK3"	1065
"AK4"	2224
"AK5"	9983
"AK6"	210
"AK7"	80
"AK8"	45
"AK9"	555
"AKAIN1"	29
"AKAP1"	1257
"AKAP10"	1018
"AKAP11"	11866
"AKAP12"	12004
"AKAP13"	3225
"AKAP14"	5
"AKAP17A"	476
"AKAP2"	1432
"AKAP3"	24
"AKAP4"	1
"AKAP5"	2135
"AKAP6"	9338
"AKAP7"	456
"AKAP8"	685
"AKAP8L"	1293
"AKAP9"	5218
"AKIP1"	140
"AKIRIN1"	1591
"AKIRIN2"	711
"AKNA"	721
"AKNAD1"	19
"AKR1A1"	384
"AKR1B1"	560
"AKR1B10"	0
"AKR1B15"	1
"AKR1C1"	72
"AKR1C2"	29
"AKR1C3"	73
"AKR1C4"	0
"AKR1C6P"	1
"AKR1C8P"	2
"AKR1D1"	0
"AKR1E2"	122
"AKR7A2"	558
"AKR7A2P1"	6
"AKR7A3"	41
"AKR7L"	33
"AKT1"	1326
"AKT1S1"	286
"AKT2"	1017
"AKT3"	10061
"AKTIP"	1195
"ALAD"	1379
"ALAS1"	1351
"ALAS2"	16
"ALB"	19
"ALCAM"	2816
"ALDH16A1"	136
"ALDH18A1"	617
"ALDH1A1"	558
"ALDH1A2"	154
"ALDH1A3"	142
"ALDH1B1"	252
"ALDH1L1"	891
"ALDH1L1-AS1"	2
"ALDH1L1-AS2"	22
"ALDH1L2"	335
"ALDH2"	2340
"ALDH3A1"	10
"ALDH3A2"	1414
"ALDH3B1"	61
"ALDH3B2"	0
"ALDH4A1"	706
"ALDH5A1"	2125
"ALDH6A1"	3241
"ALDH7A1"	1344
"ALDH8A1"	117
"ALDH9A1"	819
"ALDOA"	16102
"ALDOB"	10
"ALDOC"	8191
"ALG1"	261
"ALG10"	133
"ALG10B"	414
"ALG11"	260
"ALG12"	189
"ALG13"	652
"ALG14"	110
"ALG1L"	27
"ALG1L2"	16
"ALG1L9P"	113
"ALG2"	423
"ALG3"	124
"ALG5"	191
"ALG6"	171
"ALG8"	234
"ALG9"	830
"ALK"	308
"ALKAL1"	3
"ALKAL2"	70
"ALKBH1"	179
"ALKBH2"	229
"ALKBH3"	284
"ALKBH3-AS1"	4
"ALKBH4"	205
"ALKBH5"	2926
"ALKBH6"	195
"ALKBH7"	178
"ALKBH8"	269
"ALLC"	4
"ALMS1"	3368
"ALMS1-IT1"	45
"ALMS1P1"	60
"ALOX12"	5
"ALOX12-AS1"	28
"ALOX12B"	22
"ALOX12P2"	171
"ALOX15"	12
"ALOX15B"	26
"ALOX15P1"	16
"ALOX5"	198
"ALOX5AP"	191
"ALOXE3"	138
"ALPI"	1
"ALPK1"	221
"ALPK2"	6
"ALPK3"	383
"ALPL"	212
"ALPP"	7
"ALPPL2"	1
"ALS2"	2243
"ALS2CL"	304
"ALS2CR12"	169
"ALX1"	2
"ALX3"	5
"ALX4"	18
"ALYREF"	313
"AMACR"	256
"AMBN"	0
"AMBP"	2
"AMBRA1"	1372
"AMD1"	3436
"AMDHD1"	4
"AMDHD2"	179
"AMELX"	2
"AMELY"	0
"AMER1"	479
"AMER2"	5996
"AMER3"	1089
"AMFR"	2739
"AMH"	22
"AMHR2"	4
"AMIGO1"	1521
"AMIGO2"	565
"AMIGO3"	74
"AMMECR1"	252
"AMMECR1L"	469
"AMN"	9
"AMN1"	755
"AMOT"	1665
"AMOTL1"	1878
"AMOTL2"	1847
"AMPD1"	8
"AMPD2"	1911
"AMPD3"	498
"AMPH"	3332
"AMT"	155
"AMTN"	0
"AMY1A"	0
"AMY1B"	0
"AMY1C"	0
"AMY2A"	30
"AMY2B"	629
"AMZ1"	309
"AMZ2"	1250
"AMZ2P1"	330
"ANAPC1"	1489
"ANAPC10"	206
"ANAPC11"	228
"ANAPC13"	495
"ANAPC15"	321
"ANAPC16"	433
"ANAPC1P1"	3
"ANAPC2"	336
"ANAPC4"	504
"ANAPC5"	1765
"ANAPC7"	759
"ANG"	27
"ANGEL1"	616
"ANGEL2"	993
"ANGPT1"	184
"ANGPT2"	431
"ANGPT4"	5
"ANGPTL1"	140
"ANGPTL2"	192
"ANGPTL3"	0
"ANGPTL4"	1120
"ANGPTL5"	7
"ANGPTL6"	28
"ANGPTL7"	5
"ANGPTL8"	2
"ANHX"	0
"ANK1"	771
"ANK2"	42838
"ANK3"	14688
"ANKAR"	300
"ANKDD1A"	261
"ANKDD1B"	20
"ANKEF1"	100
"ANKFN1"	62
"ANKFY1"	1970
"ANKH"	3228
"ANKHD1"	1434
"ANKHD1-EIF4EBP3"	1378
"ANKIB1"	3154
"ANKK1"	7
"ANKLE1"	26
"ANKLE2"	1193
"ANKMY1"	238
"ANKMY2"	1167
"ANKRA2"	229
"ANKRD1"	2
"ANKRD10"	1103
"ANKRD11"	3340
"ANKRD12"	6800
"ANKRD13A"	726
"ANKRD13B"	573
"ANKRD13C"	1408
"ANKRD13D"	616
"ANKRD16"	239
"ANKRD17"	7085
"ANKRD18A"	798
"ANKRD18B"	424
"ANKRD18CP"	323
"ANKRD18DP"	54
"ANKRD19P"	297
"ANKRD2"	51
"ANKRD20A1"	97
"ANKRD20A11P"	13
"ANKRD20A12P"	32
"ANKRD20A19P"	9
"ANKRD20A2"	39
"ANKRD20A3"	247
"ANKRD20A4"	119
"ANKRD20A4-ANKRD20A20P"	1674
"ANKRD20A5P"	186
"ANKRD20A8P"	206
"ANKRD20A9P"	28
"ANKRD22"	81
"ANKRD23"	136
"ANKRD24"	1183
"ANKRD26"	1274
"ANKRD26P1"	26
"ANKRD26P3"	61
"ANKRD27"	608
"ANKRD28"	2130
"ANKRD29"	228
"ANKRD30A"	9
"ANKRD30B"	227
"ANKRD30BL"	2943
"ANKRD30BP2"	3
"ANKRD30BP3"	1
"ANKRD31"	62
"ANKRD33"	5
"ANKRD33B"	1996
"ANKRD34A"	469
"ANKRD34B"	31
"ANKRD34C"	289
"ANKRD34C-AS1"	34
"ANKRD35"	153
"ANKRD36"	2764
"ANKRD36B"	1203
"ANKRD36BP1"	0
"ANKRD36BP2"	836
"ANKRD36C"	2667
"ANKRD37"	105
"ANKRD39"	117
"ANKRD40"	2806
"ANKRD42"	949
"ANKRD44"	692
"ANKRD44-IT1"	58
"ANKRD45"	105
"ANKRD46"	1310
"ANKRD49"	168
"ANKRD50"	1330
"ANKRD52"	1754
"ANKRD53"	3
"ANKRD54"	390
"ANKRD55"	57
"ANKRD6"	1279
"ANKRD60"	2
"ANKRD61"	9
"ANKRD62"	96
"ANKRD62P1-PARP4P3"	6
"ANKRD63"	100
"ANKRD65"	318
"ANKRD66"	5
"ANKRD7"	31
"ANKRD9"	460
"ANKS1A"	1072
"ANKS1B"	5393
"ANKS3"	225
"ANKS4B"	6
"ANKS6"	612
"ANKUB1"	4
"ANKZF1"	389
"ANLN"	1827
"ANO1"	65
"ANO1-AS2"	0
"ANO10"	489
"ANO2"	59
"ANO3"	1639
"ANO4"	798
"ANO5"	1783
"ANO6"	1110
"ANO7"	37
"ANO8"	503
"ANO9"	4
"ANOS1"	978
"ANP32A"	1247
"ANP32A-IT1"	123
"ANP32AP1"	0
"ANP32B"	370
"ANP32C"	37
"ANP32D"	3
"ANP32E"	1115
"ANPEP"	24
"ANTXR1"	947
"ANTXR2"	209
"ANTXRL"	4
"ANTXRLP1"	1
"ANXA1"	253
"ANXA10"	0
"ANXA11"	2137
"ANXA13"	0
"ANXA2"	540
"ANXA2P1"	0
"ANXA2P2"	5
"ANXA2P3"	16
"ANXA2R"	16
"ANXA3"	98
"ANXA4"	257
"ANXA5"	1542
"ANXA6"	5013
"ANXA7"	1692
"ANXA8"	4
"ANXA8L1"	1
"ANXA9"	7
"AOAH"	100
"AOAH-IT1"	2
"AOC1"	0
"AOC2"	77
"AOC3"	133
"AOC4P"	5
"AOX1"	40
"AOX3P-AOX2P"	0
"AP1AR"	650
"AP1B1"	2637
"AP1B1P1"	1
"AP1G1"	3142
"AP1G2"	717
"AP1M1"	1076
"AP1M2"	5
"AP1S1"	1163
"AP1S2"	838
"AP1S3"	99
"AP2A1"	2722
"AP2A2"	3340
"AP2B1"	8211
"AP2M1"	6251
"AP2S1"	625
"AP3B1"	860
"AP3B2"	2869
"AP3D1"	3402
"AP3M1"	793
"AP3M2"	1985
"AP3S1"	1161
"AP3S2"	727
"AP4B1"	429
"AP4B1-AS1"	5
"AP4E1"	493
"AP4M1"	138
"AP4S1"	543
"AP5B1"	682
"AP5M1"	1316
"AP5S1"	204
"AP5Z1"	372
"APAF1"	399
"APBA1"	4016
"APBA2"	4797
"APBA3"	224
"APBB1"	5524
"APBB1IP"	240
"APBB2"	2385
"APBB3"	590
"APC"	16675
"APC2"	3302
"APCDD1"	503
"APCDD1L"	3
"APCDD1L-AS1"	10
"APCS"	0
"APEH"	860
"APELA"	4
"APEX1"	574
"APEX2"	117
"APH1A"	525
"APH1B"	500
"API5"	2201
"APIP"	233
"APLF"	388
"APLN"	310
"APLNR"	786
"APLP1"	8707
"APLP2"	9416
"APMAP"	1651
"APOA1"	6
"APOA1-AS"	1
"APOA2"	2
"APOA4"	3
"APOA5"	3
"APOB"	81
"APOBEC1"	0
"APOBEC2"	1
"APOBEC3A"	1
"APOBEC3A_B"	0
"APOBEC3B"	1
"APOBEC3B-AS1"	0
"APOBEC3C"	13
"APOBEC3D"	2
"APOBEC3F"	10
"APOBEC3G"	39
"APOBEC3H"	0
"APOBEC4"	0
"APOBR"	80
"APOC1"	137
"APOC1P1"	2
"APOC2"	79
"APOC3"	0
"APOC4"	1
"APOC4-APOC2"	80
"APOD"	1965
"APOE"	5798
"APOF"	0
"APOH"	1
"APOL1"	115
"APOL2"	1211
"APOL3"	79
"APOL4"	347
"APOL5"	3
"APOL6"	1051
"APOLD1"	1209
"APOM"	10
"APOO"	313
"APOOL"	551
"APOOP5"	0
"APOPT1"	311
"APP"	24520
"APPBP2"	2365
"APPL1"	2252
"APPL2"	692
"APRT"	172
"APTR"	142
"APTX"	411
"AQP1"	1238
"AQP10"	4
"AQP11"	97
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	48
"AQP4"	17562
"AQP4-AS1"	54
"AQP5"	14
"AQP6"	25
"AQP7"	8
"AQP7P1"	67
"AQP7P3"	8
"AQP8"	12
"AQP9"	130
"AQR"	1307
"AR"	137
"ARAF"	233
"ARAP1"	855
"ARAP1-AS2"	1
"ARAP2"	5700
"ARAP3"	225
"ARC"	1426
"ARCN1"	2422
"AREG"	8
"AREL1"	1205
"ARF1"	3475
"ARF3"	8268
"ARF4"	1103
"ARF4-AS1"	11
"ARF5"	1545
"ARF6"	856
"ARFGAP1"	1243
"ARFGAP2"	1736
"ARFGAP3"	718
"ARFGEF1"	2418
"ARFGEF2"	3747
"ARFGEF3"	9236
"ARFIP1"	431
"ARFIP2"	1030
"ARFRP1"	371
"ARG1"	9
"ARG2"	443
"ARGFX"	5
"ARGFXP2"	0
"ARGLU1"	2072
"ARHGAP1"	1281
"ARHGAP10"	445
"ARHGAP11A"	51
"ARHGAP11B"	18
"ARHGAP12"	1977
"ARHGAP15"	39
"ARHGAP17"	402
"ARHGAP18"	284
"ARHGAP19"	186
"ARHGAP19-SLIT1"	143
"ARHGAP20"	1400
"ARHGAP21"	14670
"ARHGAP22"	427
"ARHGAP22-IT1"	18
"ARHGAP23"	2227
"ARHGAP24"	264
"ARHGAP25"	208
"ARHGAP26"	5510
"ARHGAP26-AS1"	2
"ARHGAP26-IT1"	35
"ARHGAP27"	224
"ARHGAP27P1"	139
"ARHGAP27P1-BPTFP1-KPNA2P3"	445
"ARHGAP27P2"	5
"ARHGAP28"	92
"ARHGAP29"	1076
"ARHGAP30"	137
"ARHGAP31"	848
"ARHGAP31-AS1"	6
"ARHGAP32"	10078
"ARHGAP33"	617
"ARHGAP35"	6561
"ARHGAP36"	44
"ARHGAP39"	616
"ARHGAP4"	176
"ARHGAP40"	4
"ARHGAP42"	394
"ARHGAP44"	1466
"ARHGAP45"	157
"ARHGAP5"	9779
"ARHGAP5-AS1"	88
"ARHGAP6"	281
"ARHGAP8"	12
"ARHGAP9"	153
"ARHGDIA"	2011
"ARHGDIB"	369
"ARHGDIG"	1310
"ARHGEF1"	335
"ARHGEF10"	1131
"ARHGEF10L"	777
"ARHGEF11"	3382
"ARHGEF12"	11903
"ARHGEF15"	30
"ARHGEF16"	41
"ARHGEF17"	2555
"ARHGEF18"	873
"ARHGEF19"	22
"ARHGEF2"	3089
"ARHGEF25"	1546
"ARHGEF26"	1020
"ARHGEF26-AS1"	130
"ARHGEF28"	923
"ARHGEF3"	1732
"ARHGEF3-AS1"	0
"ARHGEF33"	136
"ARHGEF34P"	2
"ARHGEF35"	3
"ARHGEF37"	551
"ARHGEF38"	7
"ARHGEF38-IT1"	0
"ARHGEF39"	19
"ARHGEF4"	3197
"ARHGEF40"	665
"ARHGEF5"	29
"ARHGEF6"	1014
"ARHGEF7"	4553
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	22
"ARHGEF9"	6178
"ARHGEF9-IT1"	8
"ARID1A"	2235
"ARID1B"	2195
"ARID2"	1132
"ARID3A"	134
"ARID3B"	176
"ARID3C"	12
"ARID4A"	1984
"ARID4B"	2283
"ARID5A"	1064
"ARID5B"	3777
"ARIH1"	2631
"ARIH2"	1395
"ARIH2OS"	36
"ARL1"	1602
"ARL10"	449
"ARL11"	13
"ARL13A"	0
"ARL13B"	337
"ARL14"	0
"ARL14EP"	660
"ARL14EPL"	1
"ARL15"	484
"ARL16"	228
"ARL17A"	329
"ARL17B"	339
"ARL2"	680
"ARL2-SNX15"	423
"ARL2BP"	884
"ARL3"	1052
"ARL4A"	850
"ARL4C"	1545
"ARL4D"	170
"ARL5A"	1212
"ARL5B"	1549
"ARL5C"	7
"ARL6"	622
"ARL6IP1"	6554
"ARL6IP4"	1230
"ARL6IP5"	2469
"ARL6IP6"	135
"ARL8A"	1434
"ARL8B"	3500
"ARL9"	26
"ARMC1"	1066
"ARMC10"	656
"ARMC12"	16
"ARMC2"	523
"ARMC2-AS1"	0
"ARMC3"	22
"ARMC4"	33
"ARMC4P1"	27
"ARMC5"	342
"ARMC6"	362
"ARMC7"	99
"ARMC8"	1229
"ARMC9"	798
"ARMCX1"	603
"ARMCX2"	1062
"ARMCX3"	2326
"ARMCX4"	1490
"ARMCX5"	416
"ARMCX5-GPRASP2"	3073
"ARMCX6"	246
"ARMS2"	8
"ARMT1"	362
"ARNT"	964
"ARNT2"	9432
"ARNTL"	871
"ARNTL2"	797
"ARNTL2-AS1"	0
"ARPC1A"	1155
"ARPC1B"	257
"ARPC2"	1981
"ARPC3"	1106
"ARPC4"	1081
"ARPC4-TTLL3"	368
"ARPC5"	948
"ARPC5L"	711
"ARPIN"	540
"ARPP19"	10539
"ARPP21"	4153
"ARR3"	1
"ARRB1"	5169
"ARRB2"	806
"ARRDC1"	169
"ARRDC1-AS1"	167
"ARRDC2"	425
"ARRDC3"	2838
"ARRDC3-AS1"	35
"ARRDC4"	737
"ARRDC5"	2
"ARSA"	522
"ARSB"	440
"ARSD"	170
"ARSD-AS1"	4
"ARSE"	20
"ARSF"	46
"ARSG"	328
"ARSH"	1
"ARSI"	102
"ARSJ"	255
"ARSK"	218
"ART1"	1
"ART3"	139
"ART4"	1
"ART5"	1
"ARTN"	20
"ARV1"	339
"ARVCF"	348
"ARX"	222
"AS-PTPRE"	1
"AS3MT"	67
"ASAH1"	2027
"ASAH2"	80
"ASAH2B"	159
"ASAP1"	2779
"ASAP1-IT1"	104
"ASAP1-IT2"	39
"ASAP2"	1075
"ASAP3"	755
"ASB1"	1444
"ASB10"	4
"ASB11"	4
"ASB12"	3
"ASB13"	324
"ASB14"	4
"ASB15"	0
"ASB16"	6
"ASB16-AS1"	43
"ASB17"	0
"ASB18"	2
"ASB2"	229
"ASB3"	534
"ASB4"	42
"ASB5"	16
"ASB6"	803
"ASB7"	362
"ASB8"	523
"ASB9"	6
