gene/TE	/sonas-hs/mhammell/hpc/home/tam/workdir/ALS/regina_samples/BAM/Co-20_S5.bam
"ALDOB"	11
"ALDOC"	13299
"ALG1"	296
"ALG10"	116
"ALG10B"	449
"ALG11"	213
"ALG12"	221
"ALG13"	1034
"ALG14"	85
"ALG1L"	34
"ALG1L2"	11
"ALG1L9P"	205
"ALG2"	402
"ALG3"	136
"ALG5"	153
"ALG6"	166
"ALG8"	240
"ALG9"	881
"ALK"	313
"ALKAL1"	1
"ALKAL2"	19
"ALKBH1"	183
"ALKBH2"	189
"ALKBH3"	347
"ALKBH3-AS1"	0
"ALKBH4"	255
"ALKBH5"	3085
"ALKBH6"	282
"ALKBH7"	269
"ALKBH8"	319
"ALLC"	29
"ALMS1"	3776
"ALMS1-IT1"	35
"ALMS1P1"	67
"ALOX12"	2
"ALOX12-AS1"	32
"ALOX12B"	65
"ALOX12P2"	138
"ALOX15"	5
"ALOX15B"	33
"ALOX15P1"	13
"ALOX5"	171
"ALOX5AP"	135
"ALOXE3"	51
"ALPI"	0
"ALPK1"	142
"ALPK2"	6
"ALPK3"	266
"ALPL"	417
"ALPP"	0
"ALPPL2"	0
"ALS2"	2850
"ALS2CL"	301
"ALS2CR12"	186
"ALX1"	0
"ALX3"	6
"ALX4"	2
"ALYREF"	324
"AMACR"	350
"AMBN"	3
"AMBP"	2
"AMBRA1"	1551
"AMD1"	2385
"AMDHD1"	6
"AMDHD2"	273
"AMELX"	1
"AMELY"	0
"AMER1"	474
"AMER2"	6499
"AMER3"	1402
"AMFR"	2712
"AMH"	24
"AMHR2"	0
"AMIGO1"	2143
"AMIGO2"	66
"AMIGO3"	35
"AMMECR1"	219
"AMMECR1L"	414
"AMN"	1
"AMN1"	1108
"AMOT"	2362
"AMOTL1"	1622
"AMOTL2"	1214
"AMPD1"	0
"AMPD2"	2326
"AMPD3"	636
"AMPH"	4476
"AMT"	201
"AMTN"	0
"AMY1A"	0
"AMY1B"	0
"AMY1C"	0
"AMY2A"	51
"AMY2B"	793
"AMZ1"	475
"AMZ2"	1577
"AMZ2P1"	377
"ANAPC1"	1780
"ANAPC10"	172
"ANAPC11"	256
"ANAPC13"	516
"ANAPC15"	394
"ANAPC16"	425
"ANAPC1P1"	2
"ANAPC2"	456
"ANAPC4"	532
"ANAPC5"	2062
"ANAPC7"	1002
"ANG"	11
"ANGEL1"	885
"ANGEL2"	1124
"ANGPT1"	54
"ANGPT2"	77
"ANGPT4"	11
"ANGPTL1"	28
"ANGPTL2"	173
"ANGPTL3"	0
"ANGPTL4"	1485
"ANGPTL5"	5
"ANGPTL6"	16
"ANGPTL7"	0
"ANGPTL8"	8
"ANHX"	0
"ANK1"	971
"ANK2"	55356
"ANK3"	21502
"ANKAR"	277
"ANKDD1A"	380
"ANKDD1B"	19
"ANKEF1"	42
"ANKFN1"	53
"ANKFY1"	2331
"ANKH"	3449
"ANKHD1"	1745
"ANKHD1-EIF4EBP3"	1711
"ANKIB1"	3316
"ANKK1"	4
"ANKLE1"	28
"ANKLE2"	1138
"ANKMY1"	360
"ANKMY2"	1369
"ANKRA2"	244
"ANKRD1"	8
"ANKRD10"	1111
"ANKRD11"	4320
"ANKRD12"	7332
"ANKRD13A"	656
"ANKRD13B"	718
"ANKRD13C"	1709
"ANKRD13D"	846
"ANKRD16"	337
"ANKRD17"	8881
"ANKRD18A"	623
"ANKRD18B"	299
"ANKRD18CP"	298
"ANKRD18DP"	60
"ANKRD19P"	471
"ANKRD2"	45
"ANKRD20A1"	11
"ANKRD20A11P"	14
"ANKRD20A12P"	73
"ANKRD20A19P"	22
"ANKRD20A2"	33
"ANKRD20A3"	66
"ANKRD20A4"	42
"ANKRD20A4-ANKRD20A20P"	511
"ANKRD20A5P"	140
"ANKRD20A8P"	90
"ANKRD20A9P"	24
"ANKRD22"	57
"ANKRD23"	221
"ANKRD24"	1685
"ANKRD26"	2094
"ANKRD26P1"	1
"ANKRD26P3"	198
"ANKRD27"	792
"ANKRD28"	2167
"ANKRD29"	298
"ANKRD30A"	6
"ANKRD30B"	271
"ANKRD30BL"	4417
"ANKRD30BP2"	19
"ANKRD30BP3"	2
"ANKRD31"	63
"ANKRD33"	6
"ANKRD33B"	2212
"ANKRD34A"	542
"ANKRD34B"	18
"ANKRD34C"	244
"ANKRD34C-AS1"	63
"ANKRD35"	201
"ANKRD36"	3703
"ANKRD36B"	2306
"ANKRD36BP1"	1
"ANKRD36BP2"	1050
"ANKRD36C"	3310
"ANKRD37"	52
"ANKRD39"	175
"ANKRD40"	2768
"ANKRD42"	1091
"ANKRD44"	625
"ANKRD44-IT1"	41
"ANKRD45"	84
"ANKRD46"	1422
"ANKRD49"	240
"ANKRD50"	1413
"ANKRD52"	2163
"ANKRD53"	1
"ANKRD54"	402
"ANKRD55"	31
"ANKRD6"	1059
"ANKRD60"	2
"ANKRD61"	2
"ANKRD62"	72
"ANKRD62P1-PARP4P3"	3
"ANKRD63"	97
"ANKRD65"	372
"ANKRD66"	4
"ANKRD7"	34
"ANKRD9"	634
"ANKS1A"	1374
"ANKS1B"	6959
"ANKS3"	353
"ANKS4B"	3
"ANKS6"	544
"ANKUB1"	2
"ANKZF1"	873
"ANLN"	2584
"ANO1"	76
"ANO1-AS2"	0
"ANO10"	592
"ANO2"	228
"ANO3"	1999
"ANO4"	756
"ANO5"	1890
"ANO6"	662
"ANO7"	38
"ANO8"	648
"ANO9"	2
"ANOS1"	783
"ANP32A"	1467
"ANP32A-IT1"	91
"ANP32AP1"	0
"ANP32B"	297
"ANP32C"	40
"ANP32D"	11
"ANP32E"	1129
"ANPEP"	21
"ANTXR1"	1306
"ANTXR2"	113
"ANTXRL"	0
"ANTXRLP1"	0
"ANXA1"	99
"ANXA10"	1
"ANXA11"	1618
"ANXA13"	0
"ANXA2"	232
"ANXA2P1"	0
"ANXA2P2"	1
"ANXA2P3"	21
"ANXA2R"	9
"ANXA3"	109
"ANXA4"	239
"ANXA5"	726
"ANXA6"	7788
"ANXA7"	1847
"ANXA8"	0
"ANXA8L1"	0
"ANXA9"	5
"AOAH"	101
"AOAH-IT1"	4
"AOC1"	0
"AOC2"	104
"AOC3"	38
"AOC4P"	1
"AOX1"	34
"AOX3P-AOX2P"	2
"AP1AR"	686
"AP1B1"	3408
"AP1B1P1"	0
"AP1G1"	2959
"AP1G2"	950
"AP1M1"	1273
"AP1M2"	4
"AP1S1"	1554
"AP1S2"	839
"AP1S3"	123
"AP2A1"	4138
"AP2A2"	3949
"AP2B1"	10342
"AP2M1"	8966
"AP2S1"	762
"AP3B1"	886
"AP3B2"	3402
"AP3D1"	4371
"AP3M1"	872
"AP3M2"	2473
"AP3S1"	1347
"AP3S2"	893
"AP4B1"	512
"AP4B1-AS1"	7
"AP4E1"	431
"AP4M1"	142
"AP4S1"	691
"AP5B1"	900
"AP5M1"	1354
"AP5S1"	231
"AP5Z1"	455
"APAF1"	409
"APBA1"	3085
"APBA2"	7266
"APBA3"	137
"APBB1"	6648
"APBB1IP"	109
"APBB2"	2533
"APBB3"	678
"APC"	19807
"APC2"	5240
"APCDD1"	915
"APCDD1L"	0
"APCDD1L-AS1"	7
"APCS"	0
"APEH"	1263
"APELA"	0
"APEX1"	778
"APEX2"	156
"APH1A"	567
"APH1B"	480
"API5"	2409
"APIP"	217
"APLF"	522
"APLN"	263
"APLNR"	290
"APLP1"	9823
"APLP2"	11344
"APMAP"	2004
"APOA1"	3
"APOA1-AS"	0
"APOA2"	2
"APOA4"	0
"APOA5"	0
"APOB"	46
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	3
"APOBEC3A_B"	0
"APOBEC3B"	1
"APOBEC3B-AS1"	0
"APOBEC3C"	16
"APOBEC3D"	4
"APOBEC3F"	20
"APOBEC3G"	15
"APOBEC3H"	0
"APOBEC4"	0
"APOBR"	23
"APOC1"	64
"APOC1P1"	0
"APOC2"	69
"APOC3"	0
"APOC4"	0
"APOC4-APOC2"	69
"APOD"	1969
"APOE"	7931
"APOF"	0
"APOH"	0
"APOL1"	47
"APOL2"	1012
"APOL3"	77
"APOL4"	64
"APOL5"	4
"APOL6"	498
"APOLD1"	2922
"APOM"	9
"APOO"	413
"APOOL"	785
"APOOP5"	0
"APOPT1"	349
"APP"	30570
"APPBP2"	2690
"APPL1"	2553
"APPL2"	855
"APRT"	224
"APTR"	167
"APTX"	479
"AQP1"	787
"AQP10"	5
"AQP11"	94
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	18
"AQP4"	13573
"AQP4-AS1"	78
"AQP5"	2
"AQP6"	22
"AQP7"	13
"AQP7P1"	38
"AQP7P3"	6
"AQP8"	4
"AQP9"	89
"AQR"	1386
"AR"	114
"ARAF"	258
"ARAP1"	990
"ARAP1-AS2"	0
"ARAP2"	5859
"ARAP3"	588
"ARC"	249
"ARCN1"	2498
"AREG"	0
"AREL1"	1420
"ARF1"	4493
"ARF3"	10006
"ARF4"	934
"ARF4-AS1"	11
"ARF5"	1892
"ARF6"	842
"ARFGAP1"	1472
"ARFGAP2"	2017
"ARFGAP3"	577
"ARFGEF1"	2793
"ARFGEF2"	4767
"ARFGEF3"	10542
"ARFIP1"	355
"ARFIP2"	1153
"ARFRP1"	523
"ARG1"	22
"ARG2"	208
"ARGFX"	0
"ARGFXP2"	0
"ARGLU1"	2639
"ARHGAP1"	1240
"ARHGAP10"	471
"ARHGAP11A"	43
"ARHGAP11B"	10
"ARHGAP12"	2000
"ARHGAP15"	28
"ARHGAP17"	521
"ARHGAP18"	217
"ARHGAP19"	262
"ARHGAP19-SLIT1"	234
"ARHGAP20"	1414
"ARHGAP21"	19227
"ARHGAP22"	365
"ARHGAP22-IT1"	12
"ARHGAP23"	2670
"ARHGAP24"	239
"ARHGAP25"	102
"ARHGAP26"	7753
"ARHGAP26-AS1"	0
"ARHGAP26-IT1"	49
"ARHGAP27"	257
"ARHGAP27P1"	222
"ARHGAP27P1-BPTFP1-KPNA2P3"	599
"ARHGAP27P2"	19
"ARHGAP28"	78
"ARHGAP29"	1102
"ARHGAP30"	73
"ARHGAP31"	1170
"ARHGAP31-AS1"	3
"ARHGAP32"	13543
"ARHGAP33"	762
"ARHGAP35"	9095
"ARHGAP36"	54
"ARHGAP39"	799
"ARHGAP4"	195
"ARHGAP40"	6
"ARHGAP42"	284
"ARHGAP44"	2248
"ARHGAP45"	144
"ARHGAP5"	9699
"ARHGAP5-AS1"	57
"ARHGAP6"	239
"ARHGAP8"	40
"ARHGAP9"	123
"ARHGDIA"	2128
"ARHGDIB"	187
"ARHGDIG"	1892
"ARHGEF1"	461
"ARHGEF10"	845
"ARHGEF10L"	812
"ARHGEF11"	4620
"ARHGEF12"	13973
"ARHGEF15"	43
"ARHGEF16"	19
"ARHGEF17"	3347
"ARHGEF18"	1046
"ARHGEF19"	22
"ARHGEF2"	4015
"ARHGEF25"	2306
"ARHGEF26"	541
"ARHGEF26-AS1"	206
"ARHGEF28"	930
"ARHGEF3"	1989
"ARHGEF3-AS1"	0
"ARHGEF33"	188
"ARHGEF34P"	4
"ARHGEF35"	11
"ARHGEF37"	710
"ARHGEF38"	0
"ARHGEF38-IT1"	0
"ARHGEF39"	5
"ARHGEF4"	4637
"ARHGEF40"	572
"ARHGEF5"	20
"ARHGEF6"	1082
"ARHGEF7"	6074
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	24
"ARHGEF9"	8981
"ARHGEF9-IT1"	17
"ARID1A"	3072
"ARID1B"	2827
"ARID2"	1350
"ARID3A"	115
"ARID3B"	136
"ARID3C"	25
"ARID4A"	1961
"ARID4B"	2378
"ARID5A"	599
"ARID5B"	3077
"ARIH1"	2633
"ARIH2"	2181
"ARIH2OS"	20
"ARL1"	1899
"ARL10"	543
"ARL11"	6
"ARL13A"	0
"ARL13B"	321
"ARL14"	0
"ARL14EP"	732
"ARL14EPL"	0
"ARL15"	477
"ARL16"	312
"ARL17A"	755
"ARL17B"	265
"ARL2"	1043
"ARL2-SNX15"	599
"ARL2BP"	917
"ARL3"	1279
"ARL4A"	638
"ARL4C"	1261
"ARL4D"	94
"ARL5A"	987
"ARL5B"	997
"ARL5C"	3
"ARL6"	773
"ARL6IP1"	7009
"ARL6IP4"	1585
"ARL6IP5"	2344
"ARL6IP6"	162
"ARL8A"	1693
"ARL8B"	3920
"ARL9"	19
"ARMC1"	1071
"ARMC10"	610
"ARMC12"	16
"ARMC2"	604
"ARMC2-AS1"	0
"ARMC3"	19
"ARMC4"	38
"ARMC4P1"	11
"ARMC5"	416
"ARMC6"	332
"ARMC7"	145
"ARMC8"	1364
"ARMC9"	917
"ARMCX1"	522
"ARMCX2"	1152
"ARMCX3"	2504
"ARMCX4"	1764
"ARMCX5"	559
"ARMCX5-GPRASP2"	3141
"ARMCX6"	215
"ARMS2"	0
"ARMT1"	361
"ARNT"	1091
"ARNT2"	12518
"ARNTL"	1345
"ARNTL2"	830
"ARNTL2-AS1"	0
"ARPC1A"	1458
"ARPC1B"	169
"ARPC2"	2460
"ARPC3"	914
"ARPC4"	1012
"ARPC4-TTLL3"	450
"ARPC5"	1006
"ARPC5L"	851
"ARPIN"	646
"ARPP19"	11930
"ARPP21"	4378
"ARR3"	0
"ARRB1"	7584
"ARRB2"	941
"ARRDC1"	205
"ARRDC1-AS1"	175
"ARRDC2"	833
"ARRDC3"	903
"ARRDC3-AS1"	20
"ARRDC4"	692
"ARRDC5"	6
"ARSA"	609
"ARSB"	474
"ARSD"	244
"ARSD-AS1"	1
"ARSE"	17
"ARSF"	37
"ARSG"	409
"ARSH"	1
"ARSI"	48
"ARSJ"	168
"ARSK"	181
"ART1"	0
"ART3"	167
"ART4"	2
"ART5"	0
"ARTN"	8
"ARV1"	344
"ARVCF"	426
"ARX"	251
"AS-PTPRE"	0
"AS3MT"	109
"ASAH1"	1895
"ASAH2"	23
"ASAH2B"	203
"ASAP1"	3119
"ASAP1-IT1"	62
"ASAP1-IT2"	52
"ASAP2"	1423
"ASAP3"	556
"ASB1"	1729
"ASB10"	0
"ASB11"	2
"ASB12"	4
"ASB13"	481
"ASB14"	0
"ASB15"	0
"ASB16"	1
"ASB16-AS1"	70
"ASB17"	0
"ASB18"	8
"ASB2"	63
"ASB3"	650
"ASB4"	64
"ASB5"	11
"ASB6"	757
"ASB7"	425
"ASB8"	629
