gene/TE	/sonas-hs/mhammell/hpc/home/tam/workdir/ALS/regina_samples/BAM/ALS-45_S5.bam
"ACBD7-DCLRE1CP1"	64
"ACCS"	158
"ACCSL"	4
"ACD"	294
"ACE"	167
"ACE2"	7
"ACER1"	4
"ACER2"	168
"ACER3"	2231
"ACHE"	450
"ACIN1"	2338
"ACKR1"	120
"ACKR2"	36
"ACKR3"	133
"ACKR4"	5
"ACLY"	3124
"ACMSD"	0
"ACO1"	916
"ACO2"	6785
"ACOD1"	0
"ACOT1"	102
"ACOT11"	614
"ACOT12"	3
"ACOT13"	534
"ACOT2"	183
"ACOT4"	59
"ACOT6"	3
"ACOT7"	2164
"ACOT8"	467
"ACOT9"	572
"ACOX1"	2790
"ACOX2"	59
"ACOX3"	727
"ACOXL"	1
"ACOXL-AS1"	10
"ACP1"	1252
"ACP2"	723
"ACP4"	0
"ACP5"	6
"ACP6"	307
"ACP7"	73
"ACPP"	17
"ACR"	5
"ACRBP"	10
"ACRV1"	16
"ACSBG1"	1534
"ACSBG2"	3
"ACSF2"	143
"ACSF3"	400
"ACSL1"	2696
"ACSL3"	5978
"ACSL4"	2493
"ACSL5"	235
"ACSL6"	5457
"ACSM1"	12
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	2
"ACSM4"	0
"ACSM5"	62
"ACSM6"	0
"ACSS1"	1874
"ACSS2"	1182
"ACSS3"	489
"ACTA1"	14
"ACTA2"	216
"ACTA2-AS1"	178
"ACTB"	37721
"ACTBL2"	0
"ACTC1"	28
"ACTG1"	17340
"ACTG1P17"	19
"ACTG1P20"	74
"ACTG1P4"	220
"ACTG2"	4
"ACTL10"	7
"ACTL6A"	157
"ACTL6B"	652
"ACTL7A"	0
"ACTL7B"	0
"ACTL8"	1
"ACTL9"	0
"ACTN1"	2568
"ACTN1-AS1"	1
"ACTN2"	2392
"ACTN3"	0
"ACTN4"	4771
"ACTR10"	1377
"ACTR1A"	4537
"ACTR1B"	2520
"ACTR2"	6133
"ACTR3"	2479
"ACTR3B"	664
"ACTR3BP2"	0
"ACTR3BP5"	0
"ACTR3C"	263
"ACTR5"	202
"ACTR6"	675
"ACTR8"	760
"ACTRT1"	4
"ACTRT2"	1
"ACTRT3"	40
"ACVR1"	335
"ACVR1B"	1576
"ACVR1C"	822
"ACVR2A"	789
"ACVR2B"	1394
"ACVR2B-AS1"	20
"ACVRL1"	242
"ACY1"	82
"ACY3"	24
"ACYP1"	212
"ACYP2"	713
"ADA"	96
"ADA2"	225
"ADAD1"	2
"ADAD2"	15
"ADAL"	393
"ADAM10"	3358
"ADAM11"	1925
"ADAM12"	86
"ADAM15"	1278
"ADAM17"	1023
"ADAM18"	0
"ADAM19"	647
"ADAM1A"	203
"ADAM2"	0
"ADAM20"	302
"ADAM20P1"	208
"ADAM21"	12
"ADAM21P1"	0
"ADAM22"	7128
"ADAM23"	4096
"ADAM28"	282
"ADAM29"	2
"ADAM30"	0
"ADAM32"	221
"ADAM33"	139
"ADAM3A"	0
"ADAM3B"	4
"ADAM5"	8
"ADAM6"	0
"ADAM7"	0
"ADAM8"	63
"ADAM9"	1596
"ADAMDEC1"	0
"ADAMTS1"	1398
"ADAMTS10"	485
"ADAMTS12"	15
"ADAMTS13"	364
"ADAMTS14"	683
"ADAMTS15"	33
"ADAMTS16"	123
"ADAMTS17"	223
"ADAMTS18"	16
"ADAMTS19"	251
"ADAMTS19-AS1"	13
"ADAMTS2"	181
"ADAMTS20"	12
"ADAMTS3"	266
"ADAMTS4"	2449
"ADAMTS5"	75
"ADAMTS6"	93
"ADAMTS7"	49
"ADAMTS7P1"	43
"ADAMTS8"	285
"ADAMTS9"	783
"ADAMTS9-AS1"	13
"ADAMTS9-AS2"	176
"ADAMTSL1"	171
"ADAMTSL2"	657
"ADAMTSL3"	500
"ADAMTSL4"	22
"ADAMTSL4-AS1"	27
"ADAMTSL5"	23
"ADAP1"	2587
"ADAP2"	151
"ADAR"	9644
"ADARB1"	1564
"ADARB2"	3177
"ADARB2-AS1"	35
"ADAT1"	793
"ADAT2"	225
"ADAT3"	29
"ADCK1"	372
"ADCK2"	669
"ADCK5"	132
"ADCY1"	14883
"ADCY10"	59
"ADCY10P1"	487
"ADCY2"	4436
"ADCY3"	1936
"ADCY4"	61
"ADCY5"	2780
"ADCY6"	1374
"ADCY7"	493
"ADCY8"	679
"ADCY9"	1410
"ADCYAP1"	375
"ADCYAP1R1"	4280
"ADD1"	10319
"ADD2"	5158
"ADD3"	7144
"ADD3-AS1"	68
"ADGB"	0
"ADGRA1"	835
"ADGRA1-AS1"	11
"ADGRA2"	237
"ADGRA3"	1077
"ADGRB1"	1510
"ADGRB2"	4767
"ADGRB3"	6513
"ADGRD1"	86
"ADGRD1-AS1"	0
"ADGRE1"	1
"ADGRE2"	110
"ADGRE3"	0
"ADGRE4P"	1
"ADGRE5"	339
"ADGRF1"	1
"ADGRF2"	3
"ADGRF3"	35
"ADGRF4"	6
"ADGRF5"	763
"ADGRG1"	2130
"ADGRG2"	4
"ADGRG3"	3
"ADGRG4"	2
"ADGRG5"	20
"ADGRG6"	84
"ADGRG7"	0
"ADGRL1"	6154
"ADGRL2"	2685
"ADGRL3"	6130
"ADGRL3-AS1"	0
"ADGRL4"	151
"ADGRV1"	8308
"ADH1A"	1
"ADH1B"	10
"ADH1C"	0
"ADH4"	0
"ADH5"	1459
"ADH6"	0
"ADH7"	0
"ADHFE1"	517
"ADI1"	980
"ADIG"	2
"ADIPOQ"	0
"ADIPOQ-AS1"	1
"ADIPOR1"	1266
"ADIPOR2"	4603
"ADIRF"	226
"ADK"	627
"ADM"	207
"ADM2"	0
"ADM5"	10
"ADNP"	2909
"ADNP-AS1"	18
"ADNP2"	1114
"ADO"	1473
"ADORA1"	1542
"ADORA2A"	30
"ADORA2A-AS1"	1
"ADORA2B"	78
"ADORA3"	79
"ADPGK"	540
"ADPGK-AS1"	16
"ADPRH"	47
"ADPRHL1"	197
"ADPRHL2"	367
"ADPRM"	135
"ADRA1A"	809
"ADRA1B"	201
"ADRA1D"	51
"ADRA2A"	188
"ADRA2B"	20
"ADRA2C"	54
"ADRB1"	231
"ADRB2"	101
"ADRB3"	4
"ADRM1"	765
"ADSL"	428
"ADSS"	1503
"ADSSL1"	166
"ADTRP"	80
"AEBP1"	492
"AEBP2"	1283
"AEN"	146
"AES"	5840
"AFAP1"	1144
"AFAP1-AS1"	35
"AFAP1L1"	105
"AFAP1L2"	544
"AFDN"	4886
"AFDN-DT"	35
"AFF1"	2055
"AFF1-AS1"	98
"AFF2"	1237
"AFF3"	2764
"AFF4"	6476
"AFG1L"	366
"AFG3L1P"	438
"AFG3L2"	1848
"AFM"	0
"AFMID"	864
"AFP"	3
"AFTPH"	1761
"AGA"	314
"AGAP1"	8621
"AGAP1-IT1"	50
"AGAP11"	53
"AGAP12P"	39
"AGAP2"	5571
"AGAP2-AS1"	20
"AGAP3"	2920
"AGAP4"	287
"AGAP5"	123
"AGAP6"	277
"AGAP7P"	3
"AGAP9"	154
"AGBL1"	23
"AGBL1-AS1"	0
"AGBL2"	10
"AGBL3"	116
"AGBL4"	581
"AGBL4-IT1"	41
"AGBL5"	335
"AGBL5-AS1"	2
"AGER"	39
"AGFG1"	3423
"AGFG2"	724
"AGGF1"	1606
"AGK"	1058
"AGL"	1693
"AGMAT"	112
"AGMO"	32
"AGO1"	2659
"AGO2"	4223
"AGO3"	1142
"AGO4"	1251
"AGPAT1"	1610
"AGPAT2"	105
"AGPAT3"	4134
"AGPAT4"	4908
"AGPAT4-IT1"	423
"AGPAT5"	1396
"AGPS"	1780
"AGR2"	0
"AGR3"	0
"AGRN"	2015
"AGRP"	0
"AGT"	3776
"AGTPBP1"	5985
"AGTR1"	0
"AGTR2"	0
"AGTRAP"	129
"AGXT"	0
"AGXT2"	0
"AHCTF1"	2344
"AHCTF1P1"	5
"AHCY"	1050
"AHCYL1"	9252
"AHCYL2"	2451
"AHDC1"	1350
"AHI1"	3154
"AHNAK"	15173
"AHNAK2"	6905
"AHR"	807
"AHRR"	99
"AHSA1"	2212
"AHSA2P"	1735
"AHSG"	3
"AHSP"	1
"AICDA"	0
"AIDA"	1518
"AIF1"	93
"AIF1L"	2998
"AIFM1"	537
"AIFM2"	183
"AIFM3"	1174
"AIG1"	1105
"AIM2"	4
"AIMP1"	616
"AIMP2"	189
"AIP"	657
"AIPL1"	5
"AIRE"	29
"AIRN"	11
"AJAP1"	899
"AJM1"	277
"AJUBA"	21
"AK1"	938
"AK2"	1359
"AK3"	1236
"AK4"	2426
"AK5"	8485
"AK6"	289
"AK7"	71
"AK8"	42
"AK9"	661
"AKAIN1"	26
"AKAP1"	1634
"AKAP10"	1660
"AKAP11"	15189
"AKAP12"	11128
"AKAP13"	2429
"AKAP14"	2
"AKAP17A"	330
"AKAP2"	1222
"AKAP3"	114
"AKAP4"	0
"AKAP5"	1150
"AKAP6"	14583
"AKAP7"	622
"AKAP8"	627
"AKAP8L"	1181
"AKAP9"	6894
"AKIP1"	232
"AKIRIN1"	1640
"AKIRIN2"	558
"AKNA"	489
"AKNAD1"	9
"AKR1A1"	608
"AKR1B1"	1240
"AKR1B10"	0
"AKR1B15"	1
"AKR1C1"	214
"AKR1C2"	146
"AKR1C3"	80
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	158
"AKR7A2"	811
"AKR7A2P1"	2
"AKR7A3"	50
"AKR7L"	26
"AKT1"	1547
"AKT1S1"	379
"AKT2"	1524
"AKT3"	10702
"AKTIP"	1640
"ALAD"	2077
"ALAS1"	1120
"ALAS2"	8
"ALB"	29
"ALCAM"	4410
"ALDH16A1"	165
"ALDH18A1"	733
"ALDH1A1"	1068
"ALDH1A2"	80
"ALDH1A3"	279
"ALDH1B1"	327
"ALDH1L1"	1532
"ALDH1L1-AS1"	5
"ALDH1L1-AS2"	41
"ALDH1L2"	391
"ALDH2"	2822
"ALDH3A1"	6
"ALDH3A2"	2019
"ALDH3B1"	105
"ALDH3B2"	0
"ALDH4A1"	1180
"ALDH5A1"	2548
"ALDH6A1"	4588
"ALDH7A1"	2158
"ALDH8A1"	236
"ALDH9A1"	1032
"ALDOA"	19408
"ALDOB"	8
"ALDOC"	13915
"ALG1"	344
"ALG10"	160
"ALG10B"	541
"ALG11"	405
"ALG12"	457
"ALG13"	995
"ALG14"	164
"ALG1L"	47
"ALG1L2"	31
"ALG1L9P"	184
"ALG2"	353
"ALG3"	146
"ALG5"	263
"ALG6"	259
"ALG8"	346
"ALG9"	962
"ALK"	295
"ALKAL1"	0
"ALKAL2"	6
"ALKBH1"	203
"ALKBH2"	136
"ALKBH3"	352
"ALKBH3-AS1"	0
"ALKBH4"	283
"ALKBH5"	2833
"ALKBH6"	231
"ALKBH7"	266
"ALKBH8"	385
"ALLC"	2
"ALMS1"	4704
"ALMS1-IT1"	50
"ALMS1P1"	80
"ALOX12"	0
"ALOX12-AS1"	94
"ALOX12B"	28
"ALOX12P2"	149
"ALOX15"	9
"ALOX15B"	28
"ALOX15P1"	17
"ALOX5"	128
"ALOX5AP"	75
"ALOXE3"	22
"ALPI"	0
"ALPK1"	147
"ALPK2"	1
"ALPK3"	286
"ALPL"	206
"ALPP"	0
"ALPPL2"	0
"ALS2"	2720
"ALS2CL"	373
"ALS2CR12"	154
"ALX1"	0
"ALX3"	1
"ALX4"	2
"ALYREF"	291
"AMACR"	245
"AMBN"	0
"AMBP"	0
"AMBRA1"	1570
"AMD1"	3853
"AMDHD1"	11
"AMDHD2"	332
"AMELX"	0
"AMELY"	0
"AMER1"	410
"AMER2"	12538
"AMER3"	1202
"AMFR"	3613
"AMH"	27
"AMHR2"	1
"AMIGO1"	2174
"AMIGO2"	132
"AMIGO3"	30
"AMMECR1"	171
"AMMECR1L"	541
"AMN"	1
"AMN1"	825
"AMOT"	2699
"AMOTL1"	1586
"AMOTL2"	2416
"AMPD1"	0
"AMPD2"	2141
"AMPD3"	911
"AMPH"	4049
"AMT"	208
"AMTN"	0
"AMY1A"	0
"AMY1B"	0
"AMY1C"	0
"AMY2A"	38
"AMY2B"	958
"AMZ1"	563
"AMZ2"	1468
"AMZ2P1"	462
"ANAPC1"	1973
"ANAPC10"	225
"ANAPC11"	457
"ANAPC13"	805
"ANAPC15"	322
"ANAPC16"	642
"ANAPC1P1"	5
"ANAPC2"	743
"ANAPC4"	776
"ANAPC5"	3448
"ANAPC7"	1092
"ANG"	11
"ANGEL1"	1322
"ANGEL2"	1221
"ANGPT1"	94
"ANGPT2"	89
"ANGPT4"	7
"ANGPTL1"	53
"ANGPTL2"	336
"ANGPTL3"	0
"ANGPTL4"	253
"ANGPTL5"	8
"ANGPTL6"	20
"ANGPTL7"	0
"ANGPTL8"	5
"ANHX"	0
"ANK1"	1389
"ANK2"	47699
"ANK3"	25146
"ANKAR"	505
"ANKDD1A"	498
"ANKDD1B"	20
"ANKEF1"	85
"ANKFN1"	76
"ANKFY1"	3382
"ANKH"	4623
"ANKHD1"	1781
"ANKHD1-EIF4EBP3"	1689
"ANKIB1"	4859
"ANKK1"	28
"ANKLE1"	28
"ANKLE2"	1227
"ANKMY1"	370
"ANKMY2"	1133
"ANKRA2"	311
"ANKRD1"	4
"ANKRD10"	1712
"ANKRD11"	3849
"ANKRD12"	6669
"ANKRD13A"	1031
"ANKRD13B"	694
"ANKRD13C"	1389
"ANKRD13D"	697
"ANKRD16"	295
"ANKRD17"	7511
"ANKRD18A"	1628
"ANKRD18B"	253
"ANKRD18CP"	378
"ANKRD18DP"	81
"ANKRD19P"	312
"ANKRD2"	37
"ANKRD20A1"	35
"ANKRD20A11P"	5
"ANKRD20A12P"	152
"ANKRD20A19P"	30
"ANKRD20A2"	17
"ANKRD20A3"	89
"ANKRD20A4"	103
"ANKRD20A4-ANKRD20A20P"	950
"ANKRD20A5P"	201
"ANKRD20A8P"	136
"ANKRD20A9P"	35
"ANKRD22"	4
"ANKRD23"	308
"ANKRD24"	1012
"ANKRD26"	1560
"ANKRD26P1"	2
"ANKRD26P3"	68
"ANKRD27"	1097
"ANKRD28"	2840
"ANKRD29"	474
"ANKRD30A"	14
"ANKRD30B"	290
"ANKRD30BL"	7015
"ANKRD30BP2"	26
"ANKRD30BP3"	0
"ANKRD31"	75
"ANKRD33"	1
"ANKRD33B"	1821
"ANKRD34A"	410
"ANKRD34B"	22
"ANKRD34C"	242
"ANKRD34C-AS1"	36
"ANKRD35"	246
"ANKRD36"	4095
"ANKRD36B"	1295
"ANKRD36BP1"	1
"ANKRD36BP2"	420
"ANKRD36C"	3434
"ANKRD37"	141
"ANKRD39"	233
"ANKRD40"	5934
"ANKRD42"	911
"ANKRD44"	1116
"ANKRD44-IT1"	65
"ANKRD45"	119
"ANKRD46"	1674
"ANKRD49"	176
"ANKRD50"	1434
"ANKRD52"	2567
"ANKRD53"	3
"ANKRD54"	444
"ANKRD55"	51
"ANKRD6"	696
"ANKRD60"	0
"ANKRD61"	3
"ANKRD62"	111
"ANKRD62P1-PARP4P3"	18
"ANKRD63"	91
"ANKRD65"	476
"ANKRD66"	2
"ANKRD7"	50
"ANKRD9"	706
"ANKS1A"	1423
"ANKS1B"	6261
"ANKS3"	364
"ANKS4B"	1
"ANKS6"	999
"ANKUB1"	2
"ANKZF1"	849
"ANLN"	8012
"ANO1"	69
"ANO1-AS2"	0
"ANO10"	729
"ANO2"	156
"ANO3"	1208
"ANO4"	1416
"ANO5"	2110
"ANO6"	657
"ANO7"	45
"ANO8"	683
"ANO9"	0
"ANOS1"	616
"ANP32A"	1799
"ANP32A-IT1"	187
"ANP32AP1"	0
"ANP32B"	677
"ANP32C"	36
"ANP32D"	10
"ANP32E"	1185
"ANPEP"	17
"ANTXR1"	887
"ANTXR2"	116
"ANTXRL"	7
"ANTXRLP1"	0
"ANXA1"	238
"ANXA10"	0
"ANXA11"	1897
"ANXA13"	23
"ANXA2"	241
"ANXA2P1"	0
"ANXA2P2"	1
"ANXA2P3"	14
"ANXA2R"	31
"ANXA3"	235
"ANXA4"	579
"ANXA5"	1239
"ANXA6"	7522
"ANXA7"	2315
"ANXA8"	0
"ANXA8L1"	0
"ANXA9"	8
"AOAH"	143
"AOAH-IT1"	5
"AOC1"	0
"AOC2"	112
"AOC3"	26
"AOC4P"	1
"AOX1"	48
"AOX3P-AOX2P"	1
"AP1AR"	660
"AP1B1"	3142
"AP1B1P1"	0
"AP1G1"	3916
"AP1G2"	812
"AP1M1"	1449
"AP1M2"	2
"AP1S1"	1182
"AP1S2"	999
"AP1S3"	73
"AP2A1"	3729
"AP2A2"	3274
"AP2B1"	11122
"AP2M1"	8322
"AP2S1"	990
"AP3B1"	1202
"AP3B2"	2813
"AP3D1"	3715
"AP3M1"	1004
"AP3M2"	2373
"AP3S1"	1127
"AP3S2"	972
"AP4B1"	705
"AP4B1-AS1"	3
"AP4E1"	673
"AP4M1"	252
"AP4S1"	725
"AP5B1"	813
"AP5M1"	1580
"AP5S1"	280
"AP5Z1"	542
"APAF1"	505
"APBA1"	4433
"APBA2"	4954
"APBA3"	195
"APBB1"	8445
"APBB1IP"	182
"APBB2"	4367
"APBB3"	817
"APC"	16268
"APC2"	4723
"APCDD1"	643
"APCDD1L"	1
"APCDD1L-AS1"	10
"APCS"	0
"APEH"	1233
"APELA"	0
"APEX1"	976
"APEX2"	145
"APH1A"	821
"APH1B"	979
"API5"	2904
"APIP"	482
"APLF"	368
"APLN"	402
"APLNR"	582
"APLP1"	18637
"APLP2"	9535
"APMAP"	2050
"APOA1"	8
"APOA1-AS"	1
"APOA2"	0
"APOA4"	0
"APOA5"	0
"APOB"	54
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	0
"APOBEC3A_B"	0
"APOBEC3B"	1
"APOBEC3B-AS1"	0
"APOBEC3C"	12
"APOBEC3D"	6
"APOBEC3F"	15
"APOBEC3G"	24
"APOBEC3H"	1
"APOBEC4"	1
"APOBR"	22
"APOC1"	60
"APOC1P1"	2
"APOC2"	50
"APOC3"	0
"APOC4"	1
"APOC4-APOC2"	52
"APOD"	4406
"APOE"	4187
"APOF"	0
"APOH"	0
"APOL1"	60
"APOL2"	1105
"APOL3"	76
"APOL4"	5
"APOL5"	1
"APOL6"	313
"APOLD1"	3415
"APOM"	14
"APOO"	471
"APOOL"	1081
"APOOP5"	1
"APOPT1"	362
"APP"	35321
"APPBP2"	2964
"APPL1"	2652
"APPL2"	1097
"APRT"	250
"APTR"	125
"APTX"	657
"AQP1"	1771
"AQP10"	0
"AQP11"	125
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	5
"AQP4"	17186
"AQP4-AS1"	108
"AQP5"	16
"AQP6"	54
"AQP7"	23
"AQP7P1"	21
"AQP7P3"	5
"AQP8"	5
"AQP9"	82
"AQR"	1507
"AR"	280
"ARAF"	399
"ARAP1"	1575
"ARAP1-AS2"	0
"ARAP2"	8313
"ARAP3"	182
"ARC"	171
"ARCN1"	2856
"AREG"	0
"AREL1"	1700
"ARF1"	4647
"ARF3"	7792
"ARF4"	1079
"ARF4-AS1"	22
"ARF5"	1445
"ARF6"	831
"ARFGAP1"	1663
"ARFGAP2"	2375
"ARFGAP3"	650
"ARFGEF1"	3070
"ARFGEF2"	5859
"ARFGEF3"	12005
"ARFIP1"	554
"ARFIP2"	967
"ARFRP1"	598
"ARG1"	7
"ARG2"	222
"ARGFX"	0
"ARGFXP2"	2
"ARGLU1"	3091
"ARHGAP1"	1850
"ARHGAP10"	410
"ARHGAP11A"	66
"ARHGAP11B"	20
"ARHGAP12"	1941
"ARHGAP15"	44
"ARHGAP17"	685
"ARHGAP18"	183
"ARHGAP19"	421
"ARHGAP19-SLIT1"	200
"ARHGAP20"	1177
"ARHGAP21"	18232
"ARHGAP22"	976
"ARHGAP22-IT1"	61
"ARHGAP23"	5073
"ARHGAP24"	279
"ARHGAP25"	135
"ARHGAP26"	7059
"ARHGAP26-AS1"	0
"ARHGAP26-IT1"	50
"ARHGAP27"	313
"ARHGAP27P1"	242
"ARHGAP27P1-BPTFP1-KPNA2P3"	580
"ARHGAP27P2"	8
"ARHGAP28"	48
"ARHGAP29"	978
"ARHGAP30"	66
"ARHGAP31"	1140
"ARHGAP31-AS1"	1
"ARHGAP32"	8698
"ARHGAP33"	778
"ARHGAP35"	8817
"ARHGAP36"	22
"ARHGAP39"	772
"ARHGAP4"	182
"ARHGAP40"	5
"ARHGAP42"	392
"ARHGAP44"	2111
"ARHGAP45"	219
"ARHGAP5"	11859
"ARHGAP5-AS1"	68
"ARHGAP6"	118
"ARHGAP8"	9
"ARHGAP9"	144
"ARHGDIA"	2044
"ARHGDIB"	226
"ARHGDIG"	1505
"ARHGEF1"	850
"ARHGEF10"	1652
"ARHGEF10L"	955
"ARHGEF11"	4082
"ARHGEF12"	10839
"ARHGEF15"	38
"ARHGEF16"	57
"ARHGEF17"	2900
"ARHGEF18"	1451
"ARHGEF19"	10
"ARHGEF2"	4360
"ARHGEF25"	1735
"ARHGEF26"	770
"ARHGEF26-AS1"	167
"ARHGEF28"	747
"ARHGEF3"	2196
"ARHGEF3-AS1"	0
"ARHGEF33"	200
"ARHGEF34P"	0
"ARHGEF35"	3
"ARHGEF37"	2191
"ARHGEF38"	0
"ARHGEF38-IT1"	0
"ARHGEF39"	5
"ARHGEF4"	4333
"ARHGEF40"	793
"ARHGEF5"	7
"ARHGEF6"	1339
"ARHGEF7"	6226
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	25
"ARHGEF9"	6241
"ARHGEF9-IT1"	18
"ARID1A"	2934
"ARID1B"	2924
"ARID2"	1368
"ARID3A"	64
"ARID3B"	130
"ARID3C"	22
"ARID4A"	1715
"ARID4B"	2682
"ARID5A"	253
"ARID5B"	3121
"ARIH1"	2908
"ARIH2"	2566
"ARIH2OS"	29
"ARL1"	1698
"ARL10"	536
"ARL11"	12
"ARL13A"	0
"ARL13B"	302
"ARL14"	0
"ARL14EP"	713
"ARL14EPL"	0
"ARL15"	382
"ARL16"	334
"ARL17A"	489
"ARL17B"	549
"ARL2"	1136
"ARL2-SNX15"	598
"ARL2BP"	1067
"ARL3"	1106
"ARL4A"	626
"ARL4C"	1562
"ARL4D"	136
"ARL5A"	866
"ARL5B"	973
"ARL5C"	7
"ARL6"	820
"ARL6IP1"	9425
"ARL6IP4"	1317
"ARL6IP5"	3457
"ARL6IP6"	263
"ARL8A"	1686
"ARL8B"	4443
"ARL9"	9
"ARMC1"	1562
"ARMC10"	907
"ARMC12"	24
"ARMC2"	538
"ARMC2-AS1"	0
"ARMC3"	58
"ARMC4"	24
"ARMC4P1"	17
"ARMC5"	386
"ARMC6"	538
"ARMC7"	144
"ARMC8"	1664
"ARMC9"	700
"ARMCX1"	722
"ARMCX2"	1341
"ARMCX3"	2997
"ARMCX4"	1795
"ARMCX5"	448
"ARMCX5-GPRASP2"	3157
"ARMCX6"	285
"ARMS2"	0
"ARMT1"	438
"ARNT"	1097
"ARNT2"	10847
"ARNTL"	959
"ARNTL2"	893
"ARNTL2-AS1"	0
"ARPC1A"	1677
"ARPC1B"	210
"ARPC2"	1907
"ARPC3"	1376
"ARPC4"	1385
"ARPC4-TTLL3"	569
"ARPC5"	1390
"ARPC5L"	680
"ARPIN"	808
"ARPP19"	10407
"ARPP21"	3000
"ARR3"	0
"ARRB1"	6297
"ARRB2"	729
"ARRDC1"	184
"ARRDC1-AS1"	224
"ARRDC2"	1819
"ARRDC3"	1489
"ARRDC3-AS1"	24
"ARRDC4"	1068
"ARRDC5"	7
"ARSA"	811
"ARSB"	503
"ARSD"	316
"ARSD-AS1"	4
"ARSE"	41
"ARSF"	58
"ARSG"	327
"ARSH"	0
"ARSI"	66
"ARSJ"	117
"ARSK"	186
"ART1"	3
"ART3"	154
"ART4"	3
"ART5"	1
"ARTN"	9
"ARV1"	398
"ARVCF"	589
"ARX"	170
"AS-PTPRE"	0
"AS3MT"	128
"ASAH1"	2141
"ASAH2"	44
"ASAH2B"	192
"ASAP1"	2660
"ASAP1-IT1"	56
"ASAP1-IT2"	55
"ASAP2"	1488
"ASAP3"	561
"ASB1"	2251
"ASB10"	0
"ASB11"	2
"ASB12"	1
"ASB13"	591
"ASB14"	0
"ASB15"	1
"ASB16"	5
"ASB16-AS1"	75
"ASB17"	0
"ASB18"	10
"ASB2"	108
"ASB3"	573
"ASB4"	64
"ASB5"	15
