gene/TE	/sonas-hs/mhammell/hpc/home/tam/workdir/ALS/regina_samples/BAM/Co-1_S1.bam
"AGXT2"	0
"AHCTF1"	3562
"AHCTF1P1"	22
"AHCY"	1229
"AHCYL1"	11168
"AHCYL2"	4105
"AHDC1"	1043
"AHI1"	6028
"AHNAK"	23704
"AHNAK2"	6567
"AHR"	1275
"AHRR"	238
"AHSA1"	1922
"AHSA2P"	1700
"AHSG"	9
"AHSP"	1
"AICDA"	0
"AIDA"	1763
"AIF1"	274
"AIF1L"	1758
"AIFM1"	528
"AIFM2"	384
"AIFM3"	1573
"AIG1"	1200
"AIM2"	28
"AIMP1"	733
"AIMP2"	239
"AIP"	700
"AIPL1"	6
"AIRE"	29
"AIRN"	10
"AJAP1"	1264
"AJM1"	210
"AJUBA"	45
"AK1"	1195
"AK2"	1301
"AK3"	1720
"AK4"	4197
"AK5"	13879
"AK6"	470
"AK7"	143
"AK8"	84
"AK9"	887
"AKAIN1"	71
"AKAP1"	1845
"AKAP10"	2197
"AKAP11"	22535
"AKAP12"	14197
"AKAP13"	4235
"AKAP14"	21
"AKAP17A"	276
"AKAP2"	1087
"AKAP3"	37
"AKAP4"	0
"AKAP5"	3549
"AKAP6"	18043
"AKAP7"	1015
"AKAP8"	827
"AKAP8L"	1341
"AKAP9"	11399
"AKIP1"	240
"AKIRIN1"	2000
"AKIRIN2"	779
"AKNA"	633
"AKNAD1"	4
"AKR1A1"	739
"AKR1B1"	1429
"AKR1B10"	1
"AKR1B15"	0
"AKR1C1"	269
"AKR1C2"	182
"AKR1C3"	272
"AKR1C4"	2
"AKR1C6P"	0
"AKR1C8P"	5
"AKR1D1"	0
"AKR1E2"	302
"AKR7A2"	979
"AKR7A2P1"	9
"AKR7A3"	88
"AKR7L"	60
"AKT1"	2043
"AKT1S1"	249
"AKT2"	1538
"AKT3"	18564
"AKTIP"	2316
"ALAD"	1606
"ALAS1"	1315
"ALAS2"	16
"ALB"	43
"ALCAM"	4155
"ALDH16A1"	170
"ALDH18A1"	1033
"ALDH1A1"	1728
"ALDH1A2"	141
"ALDH1A3"	274
"ALDH1B1"	429
"ALDH1L1"	2269
"ALDH1L1-AS1"	7
"ALDH1L1-AS2"	72
"ALDH1L2"	592
"ALDH2"	4122
"ALDH3A1"	25
"ALDH3A2"	2753
"ALDH3B1"	89
"ALDH3B2"	0
"ALDH4A1"	1785
"ALDH5A1"	3773
"ALDH6A1"	6854
"ALDH7A1"	3001
"ALDH8A1"	216
"ALDH9A1"	2225
"ALDOA"	20546
"ALDOB"	8
"ALDOC"	17850
"ALG1"	430
"ALG10"	178
"ALG10B"	691
"ALG11"	503
"ALG12"	379
"ALG13"	1123
"ALG14"	194
"ALG1L"	39
"ALG1L2"	11
"ALG1L9P"	288
"ALG2"	522
"ALG3"	158
"ALG5"	383
"ALG6"	303
"ALG8"	509
"ALG9"	1321
"ALK"	303
"ALKAL1"	2
"ALKAL2"	9
"ALKBH1"	273
"ALKBH2"	130
"ALKBH3"	557
"ALKBH3-AS1"	0
"ALKBH4"	389
"ALKBH5"	3163
"ALKBH6"	276
"ALKBH7"	391
"ALKBH8"	573
"ALLC"	2
"ALMS1"	6933
"ALMS1-IT1"	62
"ALMS1P1"	110
"ALOX12"	1
"ALOX12-AS1"	56
"ALOX12B"	41
"ALOX12P2"	246
"ALOX15"	20
"ALOX15B"	18
"ALOX15P1"	16
"ALOX5"	219
"ALOX5AP"	113
"ALOXE3"	53
"ALPI"	0
"ALPK1"	223
"ALPK2"	8
"ALPK3"	377
"ALPL"	274
"ALPP"	0
"ALPPL2"	0
"ALS2"	3724
"ALS2CL"	411
"ALS2CR12"	319
"ALX1"	2
"ALX3"	3
"ALX4"	23
"ALYREF"	355
"AMACR"	661
"AMBN"	0
"AMBP"	1
"AMBRA1"	1819
"AMD1"	4954
"AMDHD1"	8
"AMDHD2"	392
"AMELX"	0
"AMELY"	0
"AMER1"	607
"AMER2"	9823
"AMER3"	2001
"AMFR"	5145
"AMH"	28
"AMHR2"	0
"AMIGO1"	3377
"AMIGO2"	250
"AMIGO3"	48
"AMMECR1"	327
"AMMECR1L"	628
"AMN"	6
"AMN1"	1360
"AMOT"	3494
"AMOTL1"	2070
"AMOTL2"	1789
"AMPD1"	0
"AMPD2"	2803
"AMPD3"	692
"AMPH"	6027
"AMT"	294
"AMTN"	0
"AMY1A"	0
"AMY1B"	0
"AMY1C"	0
"AMY2A"	40
"AMY2B"	1494
"AMZ1"	531
"AMZ2"	1854
"AMZ2P1"	792
"ANAPC1"	2835
"ANAPC10"	352
"ANAPC11"	566
"ANAPC13"	1079
"ANAPC15"	349
"ANAPC16"	848
"ANAPC1P1"	8
"ANAPC2"	760
"ANAPC4"	1349
"ANAPC5"	3620
"ANAPC7"	1508
"ANG"	21
"ANGEL1"	1542
"ANGEL2"	2195
"ANGPT1"	165
"ANGPT2"	80
"ANGPT4"	13
"ANGPTL1"	67
"ANGPTL2"	220
"ANGPTL3"	0
"ANGPTL4"	86
"ANGPTL5"	7
"ANGPTL6"	30
"ANGPTL7"	8
"ANGPTL8"	3
"ANHX"	0
"ANK1"	1193
"ANK2"	74185
"ANK3"	22821
"ANKAR"	625
"ANKDD1A"	643
"ANKDD1B"	49
"ANKEF1"	157
"ANKFN1"	134
"ANKFY1"	3493
"ANKH"	5286
"ANKHD1"	2226
"ANKHD1-EIF4EBP3"	2067
"ANKIB1"	5185
"ANKK1"	11
"ANKLE1"	22
"ANKLE2"	1612
"ANKMY1"	372
"ANKMY2"	2357
"ANKRA2"	448
"ANKRD1"	5
"ANKRD10"	2247
"ANKRD11"	3457
"ANKRD12"	9698
"ANKRD13A"	1238
"ANKRD13B"	601
"ANKRD13C"	2105
"ANKRD13D"	765
"ANKRD16"	507
"ANKRD17"	9546
"ANKRD18A"	497
"ANKRD18B"	900
"ANKRD18CP"	528
"ANKRD18DP"	69
"ANKRD19P"	513
"ANKRD2"	60
"ANKRD20A1"	70
"ANKRD20A11P"	74
"ANKRD20A12P"	30
"ANKRD20A19P"	67
"ANKRD20A2"	64
"ANKRD20A3"	230
"ANKRD20A4"	110
"ANKRD20A4-ANKRD20A20P"	1425
"ANKRD20A5P"	350
"ANKRD20A8P"	271
"ANKRD20A9P"	97
"ANKRD22"	5
"ANKRD23"	231
"ANKRD24"	1272
"ANKRD26"	3261
"ANKRD26P1"	3
"ANKRD26P3"	256
"ANKRD27"	1479
"ANKRD28"	3400
"ANKRD29"	539
"ANKRD30A"	6
"ANKRD30B"	547
"ANKRD30BL"	8325
"ANKRD30BP2"	26
"ANKRD30BP3"	5
"ANKRD31"	105
"ANKRD33"	4
"ANKRD33B"	2490
"ANKRD34A"	424
"ANKRD34B"	19
"ANKRD34C"	201
"ANKRD34C-AS1"	73
"ANKRD35"	307
"ANKRD36"	6278
"ANKRD36B"	2896
"ANKRD36BP1"	0
"ANKRD36BP2"	1246
"ANKRD36C"	5840
"ANKRD37"	131
"ANKRD39"	223
"ANKRD40"	3506
"ANKRD42"	1107
"ANKRD44"	1188
"ANKRD44-IT1"	95
"ANKRD45"	247
"ANKRD46"	2527
"ANKRD49"	286
"ANKRD50"	2330
"ANKRD52"	2164
"ANKRD53"	2
"ANKRD54"	563
"ANKRD55"	42
"ANKRD6"	1449
"ANKRD60"	1
"ANKRD61"	4
"ANKRD62"	242
"ANKRD62P1-PARP4P3"	23
"ANKRD63"	175
"ANKRD65"	397
"ANKRD66"	18
"ANKRD7"	111
"ANKRD9"	803
"ANKS1A"	1506
"ANKS1B"	8012
"ANKS3"	383
"ANKS4B"	7
"ANKS6"	749
"ANKUB1"	20
"ANKZF1"	1089
"ANLN"	1336
"ANO1"	76
"ANO1-AS2"	0
"ANO10"	1059
"ANO2"	88
"ANO3"	3048
"ANO4"	1387
"ANO5"	3515
"ANO6"	976
"ANO7"	30
"ANO8"	644
"ANO9"	0
"ANOS1"	1247
"ANP32A"	1917
"ANP32A-IT1"	150
"ANP32AP1"	1
"ANP32B"	346
"ANP32C"	44
"ANP32D"	12
"ANP32E"	1595
"ANPEP"	13
"ANTXR1"	1340
"ANTXR2"	248
"ANTXRL"	0
"ANTXRLP1"	2
"ANXA1"	231
"ANXA10"	0
"ANXA11"	2234
"ANXA13"	1
"ANXA2"	292
"ANXA2P1"	0
"ANXA2P2"	2
"ANXA2P3"	20
"ANXA2R"	20
"ANXA3"	85
"ANXA4"	394
"ANXA5"	1544
"ANXA6"	9900
"ANXA7"	3577
"ANXA8"	2
"ANXA8L1"	2
"ANXA9"	6
"AOAH"	226
"AOAH-IT1"	5
"AOC1"	0
"AOC2"	77
"AOC3"	15
"AOC4P"	0
"AOX1"	91
"AOX3P-AOX2P"	6
"AP1AR"	1077
"AP1B1"	3320
"AP1B1P1"	0
"AP1G1"	5230
"AP1G2"	1606
"AP1M1"	1707
"AP1M2"	12
"AP1S1"	1685
"AP1S2"	1262
"AP1S3"	110
"AP2A1"	4530
"AP2A2"	4088
"AP2B1"	13145
"AP2M1"	10228
"AP2S1"	1667
"AP3B1"	1337
"AP3B2"	3995
"AP3D1"	4386
"AP3M1"	1180
"AP3M2"	4038
"AP3S1"	1586
"AP3S2"	1399
"AP4B1"	927
"AP4B1-AS1"	3
"AP4E1"	805
"AP4M1"	294
"AP4S1"	1314
"AP5B1"	1061
"AP5M1"	2385
"AP5S1"	338
"AP5Z1"	580
"APAF1"	990
"APBA1"	6897
"APBA2"	7040
"APBA3"	159
"APBB1"	8739
"APBB1IP"	387
"APBB2"	3117
"APBB3"	887
"APC"	30723
"APC2"	3858
"APCDD1"	1261
"APCDD1L"	2
"APCDD1L-AS1"	10
"APCS"	0
"APEH"	1374
"APELA"	0
"APEX1"	696
"APEX2"	167
"APH1A"	983
"APH1B"	1236
"API5"	3549
"APIP"	389
"APLF"	663
"APLN"	225
"APLNR"	481
"APLP1"	8419
"APLP2"	12654
"APMAP"	3177
"APOA1"	11
"APOA1-AS"	1
"APOA2"	1
"APOA4"	0
"APOA5"	0
"APOB"	45
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	4
"APOBEC3A_B"	2
"APOBEC3B"	3
"APOBEC3B-AS1"	0
"APOBEC3C"	12
"APOBEC3D"	10
"APOBEC3F"	36
"APOBEC3G"	47
"APOBEC3H"	3
"APOBEC4"	3
"APOBR"	26
"APOC1"	159
"APOC1P1"	1
"APOC2"	67
"APOC3"	0
"APOC4"	0
"APOC4-APOC2"	67
"APOD"	2672
"APOE"	7941
"APOF"	0
"APOH"	1
"APOL1"	104
"APOL2"	1593
"APOL3"	93
"APOL4"	15
"APOL5"	9
"APOL6"	555
"APOLD1"	472
"APOM"	24
"APOO"	601
"APOOL"	1150
"APOOP5"	0
"APOPT1"	547
"APP"	32633
"APPBP2"	4256
"APPL1"	3907
"APPL2"	1567
"APRT"	342
"APTR"	183
"APTX"	826
"AQP1"	1043
"AQP10"	0
"AQP11"	208
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	70
"AQP4"	31610
"AQP4-AS1"	138
"AQP5"	17
"AQP6"	40
"AQP7"	14
"AQP7P1"	44
"AQP7P3"	8
"AQP8"	6
"AQP9"	127
"AQR"	2529
"AR"	123
"ARAF"	376
"ARAP1"	1395
"ARAP1-AS2"	0
"ARAP2"	9102
"ARAP3"	370
"ARC"	142
"ARCN1"	3324
"AREG"	1
"AREL1"	1968
"ARF1"	4752
"ARF3"	11437
"ARF4"	1425
"ARF4-AS1"	23
"ARF5"	2181
"ARF6"	779
"ARFGAP1"	1825
"ARFGAP2"	2809
"ARFGAP3"	1025
"ARFGEF1"	4849
"ARFGEF2"	6821
"ARFGEF3"	16436
"ARFIP1"	689
"ARFIP2"	1266
"ARFRP1"	623
"ARG1"	5
"ARG2"	216
"ARGFX"	0
"ARGFXP2"	1
"ARGLU1"	3343
"ARHGAP1"	1363
"ARHGAP10"	644
"ARHGAP11A"	110
"ARHGAP11B"	20
"ARHGAP12"	3606
"ARHGAP15"	113
"ARHGAP17"	605
"ARHGAP18"	612
"ARHGAP19"	359
"ARHGAP19-SLIT1"	307
"ARHGAP20"	1734
"ARHGAP21"	19280
"ARHGAP22"	478
"ARHGAP22-IT1"	39
"ARHGAP23"	1910
"ARHGAP24"	392
"ARHGAP25"	162
"ARHGAP26"	8040
"ARHGAP26-AS1"	0
"ARHGAP26-IT1"	48
"ARHGAP27"	333
"ARHGAP27P1"	226
"ARHGAP27P1-BPTFP1-KPNA2P3"	754
"ARHGAP27P2"	14
"ARHGAP28"	193
"ARHGAP29"	1684
"ARHGAP30"	108
"ARHGAP31"	1419
"ARHGAP31-AS1"	3
"ARHGAP32"	15459
"ARHGAP33"	717
"ARHGAP35"	10743
"ARHGAP36"	71
"ARHGAP39"	603
"ARHGAP4"	296
"ARHGAP40"	1
"ARHGAP42"	660
"ARHGAP44"	1903
"ARHGAP45"	173
"ARHGAP5"	19121
"ARHGAP5-AS1"	183
"ARHGAP6"	347
"ARHGAP8"	28
"ARHGAP9"	114
"ARHGDIA"	1464
"ARHGDIB"	353
"ARHGDIG"	2134
"ARHGEF1"	411
"ARHGEF10"	1163
"ARHGEF10L"	1208
"ARHGEF11"	4501
"ARHGEF12"	21904
"ARHGEF15"	66
"ARHGEF16"	33
"ARHGEF17"	3604
"ARHGEF18"	1214
"ARHGEF19"	16
"ARHGEF2"	3486
"ARHGEF25"	2838
"ARHGEF26"	1087
"ARHGEF26-AS1"	261
"ARHGEF28"	1643
"ARHGEF3"	2485
"ARHGEF3-AS1"	1
"ARHGEF33"	673
"ARHGEF34P"	2
"ARHGEF35"	3
"ARHGEF37"	1100
"ARHGEF38"	0
"ARHGEF38-IT1"	0
"ARHGEF39"	12
"ARHGEF4"	4836
"ARHGEF40"	910
"ARHGEF5"	46
"ARHGEF6"	2131
"ARHGEF7"	7419
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	42
"ARHGEF9"	10750
"ARHGEF9-IT1"	23
"ARID1A"	2598
"ARID1B"	2860
"ARID2"	1703
"ARID3A"	107
"ARID3B"	209
"ARID3C"	6
"ARID4A"	2593
"ARID4B"	3288
"ARID5A"	249
"ARID5B"	3364
"ARIH1"	3970
"ARIH2"	2601
"ARIH2OS"	46
"ARL1"	2887
"ARL10"	820
"ARL11"	26
"ARL13A"	0
"ARL13B"	434
"ARL14"	0
"ARL14EP"	1369
"ARL14EPL"	0
"ARL15"	728
"ARL16"	502
"ARL17A"	636
"ARL17B"	269
"ARL2"	994
"ARL2-SNX15"	593
"ARL2BP"	1439
"ARL3"	1675
"ARL4A"	1796
"ARL4C"	1327
"ARL4D"	176
"ARL5A"	1290
"ARL5B"	1208
"ARL5C"	21
"ARL6"	1136
"ARL6IP1"	15777
"ARL6IP4"	1439
"ARL6IP5"	3397
"ARL6IP6"	235
"ARL8A"	1326
"ARL8B"	5691
"ARL9"	47
"ARMC1"	1895
"ARMC10"	1366
"ARMC12"	18
"ARMC2"	1077
"ARMC2-AS1"	0
"ARMC3"	205
"ARMC4"	98
"ARMC4P1"	30
"ARMC5"	385
"ARMC6"	624
"ARMC7"	168
"ARMC8"	2376
"ARMC9"	1364
"ARMCX1"	1230
"ARMCX2"	1884
"ARMCX3"	4033
"ARMCX4"	1992
"ARMCX5"	648
"ARMCX5-GPRASP2"	4578
"ARMCX6"	312
"ARMS2"	0
"ARMT1"	739
"ARNT"	1488
"ARNT2"	15454
"ARNTL"	1391
"ARNTL2"	1608
"ARNTL2-AS1"	0
"ARPC1A"	1910
"ARPC1B"	292
"ARPC2"	2365
"ARPC3"	1992
"ARPC4"	1622
"ARPC4-TTLL3"	735
"ARPC5"	1352
"ARPC5L"	1054
"ARPIN"	969
"ARPP19"	18658
"ARPP21"	5407
"ARR3"	2
"ARRB1"	9970
"ARRB2"	966
"ARRDC1"	266
"ARRDC1-AS1"	190
"ARRDC2"	496
"ARRDC3"	2364
"ARRDC3-AS1"	33
"ARRDC4"	1045
"ARRDC5"	5
"ARSA"	648
"ARSB"	711
"ARSD"	515
"ARSD-AS1"	5
"ARSE"	67
"ARSF"	90
"ARSG"	576
"ARSH"	0
"ARSI"	36
"ARSJ"	235
"ARSK"	273
"ART1"	0
"ART3"	246
"ART4"	0
"ART5"	0
"ARTN"	16
"ARV1"	579
"ARVCF"	880
"ARX"	173
"AS-PTPRE"	1
"AS3MT"	170
"ASAH1"	3425
"ASAH2"	28
"ASAH2B"	277
"ASAP1"	2849
"ASAP1-IT1"	90
"ASAP1-IT2"	49
"ASAP2"	1646
"ASAP3"	871
"ASB1"	2325
"ASB10"	0
"ASB11"	2
"ASB12"	1
"ASB13"	762
"ASB14"	6
"ASB15"	0
"ASB16"	11
