gene/TE	/sonas-hs/mhammell/hpc/home/tam/workdir/ALS/regina_samples/BAM/Co-5_S1.bam
"ADA"	13
"ADA2"	95
"ADAD1"	0
"ADAD2"	9
"ADAL"	222
"ADAM10"	1062
"ADAM11"	1044
"ADAM12"	47
"ADAM15"	311
"ADAM17"	519
"ADAM18"	0
"ADAM19"	262
"ADAM1A"	137
"ADAM2"	0
"ADAM20"	169
"ADAM20P1"	142
"ADAM21"	3
"ADAM21P1"	0
"ADAM22"	3492
"ADAM23"	2067
"ADAM28"	159
"ADAM29"	3
"ADAM30"	0
"ADAM32"	146
"ADAM33"	113
"ADAM3A"	0
"ADAM3B"	1
"ADAM5"	1
"ADAM6"	0
"ADAM7"	0
"ADAM8"	32
"ADAM9"	630
"ADAMDEC1"	0
"ADAMTS1"	305
"ADAMTS10"	367
"ADAMTS12"	7
"ADAMTS13"	177
"ADAMTS14"	16
"ADAMTS15"	9
"ADAMTS16"	63
"ADAMTS17"	145
"ADAMTS18"	11
"ADAMTS19"	110
"ADAMTS19-AS1"	5
"ADAMTS2"	87
"ADAMTS20"	9
"ADAMTS3"	268
"ADAMTS4"	64
"ADAMTS5"	41
"ADAMTS6"	70
"ADAMTS7"	4
"ADAMTS7P1"	43
"ADAMTS8"	206
"ADAMTS9"	121
"ADAMTS9-AS1"	11
"ADAMTS9-AS2"	82
"ADAMTSL1"	76
"ADAMTSL2"	192
"ADAMTSL3"	119
"ADAMTSL4"	4
"ADAMTSL4-AS1"	21
"ADAMTSL5"	14
"ADAP1"	802
"ADAP2"	70
"ADAR"	4508
"ADARB1"	1041
"ADARB2"	669
"ADARB2-AS1"	0
"ADAT1"	378
"ADAT2"	71
"ADAT3"	9
"ADCK1"	104
"ADCK2"	202
"ADCK5"	84
"ADCY1"	8790
"ADCY10"	38
"ADCY10P1"	80
"ADCY2"	2437
"ADCY3"	848
"ADCY4"	25
"ADCY5"	1094
"ADCY6"	712
"ADCY7"	182
"ADCY8"	313
"ADCY9"	800
"ADCYAP1"	239
"ADCYAP1R1"	2402
"ADD1"	4236
"ADD2"	3342
"ADD3"	3954
"ADD3-AS1"	23
"ADGB"	2
"ADGRA1"	462
"ADGRA1-AS1"	9
"ADGRA2"	181
"ADGRA3"	726
"ADGRB1"	1133
"ADGRB2"	2751
"ADGRB3"	4075
"ADGRD1"	42
"ADGRD1-AS1"	0
"ADGRE1"	2
"ADGRE2"	11
"ADGRE3"	0
"ADGRE4P"	19
"ADGRE5"	28
"ADGRF1"	1
"ADGRF2"	3
"ADGRF3"	17
"ADGRF4"	2
"ADGRF5"	495
"ADGRG1"	1159
"ADGRG2"	2
"ADGRG3"	2
"ADGRG4"	0
"ADGRG5"	3
"ADGRG6"	62
"ADGRG7"	1
"ADGRL1"	3363
"ADGRL2"	2117
"ADGRL3"	4096
"ADGRL3-AS1"	0
"ADGRL4"	65
"ADGRV1"	5076
"ADH1A"	0
"ADH1B"	17
"ADH1C"	0
"ADH4"	0
"ADH5"	728
"ADH6"	0
"ADH7"	0
"ADHFE1"	238
"ADI1"	410
"ADIG"	0
"ADIPOQ"	0
"ADIPOQ-AS1"	0
"ADIPOR1"	570
"ADIPOR2"	657
"ADIRF"	171
"ADK"	289
"ADM"	7
"ADM2"	0
"ADM5"	9
"ADNP"	1578
"ADNP-AS1"	7
"ADNP2"	432
"ADO"	519
"ADORA1"	430
"ADORA2A"	22
"ADORA2A-AS1"	1
"ADORA2B"	65
"ADORA3"	52
"ADPGK"	193
"ADPGK-AS1"	3
"ADPRH"	27
"ADPRHL1"	104
"ADPRHL2"	115
"ADPRM"	60
"ADRA1A"	616
"ADRA1B"	109
"ADRA1D"	22
"ADRA2A"	73
"ADRA2B"	4
"ADRA2C"	36
"ADRB1"	189
"ADRB2"	39
"ADRB3"	10
"ADRM1"	362
"ADSL"	192
"ADSS"	514
"ADSSL1"	34
"ADTRP"	31
"AEBP1"	214
"AEBP2"	756
"AEN"	73
"AES"	3198
"AFAP1"	677
"AFAP1-AS1"	12
"AFAP1L1"	38
"AFAP1L2"	427
"AFDN"	1775
"AFDN-DT"	3
"AFF1"	947
"AFF1-AS1"	26
"AFF2"	577
"AFF3"	1649
"AFF4"	3250
"AFG1L"	169
"AFG3L1P"	187
"AFG3L2"	785
"AFM"	0
"AFMID"	155
"AFP"	1
"AFTPH"	984
"AGA"	76
"AGAP1"	3911
"AGAP1-IT1"	19
"AGAP11"	29
"AGAP12P"	12
"AGAP2"	3961
"AGAP2-AS1"	8
"AGAP3"	1628
"AGAP4"	162
"AGAP5"	71
"AGAP6"	143
"AGAP7P"	11
"AGAP9"	62
"AGBL1"	9
"AGBL1-AS1"	0
"AGBL2"	2
"AGBL3"	59
"AGBL4"	393
"AGBL4-IT1"	32
"AGBL5"	171
"AGBL5-AS1"	0
"AGER"	15
"AGFG1"	1665
"AGFG2"	283
"AGGF1"	824
"AGK"	514
"AGL"	908
"AGMAT"	37
"AGMO"	4
"AGO1"	1364
"AGO2"	1605
"AGO3"	463
"AGO4"	757
"AGPAT1"	707
"AGPAT2"	53
"AGPAT3"	1869
"AGPAT4"	956
"AGPAT4-IT1"	50
"AGPAT5"	466
"AGPS"	646
"AGR2"	0
"AGR3"	0
"AGRN"	800
"AGRP"	1
"AGT"	1592
"AGTPBP1"	1937
"AGTR1"	3
"AGTR2"	0
"AGTRAP"	35
"AGXT"	0
"AGXT2"	0
"AHCTF1"	1391
"AHCTF1P1"	2
"AHCY"	365
"AHCYL1"	5379
"AHCYL2"	1436
"AHDC1"	729
"AHI1"	2651
"AHNAK"	7693
"AHNAK2"	2182
"AHR"	274
"AHRR"	100
"AHSA1"	980
"AHSA2P"	498
"AHSG"	5
"AHSP"	1
"AICDA"	0
"AIDA"	728
"AIF1"	47
"AIF1L"	503
"AIFM1"	212
"AIFM2"	104
"AIFM3"	616
"AIG1"	463
"AIM2"	7
"AIMP1"	229
"AIMP2"	73
"AIP"	284
"AIPL1"	0
"AIRE"	6
"AIRN"	6
"AJAP1"	752
"AJM1"	198
"AJUBA"	3
"AK1"	415
"AK2"	564
"AK3"	664
"AK4"	1380
"AK5"	4057
"AK6"	135
"AK7"	25
"AK8"	24
"AK9"	262
"AKAIN1"	23
"AKAP1"	756
"AKAP10"	910
"AKAP11"	7076
"AKAP12"	4844
"AKAP13"	1762
"AKAP14"	2
"AKAP17A"	131
"AKAP2"	432
"AKAP3"	26
"AKAP4"	0
"AKAP5"	1010
"AKAP6"	5433
"AKAP7"	311
"AKAP8"	318
"AKAP8L"	626
"AKAP9"	3782
"AKIP1"	82
"AKIRIN1"	679
"AKIRIN2"	265
"AKNA"	285
"AKNAD1"	0
"AKR1A1"	200
"AKR1B1"	487
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	55
"AKR1C2"	33
"AKR1C3"	62
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	132
"AKR7A2"	334
"AKR7A2P1"	7
"AKR7A3"	18
"AKR7L"	23
"AKT1"	710
"AKT1S1"	160
"AKT2"	606
"AKT3"	6234
"AKTIP"	689
"ALAD"	720
"ALAS1"	502
"ALAS2"	3
"ALB"	3
"ALCAM"	1108
"ALDH16A1"	49
"ALDH18A1"	339
"ALDH1A1"	419
"ALDH1A2"	18
"ALDH1A3"	173
"ALDH1B1"	122
"ALDH1L1"	696
"ALDH1L1-AS1"	0
"ALDH1L1-AS2"	34
"ALDH1L2"	263
"ALDH2"	1651
"ALDH3A1"	2
"ALDH3A2"	826
"ALDH3B1"	8
"ALDH3B2"	0
"ALDH4A1"	529
"ALDH5A1"	1404
"ALDH6A1"	2424
"ALDH7A1"	864
"ALDH8A1"	115
"ALDH9A1"	603
"ALDOA"	8221
"ALDOB"	1
"ALDOC"	7498
"ALG1"	179
"ALG10"	67
"ALG10B"	272
"ALG11"	209
"ALG12"	117
"ALG13"	551
"ALG14"	45
"ALG1L"	10
"ALG1L2"	11
"ALG1L9P"	107
"ALG2"	208
"ALG3"	80
"ALG5"	92
"ALG6"	123
"ALG8"	155
"ALG9"	454
"ALK"	158
"ALKAL1"	0
"ALKAL2"	4
"ALKBH1"	106
"ALKBH2"	54
"ALKBH3"	131
"ALKBH3-AS1"	0
"ALKBH4"	102
"ALKBH5"	1301
"ALKBH6"	92
"ALKBH7"	100
"ALKBH8"	176
"ALLC"	16
"ALMS1"	2194
"ALMS1-IT1"	24
"ALMS1P1"	47
"ALOX12"	0
"ALOX12-AS1"	21
"ALOX12B"	9
"ALOX12P2"	74
"ALOX15"	8
"ALOX15B"	15
"ALOX15P1"	11
"ALOX5"	46
"ALOX5AP"	40
"ALOXE3"	22
"ALPI"	0
"ALPK1"	46
"ALPK2"	3
"ALPK3"	108
"ALPL"	89
"ALPP"	0
"ALPPL2"	0
"ALS2"	1329
"ALS2CL"	321
"ALS2CR12"	113
"ALX1"	0
"ALX3"	0
"ALX4"	2
"ALYREF"	159
"AMACR"	146
"AMBN"	0
"AMBP"	0
"AMBRA1"	749
"AMD1"	1465
"AMDHD1"	6
"AMDHD2"	129
"AMELX"	0
"AMELY"	0
"AMER1"	230
"AMER2"	3034
"AMER3"	660
"AMFR"	1280
"AMH"	7
"AMHR2"	0
"AMIGO1"	1047
"AMIGO2"	64
"AMIGO3"	21
"AMMECR1"	113
"AMMECR1L"	218
"AMN"	0
"AMN1"	408
"AMOT"	1804
"AMOTL1"	701
"AMOTL2"	530
"AMPD1"	0
"AMPD2"	1174
"AMPD3"	258
"AMPH"	2128
"AMT"	114
"AMTN"	0
"AMY1A"	0
"AMY1B"	0
"AMY1C"	0
"AMY2A"	11
"AMY2B"	455
"AMZ1"	149
"AMZ2"	740
"AMZ2P1"	196
"ANAPC1"	957
"ANAPC10"	132
"ANAPC11"	171
"ANAPC13"	309
"ANAPC15"	155
"ANAPC16"	315
"ANAPC1P1"	2
"ANAPC2"	256
"ANAPC4"	344
"ANAPC5"	941
"ANAPC7"	534
"ANG"	5
"ANGEL1"	473
"ANGEL2"	679
"ANGPT1"	24
"ANGPT2"	36
"ANGPT4"	7
"ANGPTL1"	29
"ANGPTL2"	31
"ANGPTL3"	0
"ANGPTL4"	136
"ANGPTL5"	3
"ANGPTL6"	10
"ANGPTL7"	3
"ANGPTL8"	5
"ANHX"	0
"ANK1"	785
"ANK2"	24646
"ANK3"	9941
"ANKAR"	218
"ANKDD1A"	237
"ANKDD1B"	14
"ANKEF1"	38
"ANKFN1"	68
"ANKFY1"	1354
"ANKH"	2155
"ANKHD1"	837
"ANKHD1-EIF4EBP3"	793
"ANKIB1"	1642
"ANKK1"	4
"ANKLE1"	16
"ANKLE2"	521
"ANKMY1"	136
"ANKMY2"	636
"ANKRA2"	151
"ANKRD1"	0
"ANKRD10"	681
"ANKRD11"	2352
"ANKRD12"	3766
"ANKRD13A"	299
"ANKRD13B"	305
"ANKRD13C"	693
"ANKRD13D"	320
"ANKRD16"	161
"ANKRD17"	3976
"ANKRD18A"	181
"ANKRD18B"	283
"ANKRD18CP"	240
"ANKRD18DP"	39
"ANKRD19P"	215
"ANKRD2"	24
"ANKRD20A1"	26
"ANKRD20A11P"	16
"ANKRD20A12P"	96
"ANKRD20A19P"	6
"ANKRD20A2"	18
"ANKRD20A3"	55
"ANKRD20A4"	55
"ANKRD20A4-ANKRD20A20P"	611
"ANKRD20A5P"	146
"ANKRD20A8P"	76
"ANKRD20A9P"	25
"ANKRD22"	15
"ANKRD23"	90
"ANKRD24"	725
"ANKRD26"	1217
"ANKRD26P1"	1
"ANKRD26P3"	24
"ANKRD27"	491
"ANKRD28"	1182
"ANKRD29"	193
"ANKRD30A"	18
"ANKRD30B"	180
"ANKRD30BL"	2810
"ANKRD30BP2"	6
"ANKRD30BP3"	0
"ANKRD31"	31
"ANKRD33"	2
"ANKRD33B"	1190
"ANKRD34A"	307
"ANKRD34B"	3
"ANKRD34C"	122
"ANKRD34C-AS1"	27
"ANKRD35"	129
"ANKRD36"	2148
"ANKRD36B"	932
"ANKRD36BP1"	0
"ANKRD36BP2"	402
"ANKRD36C"	1719
"ANKRD37"	42
"ANKRD39"	87
"ANKRD40"	1284
"ANKRD42"	558
"ANKRD44"	376
"ANKRD44-IT1"	22
"ANKRD45"	81
"ANKRD46"	738
"ANKRD49"	110
"ANKRD50"	823
"ANKRD52"	1120
"ANKRD53"	3
"ANKRD54"	218
"ANKRD55"	49
"ANKRD6"	438
"ANKRD60"	0
"ANKRD61"	0
"ANKRD62"	130
"ANKRD62P1-PARP4P3"	17
"ANKRD63"	34
"ANKRD65"	140
"ANKRD66"	0
"ANKRD7"	29
"ANKRD9"	352
"ANKS1A"	682
"ANKS1B"	3557
"ANKS3"	181
"ANKS4B"	3
"ANKS6"	358
"ANKUB1"	1
"ANKZF1"	354
"ANLN"	535
"ANO1"	43
"ANO1-AS2"	0
"ANO10"	294
"ANO2"	74
"ANO3"	859
"ANO4"	471
"ANO5"	1436
"ANO6"	304
"ANO7"	9
"ANO8"	362
"ANO9"	1
"ANOS1"	452
"ANP32A"	639
"ANP32A-IT1"	46
"ANP32AP1"	0
"ANP32B"	167
"ANP32C"	15
"ANP32D"	4
"ANP32E"	556
"ANPEP"	16
"ANTXR1"	492
"ANTXR2"	65
"ANTXRL"	0
"ANTXRLP1"	0
"ANXA1"	34
"ANXA10"	0
"ANXA11"	1060
"ANXA13"	0
"ANXA2"	57
"ANXA2P1"	0
"ANXA2P2"	1
"ANXA2P3"	28
"ANXA2R"	8
"ANXA3"	74
"ANXA4"	117
"ANXA5"	472
"ANXA6"	3068
"ANXA7"	973
"ANXA8"	0
"ANXA8L1"	3
"ANXA9"	0
"AOAH"	70
"AOAH-IT1"	3
"AOC1"	0
"AOC2"	42
"AOC3"	8
"AOC4P"	0
"AOX1"	19
"AOX3P-AOX2P"	0
"AP1AR"	286
"AP1B1"	1521
"AP1B1P1"	0
"AP1G1"	1667
"AP1G2"	1499
"AP1M1"	665
"AP1M2"	0
"AP1S1"	596
"AP1S2"	526
"AP1S3"	42
"AP2A1"	1673
"AP2A2"	1727
"AP2B1"	5228
"AP2M1"	3437
"AP2S1"	384
"AP3B1"	474
"AP3B2"	1783
"AP3D1"	1779
"AP3M1"	462
"AP3M2"	1184
"AP3S1"	519
"AP3S2"	453
"AP4B1"	347
"AP4B1-AS1"	4
"AP4E1"	286
"AP4M1"	95
"AP4S1"	427
"AP5B1"	525
"AP5M1"	666
"AP5S1"	107
"AP5Z1"	226
"APAF1"	226
"APBA1"	2473
"APBA2"	2686
"APBA3"	74
"APBB1"	2989
"APBB1IP"	99
"APBB2"	1226
"APBB3"	265
"APC"	9232
"APC2"	2103
"APCDD1"	453
"APCDD1L"	0
"APCDD1L-AS1"	2
"APCS"	0
"APEH"	548
"APELA"	0
"APEX1"	452
"APEX2"	52
"APH1A"	272
"APH1B"	276
"API5"	1193
"APIP"	140
"APLF"	147
"APLN"	101
"APLNR"	170
"APLP1"	3801
"APLP2"	4665
"APMAP"	981
"APOA1"	0
"APOA1-AS"	0
"APOA2"	0
"APOA4"	0
"APOA5"	1
"APOB"	10
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	0
"APOBEC3A_B"	0
"APOBEC3B"	1
"APOBEC3B-AS1"	0
"APOBEC3C"	6
"APOBEC3D"	3
"APOBEC3F"	9
"APOBEC3G"	17
"APOBEC3H"	0
"APOBEC4"	0
"APOBR"	6
"APOC1"	56
"APOC1P1"	0
"APOC2"	27
"APOC3"	0
"APOC4"	0
"APOC4-APOC2"	27
"APOD"	796
"APOE"	3267
"APOF"	0
"APOH"	0
"APOL1"	52
"APOL2"	904
"APOL3"	35
"APOL4"	9
"APOL5"	3
"APOL6"	163
"APOLD1"	497
"APOM"	7
"APOO"	252
"APOOL"	440
"APOOP5"	0
"APOPT1"	166
"APP"	13817
"APPBP2"	1208
"APPL1"	1174
"APPL2"	515
"APRT"	80
"APTR"	41
"APTX"	226
"AQP1"	63
"AQP10"	2
"AQP11"	59
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	8
"AQP4"	8848
"AQP4-AS1"	74
"AQP5"	4
"AQP6"	7
"AQP7"	4
"AQP7P1"	16
"AQP7P3"	2
"AQP8"	3
"AQP9"	37
"AQR"	894
"AR"	90
"ARAF"	151
"ARAP1"	499
"ARAP1-AS2"	0
"ARAP2"	2708
"ARAP3"	133
"ARC"	96
"ARCN1"	1164
"AREG"	0
"AREL1"	783
"ARF1"	2282
"ARF3"	4502
"ARF4"	435
"ARF4-AS1"	7
"ARF5"	703
"ARF6"	309
"ARFGAP1"	665
"ARFGAP2"	939
"ARFGAP3"	330
"ARFGEF1"	1584
"ARFGEF2"	2339
"ARFGEF3"	5005
"ARFIP1"	214
"ARFIP2"	406
"ARFRP1"	231
"ARG1"	4
"ARG2"	141
"ARGFX"	0
"ARGFXP2"	1
"ARGLU1"	1417
"ARHGAP1"	596
"ARHGAP10"	219
"ARHGAP11A"	24
"ARHGAP11B"	4
"ARHGAP12"	1038
"ARHGAP15"	34
"ARHGAP17"	219
"ARHGAP18"	108
"ARHGAP19"	128
"ARHGAP19-SLIT1"	72
"ARHGAP20"	759
"ARHGAP21"	7698
"ARHGAP22"	136
"ARHGAP22-IT1"	10
"ARHGAP23"	922
"ARHGAP24"	161
"ARHGAP25"	67
"ARHGAP26"	4574
"ARHGAP26-AS1"	0
"ARHGAP26-IT1"	40
"ARHGAP27"	127
"ARHGAP27P1"	93
"ARHGAP27P1-BPTFP1-KPNA2P3"	309
"ARHGAP27P2"	3
"ARHGAP28"	68
"ARHGAP29"	476
"ARHGAP30"	36
"ARHGAP31"	628
"ARHGAP31-AS1"	1
"ARHGAP32"	7031
"ARHGAP33"	419
"ARHGAP35"	4755
"ARHGAP36"	17
"ARHGAP39"	464
"ARHGAP4"	61
"ARHGAP40"	3
"ARHGAP42"	212
"ARHGAP44"	1025
"ARHGAP45"	39
"ARHGAP5"	6173
"ARHGAP5-AS1"	47
"ARHGAP6"	82
"ARHGAP8"	7
"ARHGAP9"	58
"ARHGDIA"	915
"ARHGDIB"	141
"ARHGDIG"	593
"ARHGEF1"	150
"ARHGEF10"	354
"ARHGEF10L"	450
"ARHGEF11"	2176
"ARHGEF12"	7317
"ARHGEF15"	25
"ARHGEF16"	5
"ARHGEF17"	1527
"ARHGEF18"	511
"ARHGEF19"	7
"ARHGEF2"	1474
"ARHGEF25"	1072
"ARHGEF26"	475
"ARHGEF26-AS1"	123
"ARHGEF28"	361
"ARHGEF3"	1200
"ARHGEF3-AS1"	0
"ARHGEF33"	123
"ARHGEF34P"	0
"ARHGEF35"	1
"ARHGEF37"	230
"ARHGEF38"	1
"ARHGEF38-IT1"	0
"ARHGEF39"	7
"ARHGEF4"	1946
"ARHGEF40"	315
"ARHGEF5"	7
"ARHGEF6"	661
"ARHGEF7"	3010
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	11
"ARHGEF9"	3606
"ARHGEF9-IT1"	16
"ARID1A"	1391
"ARID1B"	1491
"ARID2"	647
"ARID3A"	25
"ARID3B"	96
"ARID3C"	6
"ARID4A"	951
"ARID4B"	1115
"ARID5A"	121
"ARID5B"	1656
"ARIH1"	1525
"ARIH2"	854
"ARIH2OS"	10
"ARL1"	773
"ARL10"	272
"ARL11"	5
"ARL13A"	0
"ARL13B"	146
"ARL14"	0
"ARL14EP"	340
"ARL14EPL"	0
"ARL15"	245
"ARL16"	164
"ARL17A"	470
"ARL17B"	138
"ARL2"	316
"ARL2-SNX15"	209
"ARL2BP"	513
"ARL3"	625
"ARL4A"	633
"ARL4C"	944
"ARL4D"	54
"ARL5A"	477
"ARL5B"	497
"ARL5C"	0
"ARL6"	423
"ARL6IP1"	3530
"ARL6IP4"	592
"ARL6IP5"	1347
"ARL6IP6"	103
"ARL8A"	526
"ARL8B"	1847
"ARL9"	12
"ARMC1"	697
"ARMC10"	280
"ARMC12"	6
"ARMC2"	434
"ARMC2-AS1"	0
"ARMC3"	21
"ARMC4"	20
"ARMC4P1"	10
"ARMC5"	132
"ARMC6"	190
"ARMC7"	61
"ARMC8"	779
"ARMC9"	604
"ARMCX1"	310
"ARMCX2"	562
"ARMCX3"	1212
"ARMCX4"	964
"ARMCX5"	170
"ARMCX5-GPRASP2"	1616
"ARMCX6"	133
"ARMS2"	0
"ARMT1"	200
"ARNT"	544
"ARNT2"	7760
"ARNTL"	631
"ARNTL2"	490
"ARNTL2-AS1"	0
"ARPC1A"	645
"ARPC1B"	70
"ARPC2"	951
"ARPC3"	701
"ARPC4"	466
"ARPC4-TTLL3"	228
"ARPC5"	409
"ARPC5L"	333
"ARPIN"	407
"ARPP19"	4723
"ARPP21"	2196
"ARR3"	0
"ARRB1"	3405
"ARRB2"	426
"ARRDC1"	120
"ARRDC1-AS1"	97
"ARRDC2"	182
"ARRDC3"	518
"ARRDC3-AS1"	15
"ARRDC4"	285
"ARRDC5"	1
"ARSA"	306
"ARSB"	258
"ARSD"	142
"ARSD-AS1"	3
"ARSE"	24
"ARSF"	29
"ARSG"	177
"ARSH"	0
"ARSI"	19
"ARSJ"	62
"ARSK"	114
"ART1"	0
"ART3"	167
"ART4"	1
"ART5"	0
"ARTN"	4
"ARV1"	140
"ARVCF"	256
"ARX"	114
"AS-PTPRE"	0
"AS3MT"	44
"ASAH1"	958
"ASAH2"	21
"ASAH2B"	82
"ASAP1"	1564
"ASAP1-IT1"	33
"ASAP1-IT2"	33
"ASAP2"	866
"ASAP3"	188
"ASB1"	728
"ASB10"	0
"ASB11"	1
"ASB12"	1
"ASB13"	263
"ASB14"	0
"ASB15"	0
"ASB16"	0
"ASB16-AS1"	27
"ASB17"	0
"ASB18"	6
"ASB2"	125
"ASB3"	336
"ASB4"	41
"ASB5"	5
"ASB6"	365
"ASB7"	231
"ASB8"	370
"ASB9"	0
"ASB9P1"	0
"ASCC1"	254
"ASCC2"	199
"ASCC3"	829
"ASCL1"	113
"ASCL2"	2
"ASCL3"	0
"ASCL4"	0
"ASCL5"	2
"ASDURF"	98
"ASF1A"	239
"ASF1B"	0
"ASGR1"	46
"ASGR2"	14
"ASH1L"	6362
