gene/TE	/sonas-hs/mhammell/hpc/home/tam/workdir/ALS/regina_samples/BAM/Co-4_S2.bam
"ABHD14A"	264
"ABHD14A-ACY1"	97
"ABHD14B"	104
"ABHD15"	86
"ABHD16A"	537
"ABHD16B"	0
"ABHD17A"	842
"ABHD17B"	646
"ABHD17C"	195
"ABHD18"	329
"ABHD2"	3645
"ABHD3"	102
"ABHD4"	112
"ABHD5"	454
"ABHD6"	552
"ABHD8"	565
"ABI1"	1359
"ABI2"	4985
"ABI3"	56
"ABI3BP"	50
"ABL1"	866
"ABL2"	1969
"ABLIM1"	4724
"ABLIM2"	1566
"ABLIM3"	547
"ABO"	3
"ABR"	6688
"ABRA"	8
"ABRACL"	82
"ABRAXAS1"	51
"ABRAXAS2"	401
"ABT1"	183
"ABTB1"	459
"ABTB2"	184
"ACAA1"	506
"ACAA2"	312
"ACACA"	3093
"ACACB"	1065
"ACAD10"	267
"ACAD11"	543
"ACAD8"	383
"ACAD9"	549
"ACADL"	32
"ACADM"	623
"ACADS"	119
"ACADSB"	1149
"ACADVL"	1733
"ACAN"	133
"ACAP1"	5
"ACAP2"	1577
"ACAP3"	1173
"ACAT1"	650
"ACAT2"	280
"ACBD3"	568
"ACBD3-AS1"	0
"ACBD4"	147
"ACBD5"	1276
"ACBD6"	357
"ACBD7"	962
"ACBD7-DCLRE1CP1"	31
"ACCS"	85
"ACCSL"	2
"ACD"	139
"ACE"	68
"ACE2"	6
"ACER1"	0
"ACER2"	115
"ACER3"	925
"ACHE"	231
"ACIN1"	1388
"ACKR1"	259
"ACKR2"	9
"ACKR3"	82
"ACKR4"	2
"ACLY"	1824
"ACMSD"	0
"ACO1"	688
"ACO2"	4003
"ACOD1"	0
"ACOT1"	21
"ACOT11"	313
"ACOT12"	3
"ACOT13"	329
"ACOT2"	134
"ACOT4"	36
"ACOT6"	7
"ACOT7"	1055
"ACOT8"	193
"ACOT9"	367
"ACOX1"	1834
"ACOX2"	32
"ACOX3"	362
"ACOXL"	0
"ACOXL-AS1"	13
"ACP1"	711
"ACP2"	473
"ACP4"	0
"ACP5"	4
"ACP6"	206
"ACP7"	36
"ACPP"	4
"ACR"	5
"ACRBP"	9
"ACRV1"	17
"ACSBG1"	515
"ACSBG2"	2
"ACSF2"	66
"ACSF3"	208
"ACSL1"	1236
"ACSL3"	4496
"ACSL4"	1302
"ACSL5"	182
"ACSL6"	4253
"ACSM1"	14
"ACSM2A"	0
"ACSM2B"	0
"ACSM3"	4
"ACSM4"	0
"ACSM5"	50
"ACSM6"	0
"ACSS1"	943
"ACSS2"	513
"ACSS3"	287
"ACTA1"	9
"ACTA2"	230
"ACTA2-AS1"	231
"ACTB"	17880
"ACTBL2"	0
"ACTC1"	12
"ACTG1"	6620
"ACTG1P17"	6
"ACTG1P20"	49
"ACTG1P4"	158
"ACTG2"	2
"ACTL10"	3
"ACTL6A"	68
"ACTL6B"	449
"ACTL7A"	0
"ACTL7B"	2
"ACTL8"	2
"ACTL9"	0
"ACTN1"	1459
"ACTN1-AS1"	0
"ACTN2"	712
"ACTN3"	1
"ACTN4"	2568
"ACTR10"	658
"ACTR1A"	2327
"ACTR1B"	1344
"ACTR2"	3898
"ACTR3"	1513
"ACTR3B"	444
"ACTR3BP2"	0
"ACTR3BP5"	1
"ACTR3C"	173
"ACTR5"	161
"ACTR6"	387
"ACTR8"	475
"ACTRT1"	3
"ACTRT2"	1
"ACTRT3"	34
"ACVR1"	295
"ACVR1B"	1058
"ACVR1C"	743
"ACVR2A"	595
"ACVR2B"	752
"ACVR2B-AS1"	19
"ACVRL1"	123
"ACY1"	47
"ACY3"	10
"ACYP1"	118
"ACYP2"	414
"ADA"	29
"ADA2"	104
"ADAD1"	0
"ADAD2"	9
"ADAL"	239
"ADAM10"	1533
"ADAM11"	1108
"ADAM12"	60
"ADAM15"	669
"ADAM17"	729
"ADAM18"	0
"ADAM19"	315
"ADAM1A"	209
"ADAM2"	0
"ADAM20"	226
"ADAM20P1"	185
"ADAM21"	5
"ADAM21P1"	1
"ADAM22"	5518
"ADAM23"	3152
"ADAM28"	211
"ADAM29"	3
"ADAM30"	0
"ADAM32"	226
"ADAM33"	63
"ADAM3A"	0
"ADAM3B"	3
"ADAM5"	2
"ADAM6"	0
"ADAM7"	0
"ADAM8"	27
"ADAM9"	1010
"ADAMDEC1"	0
"ADAMTS1"	446
"ADAMTS10"	288
"ADAMTS12"	5
"ADAMTS13"	163
"ADAMTS14"	63
"ADAMTS15"	28
"ADAMTS16"	72
"ADAMTS17"	208
"ADAMTS18"	130
"ADAMTS19"	99
"ADAMTS19-AS1"	8
"ADAMTS2"	84
"ADAMTS20"	12
"ADAMTS3"	76
"ADAMTS4"	402
"ADAMTS5"	62
"ADAMTS6"	115
"ADAMTS7"	6
"ADAMTS7P1"	50
"ADAMTS8"	152
"ADAMTS9"	228
"ADAMTS9-AS1"	1
"ADAMTS9-AS2"	103
"ADAMTSL1"	100
"ADAMTSL2"	203
"ADAMTSL3"	175
"ADAMTSL4"	14
"ADAMTSL4-AS1"	22
"ADAMTSL5"	4
"ADAP1"	975
"ADAP2"	58
"ADAR"	6157
"ADARB1"	1356
"ADARB2"	989
"ADARB2-AS1"	2
"ADAT1"	619
"ADAT2"	156
"ADAT3"	6
"ADCK1"	160
"ADCK2"	318
"ADCK5"	66
"ADCY1"	9412
"ADCY10"	24
"ADCY10P1"	197
"ADCY2"	2558
"ADCY3"	1034
"ADCY4"	65
"ADCY5"	1325
"ADCY6"	732
"ADCY7"	161
"ADCY8"	503
"ADCY9"	970
"ADCYAP1"	532
"ADCYAP1R1"	2138
"ADD1"	5865
"ADD2"	3174
"ADD3"	4104
"ADD3-AS1"	15
"ADGB"	1
"ADGRA1"	748
"ADGRA1-AS1"	21
"ADGRA2"	189
"ADGRA3"	782
"ADGRB1"	939
"ADGRB2"	2660
"ADGRB3"	4615
"ADGRD1"	77
"ADGRD1-AS1"	0
"ADGRE1"	3
"ADGRE2"	66
"ADGRE3"	0
"ADGRE4P"	4
"ADGRE5"	106
"ADGRF1"	0
"ADGRF2"	17
"ADGRF3"	13
"ADGRF4"	11
"ADGRF5"	697
"ADGRG1"	1785
"ADGRG2"	5
"ADGRG3"	9
"ADGRG4"	3
"ADGRG5"	14
"ADGRG6"	103
"ADGRG7"	0
"ADGRL1"	4364
"ADGRL2"	2980
"ADGRL3"	4427
"ADGRL3-AS1"	0
"ADGRL4"	143
"ADGRV1"	5393
"ADH1A"	1
"ADH1B"	25
"ADH1C"	0
"ADH4"	0
"ADH5"	856
"ADH6"	0
"ADH7"	0
"ADHFE1"	285
"ADI1"	536
"ADIG"	0
"ADIPOQ"	0
"ADIPOQ-AS1"	0
"ADIPOR1"	717
"ADIPOR2"	1601
"ADIRF"	95
"ADK"	496
"ADM"	32
"ADM2"	1
"ADM5"	31
"ADNP"	2095
"ADNP-AS1"	6
"ADNP2"	842
"ADO"	837
"ADORA1"	606
"ADORA2A"	22
"ADORA2A-AS1"	0
"ADORA2B"	63
"ADORA3"	45
"ADPGK"	337
"ADPGK-AS1"	4
"ADPRH"	38
"ADPRHL1"	119
"ADPRHL2"	171
"ADPRM"	90
"ADRA1A"	408
"ADRA1B"	61
"ADRA1D"	40
"ADRA2A"	78
"ADRA2B"	10
"ADRA2C"	15
"ADRB1"	245
"ADRB2"	28
"ADRB3"	6
"ADRM1"	492
"ADSL"	255
"ADSS"	928
"ADSSL1"	68
"ADTRP"	26
"AEBP1"	291
"AEBP2"	1037
"AEN"	96
"AES"	3563
"AFAP1"	875
"AFAP1-AS1"	20
"AFAP1L1"	85
"AFAP1L2"	403
"AFDN"	2846
"AFDN-DT"	6
"AFF1"	1485
"AFF1-AS1"	43
"AFF2"	803
"AFF3"	1581
"AFF4"	3881
"AFG1L"	280
"AFG3L1P"	227
"AFG3L2"	1204
"AFM"	0
"AFMID"	243
"AFP"	5
"AFTPH"	1273
"AGA"	106
"AGAP1"	4600
"AGAP1-IT1"	34
"AGAP11"	25
"AGAP12P"	34
"AGAP2"	3091
"AGAP2-AS1"	6
"AGAP3"	1410
"AGAP4"	248
"AGAP5"	64
"AGAP6"	193
"AGAP7P"	10
"AGAP9"	91
"AGBL1"	11
"AGBL1-AS1"	0
"AGBL2"	6
"AGBL3"	86
"AGBL4"	395
"AGBL4-IT1"	34
"AGBL5"	190
"AGBL5-AS1"	1
"AGER"	21
"AGFG1"	2446
"AGFG2"	462
"AGGF1"	1024
"AGK"	678
"AGL"	1236
"AGMAT"	50
"AGMO"	18
"AGO1"	1783
"AGO2"	2356
"AGO3"	653
"AGO4"	985
"AGPAT1"	713
"AGPAT2"	72
"AGPAT3"	2415
"AGPAT4"	1344
"AGPAT4-IT1"	86
"AGPAT5"	631
"AGPS"	918
"AGR2"	0
"AGR3"	0
"AGRN"	863
"AGRP"	2
"AGT"	3182
"AGTPBP1"	3303
"AGTR1"	1
"AGTR2"	0
"AGTRAP"	43
"AGXT"	0
"AGXT2"	0
"AHCTF1"	1954
"AHCTF1P1"	9
"AHCY"	545
"AHCYL1"	5408
"AHCYL2"	2123
"AHDC1"	758
"AHI1"	4433
"AHNAK"	9730
"AHNAK2"	2739
"AHR"	407
"AHRR"	69
"AHSA1"	1077
"AHSA2P"	758
"AHSG"	1
"AHSP"	0
"AICDA"	0
"AIDA"	1024
"AIF1"	45
"AIF1L"	1244
"AIFM1"	316
"AIFM2"	108
"AIFM3"	726
"AIG1"	524
"AIM2"	2
"AIMP1"	320
"AIMP2"	129
"AIP"	400
"AIPL1"	3
"AIRE"	5
"AIRN"	5
"AJAP1"	592
"AJM1"	156
"AJUBA"	19
"AK1"	475
"AK2"	856
"AK3"	799
"AK4"	1343
"AK5"	3485
"AK6"	163
"AK7"	22
"AK8"	38
"AK9"	397
"AKAIN1"	33
"AKAP1"	1059
"AKAP10"	1118
"AKAP11"	10927
"AKAP12"	5562
"AKAP13"	1420
"AKAP14"	0
"AKAP17A"	161
"AKAP2"	724
"AKAP3"	24
"AKAP4"	0
"AKAP5"	736
"AKAP6"	8551
"AKAP7"	485
"AKAP8"	492
"AKAP8L"	722
"AKAP9"	4511
"AKIP1"	136
"AKIRIN1"	912
"AKIRIN2"	283
"AKNA"	286
"AKNAD1"	5
"AKR1A1"	328
"AKR1B1"	659
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	41
"AKR1C2"	30
"AKR1C3"	38
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	0
"AKR1E2"	111
"AKR7A2"	381
"AKR7A2P1"	2
"AKR7A3"	35
"AKR7L"	48
"AKT1"	1059
"AKT1S1"	185
"AKT2"	707
"AKT3"	8408
"AKTIP"	912
"ALAD"	928
"ALAS1"	678
"ALAS2"	7
"ALB"	32
"ALCAM"	1961
"ALDH16A1"	106
"ALDH18A1"	428
"ALDH1A1"	765
"ALDH1A2"	35
"ALDH1A3"	229
"ALDH1B1"	229
"ALDH1L1"	1044
"ALDH1L1-AS1"	2
"ALDH1L1-AS2"	49
"ALDH1L2"	321
"ALDH2"	1686
"ALDH3A1"	4
"ALDH3A2"	856
"ALDH3B1"	46
"ALDH3B2"	0
"ALDH4A1"	728
"ALDH5A1"	1742
"ALDH6A1"	2322
"ALDH7A1"	1263
"ALDH8A1"	107
"ALDH9A1"	690
"ALDOA"	10036
"ALDOB"	4
"ALDOC"	8766
"ALG1"	243
"ALG10"	112
"ALG10B"	316
"ALG11"	249
"ALG12"	146
"ALG13"	708
"ALG14"	69
"ALG1L"	14
"ALG1L2"	9
"ALG1L9P"	124
"ALG2"	278
"ALG3"	93
"ALG5"	181
"ALG6"	197
"ALG8"	155
"ALG9"	667
"ALK"	182
"ALKAL1"	1
"ALKAL2"	3
"ALKBH1"	162
"ALKBH2"	63
"ALKBH3"	264
"ALKBH3-AS1"	0
"ALKBH4"	127
"ALKBH5"	1700
"ALKBH6"	120
"ALKBH7"	133
"ALKBH8"	313
"ALLC"	4
"ALMS1"	3091
"ALMS1-IT1"	26
"ALMS1P1"	44
"ALOX12"	0
"ALOX12-AS1"	33
"ALOX12B"	23
"ALOX12P2"	87
"ALOX15"	2
"ALOX15B"	23
"ALOX15P1"	10
"ALOX5"	90
"ALOX5AP"	33
"ALOXE3"	38
"ALPI"	0
"ALPK1"	104
"ALPK2"	4
"ALPK3"	203
"ALPL"	106
"ALPP"	0
"ALPPL2"	0
"ALS2"	1930
"ALS2CL"	150
"ALS2CR12"	140
"ALX1"	0
"ALX3"	4
"ALX4"	4
"ALYREF"	169
"AMACR"	183
"AMBN"	0
"AMBP"	0
"AMBRA1"	999
"AMD1"	2331
"AMDHD1"	6
"AMDHD2"	145
"AMELX"	0
"AMELY"	0
"AMER1"	395
"AMER2"	6822
"AMER3"	691
"AMFR"	1903
"AMH"	19
"AMHR2"	0
"AMIGO1"	1444
"AMIGO2"	55
"AMIGO3"	28
"AMMECR1"	207
"AMMECR1L"	341
"AMN"	2
"AMN1"	594
"AMOT"	1872
"AMOTL1"	754
"AMOTL2"	939
"AMPD1"	1
"AMPD2"	1514
"AMPD3"	628
"AMPH"	2513
"AMT"	134
"AMTN"	0
"AMY1A"	0
"AMY1B"	0
"AMY1C"	0
"AMY2A"	17
"AMY2B"	729
"AMZ1"	173
"AMZ2"	1017
"AMZ2P1"	301
"ANAPC1"	1417
"ANAPC10"	126
"ANAPC11"	222
"ANAPC13"	511
"ANAPC15"	206
"ANAPC16"	421
"ANAPC1P1"	2
"ANAPC2"	381
"ANAPC4"	520
"ANAPC5"	1587
"ANAPC7"	674
"ANG"	5
"ANGEL1"	639
"ANGEL2"	848
"ANGPT1"	34
"ANGPT2"	102
"ANGPT4"	6
"ANGPTL1"	10
"ANGPTL2"	96
"ANGPTL3"	0
"ANGPTL4"	170
"ANGPTL5"	1
"ANGPTL6"	10
"ANGPTL7"	8
"ANGPTL8"	6
"ANHX"	0
"ANK1"	1572
"ANK2"	30058
"ANK3"	14774
"ANKAR"	278
"ANKDD1A"	308
"ANKDD1B"	18
"ANKEF1"	43
"ANKFN1"	28
"ANKFY1"	1868
"ANKH"	3712
"ANKHD1"	1301
"ANKHD1-EIF4EBP3"	1217
"ANKIB1"	2472
"ANKK1"	13
"ANKLE1"	12
"ANKLE2"	824
"ANKMY1"	299
"ANKMY2"	766
"ANKRA2"	179
"ANKRD1"	2
"ANKRD10"	1182
"ANKRD11"	2095
"ANKRD12"	4666
"ANKRD13A"	569
"ANKRD13B"	283
"ANKRD13C"	1108
"ANKRD13D"	342
"ANKRD16"	221
"ANKRD17"	4611
"ANKRD18A"	240
"ANKRD18B"	185
"ANKRD18CP"	343
"ANKRD18DP"	55
"ANKRD19P"	173
"ANKRD2"	53
"ANKRD20A1"	31
"ANKRD20A11P"	0
"ANKRD20A12P"	107
"ANKRD20A19P"	8
"ANKRD20A2"	0
"ANKRD20A3"	74
"ANKRD20A4"	37
"ANKRD20A4-ANKRD20A20P"	533
"ANKRD20A5P"	66
"ANKRD20A8P"	105
"ANKRD20A9P"	16
"ANKRD22"	16
"ANKRD23"	129
"ANKRD24"	655
"ANKRD26"	1455
"ANKRD26P1"	0
"ANKRD26P3"	37
"ANKRD27"	718
"ANKRD28"	1701
"ANKRD29"	317
"ANKRD30A"	0
"ANKRD30B"	43
"ANKRD30BL"	2526
"ANKRD30BP2"	9
"ANKRD30BP3"	0
"ANKRD31"	52
"ANKRD33"	1
"ANKRD33B"	1751
"ANKRD34A"	285
"ANKRD34B"	13
"ANKRD34C"	292
"ANKRD34C-AS1"	30
"ANKRD35"	166
"ANKRD36"	2659
"ANKRD36B"	1195
"ANKRD36BP1"	0
"ANKRD36BP2"	459
"ANKRD36C"	2418
"ANKRD37"	47
"ANKRD39"	106
"ANKRD40"	1857
"ANKRD42"	598
"ANKRD44"	591
"ANKRD44-IT1"	22
"ANKRD45"	91
"ANKRD46"	1057
"ANKRD49"	131
"ANKRD50"	714
"ANKRD52"	1340
"ANKRD53"	2
"ANKRD54"	327
"ANKRD55"	31
"ANKRD6"	275
"ANKRD60"	0
"ANKRD61"	1
"ANKRD62"	114
"ANKRD62P1-PARP4P3"	5
"ANKRD63"	14
"ANKRD65"	246
"ANKRD66"	1
"ANKRD7"	31
"ANKRD9"	551
"ANKS1A"	982
"ANKS1B"	4265
"ANKS3"	259
"ANKS4B"	2
"ANKS6"	545
"ANKUB1"	1
"ANKZF1"	495
"ANLN"	1799
"ANO1"	41
"ANO1-AS2"	0
"ANO10"	405
"ANO2"	50
"ANO3"	245
"ANO4"	671
"ANO5"	1759
"ANO6"	443
"ANO7"	10
"ANO8"	409
"ANO9"	0
"ANOS1"	510
"ANP32A"	861
"ANP32A-IT1"	64
"ANP32AP1"	0
"ANP32B"	222
"ANP32C"	9
"ANP32D"	8
"ANP32E"	712
"ANPEP"	17
"ANTXR1"	543
"ANTXR2"	207
"ANTXRL"	0
"ANTXRLP1"	0
"ANXA1"	118
"ANXA10"	0
"ANXA11"	1010
"ANXA13"	1
"ANXA2"	160
"ANXA2P1"	0
"ANXA2P2"	1
"ANXA2P3"	27
"ANXA2R"	14
"ANXA3"	116
"ANXA4"	262
"ANXA5"	604
"ANXA6"	4924
"ANXA7"	1442
"ANXA8"	1
"ANXA8L1"	0
"ANXA9"	1
"AOAH"	97
"AOAH-IT1"	5
"AOC1"	0
"AOC2"	62
"AOC3"	25
"AOC4P"	1
"AOX1"	43
"AOX3P-AOX2P"	2
"AP1AR"	561
"AP1B1"	2068
"AP1B1P1"	0
"AP1G1"	2348
"AP1G2"	807
"AP1M1"	747
"AP1M2"	0
"AP1S1"	534
"AP1S2"	660
"AP1S3"	67
"AP2A1"	1952
"AP2A2"	1712
"AP2B1"	5911
"AP2M1"	4062
"AP2S1"	444
"AP3B1"	774
"AP3B2"	1686
"AP3D1"	2178
"AP3M1"	511
"AP3M2"	1239
"AP3S1"	541
"AP3S2"	573
"AP4B1"	411
"AP4B1-AS1"	2
"AP4E1"	408
"AP4M1"	130
"AP4S1"	438
"AP5B1"	532
"AP5M1"	1103
"AP5S1"	121
"AP5Z1"	276
"APAF1"	278
"APBA1"	2229
"APBA2"	3244
"APBA3"	85
"APBB1"	4331
"APBB1IP"	90
"APBB2"	2024
"APBB3"	380
"APC"	10742
"APC2"	2510
"APCDD1"	512
"APCDD1L"	0
"APCDD1L-AS1"	13
"APCS"	0
"APEH"	684
"APELA"	0
"APEX1"	604
"APEX2"	75
"APH1A"	500
"APH1B"	540
"API5"	1775
"APIP"	224
"APLF"	261
"APLN"	97
"APLNR"	170
"APLP1"	5186
"APLP2"	6175
"APMAP"	1340
"APOA1"	1
"APOA1-AS"	0
"APOA2"	0
"APOA4"	0
"APOA5"	0
"APOB"	17
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	0
"APOBEC3A_B"	0
"APOBEC3B"	0
"APOBEC3B-AS1"	0
"APOBEC3C"	6
"APOBEC3D"	5
"APOBEC3F"	19
"APOBEC3G"	21
"APOBEC3H"	2
"APOBEC4"	0
"APOBR"	20
"APOC1"	37
"APOC1P1"	0
"APOC2"	36
"APOC3"	0
"APOC4"	0
"APOC4-APOC2"	36
"APOD"	1695
"APOE"	3103
"APOF"	0
"APOH"	0
"APOL1"	65
"APOL2"	1222
"APOL3"	38
"APOL4"	13
"APOL5"	4
"APOL6"	175
"APOLD1"	770
"APOM"	14
"APOO"	274
"APOOL"	588
"APOOP5"	0
"APOPT1"	201
"APP"	18948
"APPBP2"	1945
"APPL1"	1877
"APPL2"	766
"APRT"	130
"APTR"	43
"APTX"	351
"AQP1"	287
"AQP10"	0
"AQP11"	74
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	4
"AQP4"	11452
"AQP4-AS1"	70
"AQP5"	7
"AQP6"	11
"AQP7"	7
"AQP7P1"	29
"AQP7P3"	6
"AQP8"	7
"AQP9"	21
"AQR"	1143
"AR"	136
"ARAF"	235
"ARAP1"	664
"ARAP1-AS2"	0
"ARAP2"	5219
"ARAP3"	259
"ARC"	134
"ARCN1"	1778
"AREG"	0
"AREL1"	1039
"ARF1"	2696
"ARF3"	4874
"ARF4"	646
"ARF4-AS1"	9
"ARF5"	892
"ARF6"	610
"ARFGAP1"	955
"ARFGAP2"	1309
"ARFGAP3"	483
"ARFGEF1"	2152
"ARFGEF2"	4159
"ARFGEF3"	6162
"ARFIP1"	335
"ARFIP2"	601
"ARFRP1"	299
"ARG1"	8
"ARG2"	197
"ARGFX"	0
"ARGFXP2"	0
"ARGLU1"	1470
"ARHGAP1"	854
"ARHGAP10"	760
"ARHGAP11A"	72
"ARHGAP11B"	6
"ARHGAP12"	1191
"ARHGAP15"	25
"ARHGAP17"	333
"ARHGAP18"	94
"ARHGAP19"	148
"ARHGAP19-SLIT1"	72
"ARHGAP20"	949
"ARHGAP21"	11055
"ARHGAP22"	196
"ARHGAP22-IT1"	13
"ARHGAP23"	1314
"ARHGAP24"	202
"ARHGAP25"	52
"ARHGAP26"	5157
"ARHGAP26-AS1"	0
"ARHGAP26-IT1"	39
"ARHGAP27"	208
"ARHGAP27P1"	110
"ARHGAP27P1-BPTFP1-KPNA2P3"	486
"ARHGAP27P2"	6
"ARHGAP28"	22
"ARHGAP29"	870
"ARHGAP30"	40
"ARHGAP31"	822
"ARHGAP31-AS1"	0
"ARHGAP32"	8396
"ARHGAP33"	361
"ARHGAP35"	5062
"ARHGAP36"	8
"ARHGAP39"	595
"ARHGAP4"	72
"ARHGAP40"	1
"ARHGAP42"	257
"ARHGAP44"	1351
"ARHGAP45"	83
"ARHGAP5"	7936
"ARHGAP5-AS1"	45
"ARHGAP6"	62
"ARHGAP8"	17
"ARHGAP9"	97
"ARHGDIA"	843
"ARHGDIB"	111
"ARHGDIG"	497
"ARHGEF1"	259
"ARHGEF10"	735
"ARHGEF10L"	631
"ARHGEF11"	2948
"ARHGEF12"	8287
"ARHGEF15"	37
"ARHGEF16"	6
"ARHGEF17"	1874
"ARHGEF18"	709
"ARHGEF19"	4
"ARHGEF2"	1733
"ARHGEF25"	832
"ARHGEF26"	553
"ARHGEF26-AS1"	137
"ARHGEF28"	195
"ARHGEF3"	1509
"ARHGEF3-AS1"	0
"ARHGEF33"	153
"ARHGEF34P"	2
"ARHGEF35"	5
"ARHGEF37"	568
"ARHGEF38"	0
"ARHGEF38-IT1"	0
"ARHGEF39"	6
"ARHGEF4"	2423
"ARHGEF40"	396
"ARHGEF5"	11
"ARHGEF6"	792
"ARHGEF7"	3662
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	16
"ARHGEF9"	4236
"ARHGEF9-IT1"	12
"ARID1A"	1664
"ARID1B"	1799
"ARID2"	1039
"ARID3A"	29
"ARID3B"	101
"ARID3C"	14
"ARID4A"	1173
"ARID4B"	1484
"ARID5A"	121
"ARID5B"	2064
"ARIH1"	1978
"ARIH2"	1525
"ARIH2OS"	15
"ARL1"	1080
"ARL10"	312
"ARL11"	6
"ARL13A"	0
"ARL13B"	213
"ARL14"	2
"ARL14EP"	453
"ARL14EPL"	0
"ARL15"	286
"ARL16"	145
"ARL17A"	458
"ARL17B"	384
"ARL2"	439
"ARL2-SNX15"	240
"ARL2BP"	717
"ARL3"	779
"ARL4A"	491
"ARL4C"	1473
"ARL4D"	51
"ARL5A"	707
"ARL5B"	817
"ARL5C"	2
"ARL6"	517
"ARL6IP1"	5528
"ARL6IP4"	821
"ARL6IP5"	2038
"ARL6IP6"	104
"ARL8A"	608
"ARL8B"	2651
"ARL9"	17
"ARMC1"	1070
"ARMC10"	388
"ARMC12"	6
"ARMC2"	350
"ARMC2-AS1"	0
"ARMC3"	18
"ARMC4"	13
"ARMC4P1"	9
"ARMC5"	190
"ARMC6"	308
"ARMC7"	73
"ARMC8"	1272
"ARMC9"	593
"ARMCX1"	372
"ARMCX2"	563
"ARMCX3"	1679
"ARMCX4"	1178
"ARMCX5"	304
"ARMCX5-GPRASP2"	2024
"ARMCX6"	114
"ARMS2"	0
"ARMT1"	282
"ARNT"	801
"ARNT2"	6605
"ARNTL"	926
"ARNTL2"	503
"ARNTL2-AS1"	0
"ARPC1A"	776
"ARPC1B"	137
"ARPC2"	990
"ARPC3"	797
"ARPC4"	645
"ARPC4-TTLL3"	303
"ARPC5"	499
"ARPC5L"	511
"ARPIN"	416
"ARPP19"	4695
"ARPP21"	2792
"ARR3"	0
"ARRB1"	3828
"ARRB2"	372
"ARRDC1"	79
"ARRDC1-AS1"	114
"ARRDC2"	574
"ARRDC3"	788
"ARRDC3-AS1"	13
"ARRDC4"	407
"ARRDC5"	7
"ARSA"	404
"ARSB"	377
"ARSD"	182
"ARSD-AS1"	1
"ARSE"	21
"ARSF"	27
"ARSG"	351
"ARSH"	1
"ARSI"	29
"ARSJ"	94
"ARSK"	86
"ART1"	3
"ART3"	237
"ART4"	0
"ART5"	0
"ARTN"	4
"ARV1"	269
"ARVCF"	300
"ARX"	122
"AS-PTPRE"	0
"AS3MT"	83
"ASAH1"	1440
"ASAH2"	20
"ASAH2B"	177
"ASAP1"	1737
"ASAP1-IT1"	57
"ASAP1-IT2"	31
"ASAP2"	1009
"ASAP3"	325
"ASB1"	962
"ASB10"	0
"ASB11"	2
"ASB12"	1
"ASB13"	666
"ASB14"	1
"ASB15"	0
"ASB16"	3
"ASB16-AS1"	27
"ASB17"	0
"ASB18"	0
"ASB2"	82
"ASB3"	438
"ASB4"	46
"ASB5"	5
"ASB6"	466
"ASB7"	293
"ASB8"	682
"ASB9"	3
"ASB9P1"	0
"ASCC1"	352
"ASCC2"	260
"ASCC3"	1289
"ASCL1"	149
"ASCL2"	0
"ASCL3"	0
"ASCL4"	1
"ASCL5"	2
"ASDURF"	102
