gene/TE	/sonas-hs/mhammell/hpc/home/tam/workdir/ALS/regina_samples/BAM/Co-2_S2.bam
"ADAMTSL4-AS1"	71
"ADAMTSL5"	28
"ADAP1"	2697
"ADAP2"	350
"ADAR"	14839
"ADARB1"	3076
"ADARB2"	2643
"ADARB2-AS1"	3
"ADAT1"	1017
"ADAT2"	401
"ADAT3"	41
"ADCK1"	307
"ADCK2"	1067
"ADCK5"	326
"ADCY1"	20495
"ADCY10"	63
"ADCY10P1"	302
"ADCY2"	7556
"ADCY3"	2499
"ADCY4"	103
"ADCY5"	3340
"ADCY6"	2098
"ADCY7"	690
"ADCY8"	1105
"ADCY9"	2510
"ADCYAP1"	262
"ADCYAP1R1"	9148
"ADD1"	11598
"ADD2"	6985
"ADD3"	12119
"ADD3-AS1"	93
"ADGB"	9
"ADGRA1"	1074
"ADGRA1-AS1"	19
"ADGRA2"	715
"ADGRA3"	2429
"ADGRB1"	3083
"ADGRB2"	8489
"ADGRB3"	12687
"ADGRD1"	117
"ADGRD1-AS1"	0
"ADGRE1"	5
"ADGRE2"	42
"ADGRE3"	5
"ADGRE4P"	25
"ADGRE5"	164
"ADGRF1"	0
"ADGRF2"	33
"ADGRF3"	36
"ADGRF4"	23
"ADGRF5"	2043
"ADGRG1"	3909
"ADGRG2"	10
"ADGRG3"	5
"ADGRG4"	7
"ADGRG5"	29
"ADGRG6"	134
"ADGRG7"	0
"ADGRL1"	8919
"ADGRL2"	4801
"ADGRL3"	15159
"ADGRL3-AS1"	0
"ADGRL4"	157
"ADGRV1"	23458
"ADH1A"	1
"ADH1B"	28
"ADH1C"	1
"ADH4"	0
"ADH5"	2735
"ADH6"	0
"ADH7"	0
"ADHFE1"	808
"ADI1"	1405
"ADIG"	3
"ADIPOQ"	2
"ADIPOQ-AS1"	2
"ADIPOR1"	2060
"ADIPOR2"	1975
"ADIRF"	713
"ADK"	724
"ADM"	41
"ADM2"	0
"ADM5"	33
"ADNP"	4632
"ADNP-AS1"	32
"ADNP2"	1544
"ADO"	1375
"ADORA1"	1177
"ADORA2A"	65
"ADORA2A-AS1"	1
"ADORA2B"	201
"ADORA3"	133
"ADPGK"	907
"ADPGK-AS1"	12
"ADPRH"	98
"ADPRHL1"	226
"ADPRHL2"	525
"ADPRM"	245
"ADRA1A"	1505
"ADRA1B"	350
"ADRA1D"	40
"ADRA2A"	131
"ADRA2B"	20
"ADRA2C"	164
"ADRB1"	620
"ADRB2"	120
"ADRB3"	22
"ADRM1"	1267
"ADSL"	807
"ADSS"	1839
"ADSSL1"	66
"ADTRP"	42
"AEBP1"	848
"AEBP2"	2001
"AEN"	313
"AES"	7726
"AFAP1"	2433
"AFAP1-AS1"	28
"AFAP1L1"	151
"AFAP1L2"	1220
"AFDN"	6353
"AFDN-DT"	34
"AFF1"	2872
"AFF1-AS1"	62
"AFF2"	2448
"AFF3"	4136
"AFF4"	10774
"AFG1L"	555
"AFG3L1P"	532
"AFG3L2"	3164
"AFM"	0
"AFMID"	456
"AFP"	5
"AFTPH"	2622
"AGA"	292
"AGAP1"	10503
"AGAP1-IT1"	77
"AGAP11"	117
"AGAP12P"	155
"AGAP2"	11825
"AGAP2-AS1"	12
"AGAP3"	4371
"AGAP4"	440
"AGAP5"	177
"AGAP6"	511
"AGAP7P"	60
"AGAP9"	121
"AGBL1"	90
"AGBL1-AS1"	0
"AGBL2"	45
"AGBL3"	221
"AGBL4"	885
"AGBL4-IT1"	52
"AGBL5"	488
"AGBL5-AS1"	3
"AGER"	44
"AGFG1"	4992
"AGFG2"	1003
"AGGF1"	2563
"AGK"	1587
"AGL"	3294
"AGMAT"	81
"AGMO"	20
"AGO1"	3768
"AGO2"	4503
"AGO3"	1469
"AGO4"	2426
"AGPAT1"	1833
"AGPAT2"	210
"AGPAT3"	5867
"AGPAT4"	3432
"AGPAT4-IT1"	234
"AGPAT5"	2297
"AGPS"	2415
"AGR2"	1
"AGR3"	0
"AGRN"	2281
"AGRP"	6
"AGT"	6416
"AGTPBP1"	6866
"AGTR1"	13
"AGTR2"	20
"AGTRAP"	196
"AGXT"	0
"AGXT2"	0
"AHCTF1"	4196
"AHCTF1P1"	31
"AHCY"	1341
"AHCYL1"	15345
"AHCYL2"	3860
"AHDC1"	2035
"AHI1"	7696
"AHNAK"	32587
"AHNAK2"	5518
"AHR"	1135
"AHRR"	251
"AHSA1"	1918
"AHSA2P"	1969
"AHSG"	3
"AHSP"	0
"AICDA"	0
"AIDA"	1839
"AIF1"	283
"AIF1L"	1490
"AIFM1"	592
"AIFM2"	529
"AIFM3"	1859
"AIG1"	1327
"AIM2"	32
"AIMP1"	809
"AIMP2"	309
"AIP"	773
"AIPL1"	11
"AIRE"	23
"AIRN"	9
"AJAP1"	1796
"AJM1"	496
"AJUBA"	51
"AK1"	1258
"AK2"	1711
"AK3"	1900
"AK4"	4813
"AK5"	11521
"AK6"	484
"AK7"	134
"AK8"	121
"AK9"	894
"AKAIN1"	301
"AKAP1"	2385
"AKAP10"	2457
"AKAP11"	23116
"AKAP12"	16150
"AKAP13"	4132
"AKAP14"	12
"AKAP17A"	394
"AKAP2"	1166
"AKAP3"	31
"AKAP4"	0
"AKAP5"	5102
"AKAP6"	16231
"AKAP7"	1231
"AKAP8"	1045
"AKAP8L"	1725
"AKAP9"	12718
"AKIP1"	292
"AKIRIN1"	2279
"AKIRIN2"	891
"AKNA"	816
"AKNAD1"	9
"AKR1A1"	789
"AKR1B1"	1521
"AKR1B10"	1
"AKR1B15"	0
"AKR1C1"	197
"AKR1C2"	142
"AKR1C3"	261
"AKR1C4"	0
"AKR1C6P"	1
"AKR1C8P"	1
"AKR1D1"	0
"AKR1E2"	294
"AKR7A2"	1157
"AKR7A2P1"	24
"AKR7A3"	83
"AKR7L"	96
"AKT1"	2630
"AKT1S1"	363
"AKT2"	2177
"AKT3"	18901
"AKTIP"	2118
"ALAD"	1895
"ALAS1"	1451
"ALAS2"	26
"ALB"	51
"ALCAM"	3085
"ALDH16A1"	210
"ALDH18A1"	1124
"ALDH1A1"	3491
"ALDH1A2"	98
"ALDH1A3"	301
"ALDH1B1"	441
"ALDH1L1"	3466
"ALDH1L1-AS1"	2
"ALDH1L1-AS2"	125
"ALDH1L2"	763
"ALDH2"	4958
"ALDH3A1"	9
"ALDH3A2"	3072
"ALDH3B1"	47
"ALDH3B2"	1
"ALDH4A1"	2064
"ALDH5A1"	4626
"ALDH6A1"	8389
"ALDH7A1"	3342
"ALDH8A1"	306
"ALDH9A1"	2657
"ALDOA"	23780
"ALDOB"	9
"ALDOC"	26639
"ALG1"	538
"ALG10"	240
"ALG10B"	940
"ALG11"	599
"ALG12"	452
"ALG13"	1321
"ALG14"	216
"ALG1L"	45
"ALG1L2"	23
"ALG1L9P"	358
"ALG2"	639
"ALG3"	196
"ALG5"	405
"ALG6"	392
"ALG8"	540
"ALG9"	1390
"ALK"	456
"ALKAL1"	5
"ALKAL2"	19
"ALKBH1"	354
"ALKBH2"	158
"ALKBH3"	542
"ALKBH3-AS1"	0
"ALKBH4"	458
"ALKBH5"	3890
"ALKBH6"	299
"ALKBH7"	478
"ALKBH8"	674
"ALLC"	3
"ALMS1"	8444
"ALMS1-IT1"	72
"ALMS1P1"	154
"ALOX12"	0
"ALOX12-AS1"	82
"ALOX12B"	29
"ALOX12P2"	212
"ALOX15"	28
"ALOX15B"	25
"ALOX15P1"	20
"ALOX5"	327
"ALOX5AP"	128
"ALOXE3"	94
"ALPI"	0
"ALPK1"	230
"ALPK2"	7
"ALPK3"	289
"ALPL"	283
"ALPP"	0
"ALPPL2"	0
"ALS2"	5013
"ALS2CL"	680
"ALS2CR12"	391
"ALX1"	2
"ALX3"	5
"ALX4"	10
"ALYREF"	521
"AMACR"	645
"AMBN"	4
"AMBP"	2
"AMBRA1"	2195
"AMD1"	5556
"AMDHD1"	15
"AMDHD2"	532
"AMELX"	0
"AMELY"	0
"AMER1"	753
"AMER2"	10890
"AMER3"	2729
"AMFR"	5759
"AMH"	67
"AMHR2"	0
"AMIGO1"	3890
"AMIGO2"	276
"AMIGO3"	90
"AMMECR1"	303
"AMMECR1L"	800
"AMN"	7
"AMN1"	1206
"AMOT"	4533
"AMOTL1"	2311
"AMOTL2"	1991
"AMPD1"	0
"AMPD2"	3952
"AMPD3"	871
"AMPH"	6557
"AMT"	436
"AMTN"	0
"AMY1A"	0
"AMY1B"	0
"AMY1C"	0
"AMY2A"	50
"AMY2B"	1886
"AMZ1"	931
"AMZ2"	2034
"AMZ2P1"	724
"ANAPC1"	2912
"ANAPC10"	379
"ANAPC11"	611
"ANAPC13"	1124
"ANAPC15"	444
"ANAPC16"	1112
"ANAPC1P1"	10
"ANAPC2"	933
"ANAPC4"	1368
"ANAPC5"	3684
"ANAPC7"	1424
"ANG"	20
"ANGEL1"	1666
"ANGEL2"	2693
"ANGPT1"	334
"ANGPT2"	69
"ANGPT4"	13
"ANGPTL1"	64
"ANGPTL2"	287
"ANGPTL3"	0
"ANGPTL4"	106
"ANGPTL5"	10
"ANGPTL6"	33
"ANGPTL7"	24
"ANGPTL8"	5
"ANHX"	0
"ANK1"	2625
"ANK2"	72597
"ANK3"	25481
"ANKAR"	804
"ANKDD1A"	914
"ANKDD1B"	66
"ANKEF1"	164
"ANKFN1"	179
"ANKFY1"	4133
"ANKH"	6167
"ANKHD1"	2709
"ANKHD1-EIF4EBP3"	2529
"ANKIB1"	5352
"ANKK1"	23
"ANKLE1"	45
"ANKLE2"	1988
"ANKMY1"	549
"ANKMY2"	2319
"ANKRA2"	495
"ANKRD1"	3
"ANKRD10"	2718
"ANKRD11"	4828
"ANKRD12"	11031
"ANKRD13A"	1399
"ANKRD13B"	969
"ANKRD13C"	2409
"ANKRD13D"	1108
"ANKRD16"	696
"ANKRD17"	10827
"ANKRD18A"	415
"ANKRD18B"	1254
"ANKRD18CP"	654
"ANKRD18DP"	68
"ANKRD19P"	702
"ANKRD2"	49
"ANKRD20A1"	75
"ANKRD20A11P"	154
"ANKRD20A12P"	60
"ANKRD20A19P"	152
"ANKRD20A2"	88
"ANKRD20A3"	267
"ANKRD20A4"	129
"ANKRD20A4-ANKRD20A20P"	1711
"ANKRD20A5P"	621
"ANKRD20A8P"	256
"ANKRD20A9P"	180
"ANKRD22"	2
"ANKRD23"	307
"ANKRD24"	1466
"ANKRD26"	3801
"ANKRD26P1"	3
"ANKRD26P3"	296
"ANKRD27"	1641
"ANKRD28"	4240
"ANKRD29"	622
"ANKRD30A"	3
"ANKRD30B"	568
"ANKRD30BL"	8684
"ANKRD30BP2"	28
"ANKRD30BP3"	1
"ANKRD31"	129
"ANKRD33"	10
"ANKRD33B"	3134
"ANKRD34A"	598
"ANKRD34B"	20
"ANKRD34C"	238
"ANKRD34C-AS1"	65
"ANKRD35"	363
"ANKRD36"	7697
"ANKRD36B"	3342
"ANKRD36BP1"	0
"ANKRD36BP2"	1045
"ANKRD36C"	7007
"ANKRD37"	160
"ANKRD39"	263
"ANKRD40"	3641
"ANKRD42"	1406
"ANKRD44"	1285
"ANKRD44-IT1"	91
"ANKRD45"	290
"ANKRD46"	2563
"ANKRD49"	332
"ANKRD50"	2124
"ANKRD52"	2783
"ANKRD53"	6
"ANKRD54"	703
"ANKRD55"	60
"ANKRD6"	1549
"ANKRD60"	0
"ANKRD61"	5
"ANKRD62"	436
"ANKRD62P1-PARP4P3"	31
"ANKRD63"	291
"ANKRD65"	556
"ANKRD66"	10
"ANKRD7"	105
"ANKRD9"	1172
"ANKS1A"	2406
"ANKS1B"	8970
"ANKS3"	625
"ANKS4B"	6
"ANKS6"	1033
"ANKUB1"	11
"ANKZF1"	1363
"ANLN"	735
"ANO1"	151
"ANO1-AS2"	0
"ANO10"	1171
"ANO2"	127
"ANO3"	3006
"ANO4"	1309
"ANO5"	3504
"ANO6"	1158
"ANO7"	26
"ANO8"	1045
"ANO9"	1
"ANOS1"	1518
"ANP32A"	2234
"ANP32A-IT1"	226
"ANP32AP1"	1
"ANP32B"	350
"ANP32C"	36
"ANP32D"	7
"ANP32E"	2181
"ANPEP"	20
"ANTXR1"	1849
"ANTXR2"	240
"ANTXRL"	3
"ANTXRLP1"	0
"ANXA1"	203
"ANXA10"	0
"ANXA11"	3207
"ANXA13"	0
"ANXA2"	201
"ANXA2P1"	0
"ANXA2P2"	1
"ANXA2P3"	21
"ANXA2R"	26
"ANXA3"	96
"ANXA4"	392
"ANXA5"	1662
"ANXA6"	8743
"ANXA7"	3822
"ANXA8"	5
"ANXA8L1"	2
"ANXA9"	7
"AOAH"	259
"AOAH-IT1"	9
"AOC1"	0
"AOC2"	101
"AOC3"	27
"AOC4P"	0
"AOX1"	123
"AOX3P-AOX2P"	0
"AP1AR"	995
"AP1B1"	4183
"AP1B1P1"	0
"AP1G1"	5567
"AP1G2"	2570
"AP1M1"	2156
"AP1M2"	12
"AP1S1"	2216
"AP1S2"	1486
"AP1S3"	178
"AP2A1"	5362
"AP2A2"	5166
"AP2B1"	14234
"AP2M1"	10540
"AP2S1"	1543
"AP3B1"	1351
"AP3B2"	4987
"AP3D1"	5616
"AP3M1"	1381
"AP3M2"	3917
"AP3S1"	1601
"AP3S2"	1584
"AP4B1"	1131
"AP4B1-AS1"	5
"AP4E1"	857
"AP4M1"	316
"AP4S1"	1508
"AP5B1"	1636
"AP5M1"	2523
"AP5S1"	445
"AP5Z1"	762
"APAF1"	1053
"APBA1"	7579
"APBA2"	8117
"APBA3"	214
"APBB1"	9621
"APBB1IP"	432
"APBB2"	2945
"APBB3"	1055
"APC"	28644
"APC2"	6315
"APCDD1"	1557
"APCDD1L"	17
"APCDD1L-AS1"	20
"APCS"	0
"APEH"	1606
"APELA"	1
"APEX1"	907
"APEX2"	180
"APH1A"	1268
"APH1B"	1413
"API5"	3855
"APIP"	435
"APLF"	476
"APLN"	282
"APLNR"	1279
"APLP1"	10676
"APLP2"	15394
"APMAP"	3632
"APOA1"	2
"APOA1-AS"	3
"APOA2"	0
"APOA4"	0
"APOA5"	1
"APOB"	24
"APOBEC1"	1
"APOBEC2"	1
"APOBEC3A"	1
"APOBEC3A_B"	0
"APOBEC3B"	2
"APOBEC3B-AS1"	0
"APOBEC3C"	23
"APOBEC3D"	13
"APOBEC3F"	32
"APOBEC3G"	52
"APOBEC3H"	4
"APOBEC4"	0
"APOBR"	23
"APOC1"	176
"APOC1P1"	1
"APOC2"	97
"APOC3"	0
"APOC4"	0
"APOC4-APOC2"	97
"APOD"	2428
"APOE"	10982
"APOF"	0
"APOH"	0
"APOL1"	105
"APOL2"	1866
"APOL3"	119
"APOL4"	23
"APOL5"	3
"APOL6"	702
"APOLD1"	579
"APOM"	31
"APOO"	740
"APOOL"	1207
"APOOP5"	0
"APOPT1"	607
"APP"	34759
"APPBP2"	4378
"APPL1"	4050
"APPL2"	2151
"APRT"	386
"APTR"	213
"APTX"	862
"AQP1"	511
"AQP10"	0
"AQP11"	257
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	116
"AQP4"	38593
"AQP4-AS1"	237
"AQP5"	48
"AQP6"	59
"AQP7"	48
"AQP7P1"	66
"AQP7P3"	21
"AQP8"	15
"AQP9"	170
"AQR"	2783
"AR"	156
"ARAF"	452
"ARAP1"	1897
"ARAP1-AS2"	0
"ARAP2"	8811
"ARAP3"	674
"ARC"	209
"ARCN1"	3670
"AREG"	0
"AREL1"	2294
"ARF1"	6050
"ARF3"	13087
"ARF4"	1494
"ARF4-AS1"	31
"ARF5"	2460
"ARF6"	1038
"ARFGAP1"	2304
"ARFGAP2"	3438
"ARFGAP3"	1182
"ARFGEF1"	5192
"ARFGEF2"	6405
"ARFGEF3"	20647
"ARFIP1"	842
"ARFIP2"	1495
"ARFRP1"	898
"ARG1"	2
"ARG2"	312
"ARGFX"	1
"ARGFXP2"	0
"ARGLU1"	4019
"ARHGAP1"	1664
"ARHGAP10"	902
"ARHGAP11A"	63
"ARHGAP11B"	20
"ARHGAP12"	3700
"ARHGAP15"	117
"ARHGAP17"	718
"ARHGAP18"	616
"ARHGAP19"	452
"ARHGAP19-SLIT1"	313
"ARHGAP20"	1685
"ARHGAP21"	20134
"ARHGAP22"	554
"ARHGAP22-IT1"	42
"ARHGAP23"	2460
"ARHGAP24"	420
"ARHGAP25"	192
"ARHGAP26"	10248
"ARHGAP26-AS1"	2
"ARHGAP26-IT1"	67
"ARHGAP27"	450
"ARHGAP27P1"	339
"ARHGAP27P1-BPTFP1-KPNA2P3"	1162
"ARHGAP27P2"	23
"ARHGAP28"	238
"ARHGAP29"	2281
"ARHGAP30"	142
"ARHGAP31"	2107
"ARHGAP31-AS1"	3
"ARHGAP32"	19485
"ARHGAP33"	1112
"ARHGAP35"	11909
"ARHGAP36"	118
"ARHGAP39"	862
"ARHGAP4"	351
"ARHGAP40"	2
"ARHGAP42"	797
"ARHGAP44"	2441
"ARHGAP45"	244
"ARHGAP5"	22222
"ARHGAP5-AS1"	221
"ARHGAP6"	497
"ARHGAP8"	21
"ARHGAP9"	157
"ARHGDIA"	1884
"ARHGDIB"	419
"ARHGDIG"	2308
"ARHGEF1"	529
"ARHGEF10"	1184
"ARHGEF10L"	2126
"ARHGEF11"	5388
"ARHGEF12"	24834
"ARHGEF15"	67
"ARHGEF16"	32
"ARHGEF17"	4818
"ARHGEF18"	1496
"ARHGEF19"	24
"ARHGEF2"	4163
"ARHGEF25"	3363
"ARHGEF26"	1599
"ARHGEF26-AS1"	367
"ARHGEF28"	1471
"ARHGEF3"	2620
"ARHGEF3-AS1"	0
"ARHGEF33"	1375
"ARHGEF34P"	4
"ARHGEF35"	5
"ARHGEF37"	1009
"ARHGEF38"	1
"ARHGEF38-IT1"	0
"ARHGEF39"	18
"ARHGEF4"	5553
"ARHGEF40"	1353
"ARHGEF5"	31
"ARHGEF6"	2336
"ARHGEF7"	8354
"ARHGEF7-AS1"	1
"ARHGEF7-AS2"	47
"ARHGEF9"	11211
"ARHGEF9-IT1"	27
"ARID1A"	3741
"ARID1B"	3777
"ARID2"	2221
"ARID3A"	153
"ARID3B"	340
"ARID3C"	11
"ARID4A"	2940
"ARID4B"	4031
"ARID5A"	304
"ARID5B"	3619
"ARIH1"	4176
"ARIH2"	2853
"ARIH2OS"	45
"ARL1"	2775
"ARL10"	993
"ARL11"	22
"ARL13A"	0
"ARL13B"	448
"ARL14"	0
"ARL14EP"	1528
"ARL14EPL"	0
"ARL15"	592
"ARL16"	564
"ARL17A"	889
"ARL17B"	348
"ARL2"	1007
"ARL2-SNX15"	634
"ARL2BP"	1469
"ARL3"	1875
"ARL4A"	2505
"ARL4C"	1827
"ARL4D"	167
"ARL5A"	1676
"ARL5B"	1451
"ARL5C"	20
"ARL6"	1366
"ARL6IP1"	14325
"ARL6IP4"	1721
"ARL6IP5"	3827
"ARL6IP6"	302
"ARL8A"	1439
"ARL8B"	5234
"ARL9"	62
"ARMC1"	2000
"ARMC10"	1227
"ARMC12"	25
"ARMC2"	1230
"ARMC2-AS1"	0
"ARMC3"	122
"ARMC4"	66
"ARMC4P1"	24
"ARMC5"	509
"ARMC6"	713
"ARMC7"	254
"ARMC8"	2935
"ARMC9"	1783
"ARMCX1"	1216
"ARMCX2"	1916
"ARMCX3"	3975
"ARMCX4"	2643
"ARMCX5"	664
"ARMCX5-GPRASP2"	4895
"ARMCX6"	381
"ARMS2"	1
"ARMT1"	817
"ARNT"	1716
"ARNT2"	21678
"ARNTL"	1714
"ARNTL2"	1570
"ARNTL2-AS1"	0
"ARPC1A"	2000
"ARPC1B"	355
"ARPC2"	2642
"ARPC3"	2038
"ARPC4"	1805
"ARPC4-TTLL3"	865
"ARPC5"	1382
"ARPC5L"	1283
"ARPIN"	1159
"ARPP19"	17731
"ARPP21"	6652
"ARR3"	0
"ARRB1"	10263
"ARRB2"	1232
"ARRDC1"	440
"ARRDC1-AS1"	235
"ARRDC2"	483
"ARRDC3"	2894
"ARRDC3-AS1"	32
"ARRDC4"	1385
"ARRDC5"	8
"ARSA"	835
"ARSB"	889
"ARSD"	597
"ARSD-AS1"	1
"ARSE"	54
"ARSF"	91
"ARSG"	835
"ARSH"	2
"ARSI"	31
"ARSJ"	248
"ARSK"	259
"ART1"	1
"ART3"	424
"ART4"	0
"ART5"	0
"ARTN"	23
"ARV1"	657
"ARVCF"	1595
"ARX"	249
"AS-PTPRE"	1
"AS3MT"	234
"ASAH1"	3465
"ASAH2"	33
"ASAH2B"	232
"ASAP1"	2852
"ASAP1-IT1"	114
"ASAP1-IT2"	64
"ASAP2"	1970
"ASAP3"	950
"ASB1"	2683
"ASB10"	0
"ASB11"	4
"ASB12"	3
